year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
2002,NHL,CBS,20,14,5.0,2,9,28,3.0,1,,,,,3,5,1,0,6,6,1,2,4,8,1,0,7,6,2.0,0,3,7,1.0,0,5,8,1,1,1,2,1,0
1997,NHL,OTT,18,16,7.0,,16,17,8.0,,,,,,8,3,3,,2,10,1,,8,5,0,,4,5,5.0,,1,4,1.0,,5,4,3,,6,2,2,
1971,NHL,STL,17,17,5.0,,11,22,6.0,,,,,,3,6,1,,4,6,3,,3,9,2,,7,5,1.0,,5,7,2.0,,6,4,2,,0,2,0,
1950,NHL,CHI,8,22,5.0,,5,25,5.0,,,,,,2,3,2,,7,5,1,,2,8,4,,0,12,2.0,,2,8,1.0,,0,11,0,,,,,
1934,NHL,TOR,16,6,2.0,,14,8,2.0,,,,,,,,,,7,0,0,,8,3,1,,6,6,2.0,,4,4,1.0,,5,1,0,,,,,
1926,NHL,BOS,15,7,0.0,,6,13,3.0,,,,,,,,,,2,3,0,,5,4,1,,4,5,2.0,,5,3,0.0,,5,5,0,,,,,
1996,NHL,CAL,21,18,2.0,,11,23,7.0,,,,,,7,5,1,,3,9,1,,3,7,3,,5,5,1.0,,8,5,1.0,,6,5,1,,0,5,1,
1983,NHL,DET,18,20,2.0,,13,22,5.0,,,,,,4,3,2,,6,8,0,,4,9,2,,3,9,1.0,,8,4,2.0,,6,8,0,,0,1,0,
1977,NHL,NYR,18,15,7.0,,12,22,6.0,,,,,,4,5,1,,5,7,1,,3,4,7,,4,8,0.0,,5,6,2.0,,8,2,2,,1,5,0,
1993,NHL,OTT,8,30,4.0,,6,31,5.0,,,,,,2,6,2,,3,9,1,,3,13,0,,1,9,4.0,,1,9,1.0,,3,10,0,,1,5,1,
1997,NHL,SJS,17,19,5.0,,17,19,5.0,,,,,,4,9,0,,5,8,2,,5,3,3,,6,5,2.0,,2,4,0.0,,7,8,0,,5,1,3,
1912,NHA,MOW,6,4,0.0,,4,6,0.0,,,,,,,,,,,,,,1,1,0,,5,3,0.0,,3,5,0.0,,1,1,0,,,,,
1999,NHL,TOR,24,12,5.0,0,21,15,2.0,3,,,,,9,3,1,0,5,4,2,2,9,2,1,0,6,5,2.0,1,5,5,1.0,0,8,6,0,0,3,2,0,0
1991,NHL,WAS,25,12,3.0,,20,15,5.0,,,,,,9,3,0,,9,5,0,,7,5,1,,4,4,3.0,,8,4,2.0,,7,5,1,,1,1,1,
2009,NHL,BUF,25,10,,6,20,17,,4,,,,,8,2,,1,7,5,,1,9,4,,2,8,3,,3,1,4,,2,10,5,,1,2,4,,0
1997,NHL,STL,26,10,5.0,,19,19,3.0,,,,,,10,2,2,,5,7,1,,7,6,3,,6,5,2.0,,3,2,0.0,,8,4,0,,6,3,0,
2009,NHL,STL,18,18,,5,22,14,,5,,,,,5,6,,1,5,4,,4,7,7,,1,7,5,,3,4,3,,0,9,5,,0,3,2,,1
1988,NHL,BOS,17,15,8.0,,20,14,6.0,,,,,,7,2,3,,4,7,2,,4,6,4,,5,7,1.0,,7,2,2.0,,8,5,2,,2,0,0,
1973,NHL,BUF,23,10,6.0,,9,24,6.0,,,,,,7,3,0,,3,7,1,,7,5,3,,5,7,1.0,,4,4,3.0,,5,6,4,,1,2,0,
1916,PCHA,SEA,11,2,0.0,,5,6,0.0,,,,,,,,,,,,,,5,3,0,,5,3,0.0,,5,2,0.0,,1,0,0,,,,,
2001,NHL,MTL,21,13,6.0,1,15,18,6.0,2,,,,,5,5,1,0,7,3,2,1,4,8,2,1,6,5,3.0,1,3,3,0.0,0,6,5,4,0,5,2,0,0
1976,NHL,MTL,33,1,6.0,,27,7,6.0,,,,,,9,3,1,,10,1,2,,8,1,3,,10,2,2.0,,10,0,2.0,,11,1,2,,2,0,0,
1965,NHL,BOS,15,17,3.0,,6,26,3.0,,,,,,0,3,0,,5,5,2,,1,12,1,,5,8,1.0,,4,6,2.0,,5,9,0,,1,0,0,
2008,NHL,OTT,22,12,,7,14,23,,4,,,,,4,5,,1,4,5,,3,5,7,,1,4,6,,2,6,5,,3,10,5,,0,3,2,,1
1981,NHL,QUE,24,13,3.0,,9,18,13.0,,,,,,7,6,0,,7,4,4,,5,5,1,,6,5,3.0,,4,3,5.0,,2,7,3,,2,1,0,
1936,NHL,TOR,14,9,1.0,,8,12,4.0,,,,,,,,,,3,5,1,,4,4,0,,5,6,1.0,,6,5,1.0,,4,1,2,,,,,
1974,WHA,NEW,28,8,3.0,,15,22,2.0,,,,,,5,1,0,,9,4,0,,5,8,1,,8,6,1.0,,6,4,1.0,,8,5,2,,2,2,0,
1925,NHL,NYA,4,10,4.0,,8,10,0.0,,,,,,,,,,,,,,5,5,0,,1,7,3.0,,3,5,1.0,,3,3,0,,,,,
1965,NHL,NYR,12,16,7.0,,6,25,4.0,,,,,,1,2,0,,4,6,4,,2,9,3,,4,7,1.0,,3,9,1.0,,4,7,1,,0,1,1,
1955,NHL,DET,21,6,8.0,,9,18,8.0,,,,,,2,5,3,,3,3,7,,6,3,3,,10,2,1.0,,5,8,0.0,,4,3,2,,,,,
1997,NHL,NYI,17,20,4.0,,13,21,7.0,,,,,,5,5,2,,6,6,2,,4,9,1,,3,8,2.0,,2,2,1.0,,4,8,2,,6,3,1,
1946,NHL,BOS,18,7,5.0,,8,16,6.0,,,,,,1,0,4,,5,4,1,,3,6,3,,7,6,0.0,,2,6,2.0,,8,1,1,,,,,
1944,NHL,BOS,11,12,2.0,,5,18,2.0,,,,,,0,2,0,,5,5,1,,4,5,0,,2,9,0.0,,3,4,2.0,,2,5,1,,,,,
1921,NHL,HAM,5,7,0.0,,2,10,0.0,,,,,,,,,,,,,,1,4,0,,3,5,0.0,,2,6,0.0,,1,2,0,,,,,
1998,NHL,PHO,23,13,5.0,,16,18,7.0,,,,,,4,2,1,,10,0,1,,7,5,2,,4,5,5.0,,5,8,1.0,,7,6,2,,2,5,0,
1976,WHA,EDO,24,15,1.0,,10,28,3.0,,,,,,4,5,0,,6,9,0,,6,6,1,,5,8,1.0,,4,7,0.0,,7,7,1,,2,1,1,
1977,NHL,NYI,29,3,8.0,,19,14,7.0,,,,,,4,2,3,,7,4,4,,9,3,1,,9,2,0.0,,9,2,3.0,,6,4,3,,4,0,1,
