playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
stuarbi01,1921,TRS,NHL,D,5,0,2,2,6
taylocy01,1914,VML,PCHA,R/L,3,7,3,10,3
bouchfr01,1922,VAM,PCHA,C,4,2,0,2,0
vezinge01,1924,MTL,NHL,G,4,0,0,0,0
cleghsp01,1923,MTL,NHL,D,4,2,1,3,2
clancki01,1922,OTS,NHL,D,6,1,0,1,4
taylocy01,1917,VML,PCHA,L,5,9,0,9,15
haldeha01,1924,VIC,WCHL,R,4,2,1,3,8
lehmahu01,1914,VML,PCHA,G,3,0,0,0,0
smyliro01,1921,TRS,NHL,L,5,1,3,4,0
mackeja01,1919,OTS,NHL,F,5,0,0,0,0
walkeja01,1913,TBS,NHA,L,3,1,0,1,3
anderer02,1923,CAT,WCHL,R,2,0,0,0,2
adamsbi01,1920,VML,PCHA,R,4,0,0,0,0
camerha01,1917,TOA,NHL,D,5,3,1,4,0
keatsdu01,1922,EDE,WCHL,C,2,0,0,0,4
crawfru01,1912,QU1,NHA,R,3,3,0,3,19
broadpu01,1919,OTS,NHL,R,4,0,0,0,3
vezinge01,1915,MOC,NHA,G,5,0,0,0,0
morribe01,1923,CAT,WCHL,C,2,0,0,0,2
benedcl01,1925,MTM,NHL,G,4,0,0,0,0
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
cleghsp01,1920,OTS,NHL,D,5,1,2,3,0
taylocy01,1920,VML,PCHA,L,3,0,1,1,5
pitredi01,1918,MTL,NHL,R,5,0,3,3,0
frasego01,1924,VIC,WCHL,D,4,2,1,3,6
lehmahu01,1923,VAM,PCHA,G,2,0,0,0,0
gerared01,1922,OTS,NHL,D,6,1,0,1,4
dennecy01,1920,OTS,NHL,L,5,2,2,4,10
lehmahu01,1917,VML,PCHA,G,5,0,0,0,0
mcdonra01,1918,SEA,PCHA,L,5,1,1,2,3
trappbo01,1922,EDE,WCHL,D,2,0,0,0,2
cleghod01,1923,MTL,NHL,R/C,4,0,1,1,0
morenho01,1923,MTL,NHL,C,4,4,2,6,4
corbebe01,1916,MOC,NHA,D,4,2,1,3,3
mummeha01,1912,QU1,NHA,D,3,1,0,1,7
cookll01,1920,VML,PCHA,D,5,2,0,2,20
rowebo01,1913,VA1,PCHA,D,3,0,0,0,3
tobinch01,1921,VML,PCHA,R,5,0,0,0,0
lehmahu01,1921,VML,PCHA,G,5,0,0,0,0
morribe01,1916,SEA,PCHA,R,4,14,2,16,0
noblere01,1921,TRS,NHL,L,5,0,1,1,9
frasego01,1925,VIC,WCHL,D,4,0,0,0,14
uksilch01,1915,PO1,PCHA,R,5,2,0,2,6
bouchbi01,1924,MTL,NHL,R,4,1,1,2,13
holmeha01,1918,SEA,PCHA,G,5,0,0,0,0
corbeco01,1913,TBS,NHA,D,2,0,0,0,0
walkeja01,1924,VIC,WCHL,L,4,4,2,6,0
nighbfr01,1919,OTS,NHL,C,5,6,1,7,2
walkeja01,1916,SEA,PCHA,C,4,1,2,3,0
gagnear01,1922,EDE,WCHL,R,2,0,0,0,2
noblere01,1917,TOA,NHL,L,5,2,1,3,0
wilsocu01,1923,CAT,WCHL,L,2,0,0,0,2
smailwa01,1913,VA1,PCHA,L,3,1,0,1,2
reidch01,1923,CAT,WCHL,G,2,0,0,0,0
duncaar01,1920,VML,PCHA,D,5,2,1,3,3
prodggo01,1915,MOC,NHA,D,5,3,1,4,6
rickero01,1918,SEA,PCHA,D,5,1,2,3,0
prodggo01,1912,VA1,PCHA,R,2,1,0,1,2
duttore01,1923,CAT,WCHL,D,2,0,0,0,9
gengebo01,1913,VA1,PCHA,C,3,0,0,0,15
manthsy01,1924,MTL,NHL,D,4,0,0,0,2
lavioja01,1915,MOC,NHA,L,2,0,0,0,6
gerared01,1920,OTS,NHL,D,5,0,0,0,44
irvinde01,1915,PO1,PCHA,D,5,0,0,0,14
foystfr01,1913,TBS,NHA,C,3,2,0,2,3
brandru01,1922,EDE,WCHL,L,1,0,0,0,0
parkeer01,1921,VML,PCHA,R,5,0,3,3,0
noblere01,1925,MTM,NHL,D,4,0,0,0,4
rileyji01,1919,SEA,PCHA,L,5,0,1,1,0
rileyji01,1916,SEA,PCHA,L,4,0,0,0,3
