playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
wortero01,1929,2,NYA,NHL,36,2270,11,21,4,,2,135,,,,,,,,,,
mioed01,1981,1,NYR,NHL,25,1500,13,6,5,0,0,89,,8,443,4,3,,1,0,28,
mcnamge01,1969,1,TOR,NHL,2,23,0,0,0,0,0,2,,,,,,,,,,
mattsma01,1977,1,WIJ,WHA,6,321,3,3,0,0,0,16,164,,,,,,,,,
archayv01,1973,1,VAB,WHA,5,263,1,4,0,0,0,27,183,,,,,,,,,
walshfl01,1929,1,MTM,NHL,30,1897,16,10,4,,2,74,,4,312,1,3,0,,1,11,
brodeke01,1973,1,BOS,NHL,5,300,2,2,1,1,0,16,,,,,,,,,,
larsscu01,1975,1,WIJ,WHA,23,1287,11,10,1,0,0,83,635,2,110,2,0,,0,0,6,
bironma01,1995,1,BUF,NHL,3,119,0,2,0,0,0,10,64,,,,,,,,,
brodema01,1994,1,NJD,NHL,40,2184,19,11,6,1,3,89,908,20,1222,16,4,,0,3,34,463
aubinje01,2006,1,TOR,NHL,20,804,3,5,2,1,0,46,371,,,,,,,,,
lairdbi01,1922,1,REG,WCHL,28,1701,16,12,0,,3,83,,2,150,0,1,1,,0,4,
wamslri01,1984,1,STL,NHL,40,2319,23,12,5,3,0,126,1094,2,120,0,2,,0,0,7,56
sandsmi01,1986,1,MNS,NHL,3,163,0,2,0,1,0,12,104,,,,,,,,,
moranpa01,1911,1,QU1,NHA,18,1099,10,8,0,,0,78,,,,,,,,,,
reschgl01,1974,1,NYI,NHL,25,1432,12,7,5,3,3,59,,12,692,8,4,,1,1,25,
vezinge01,1911,1,MOC,NHA,18,1109,8,10,0,,0,66,,,,,,,,,,
toivoha01,2005,1,BOS,NHL,20,1163,9,5,4,0,1,51,590,,,,,,,,,
rutheji01,1971,1,PIT,NHL,40,2160,17,15,5,2,1,116,,4,240,0,4,,0,0,14,
kiprumi01,2007,1,CAL,NHL,76,4398,39,26,10,3,2,197,2096,7,336,2,4,,0,1,18,196
essenbo01,2000,1,VAN,NHL,39,2059,18,12,3,4,1,92,854,2,122,0,2,,0,0,6,58
hextaro01,1995,1,PHI,NHL,53,3102,31,13,7,2,4,112,1292,12,760,6,6,,1,0,27,319
beaupdo01,1989,1,WAS,NHL,48,2793,23,18,5,3,2,150,1362,8,401,4,3,,1,0,18,187
lamotma01,1999,1,CHI,NHL,2,116,1,1,0,0,0,10,50,,,,,,,,,
leighmi01,2009,1,CAR,NHL,7,350,1,4,0,0,0,25,164,,,,,,,,,
nabokev01,2002,1,SJS,NHL,55,3227,19,28,8,5,3,146,1561,,,,,,,,,
aubinje01,2000,1,PIT,NHL,36,2050,20,14,1,5,0,107,973,1,1,0,0,,0,0,0,0
masonbo01,1988,1,QUE,NHL,22,1168,5,14,1,1,0,92,627,,,,,,,,,
smithno01,1943,1,DET,NHL,5,300,3,1,1,,0,15,,,,,,,,,,
leighmi01,2002,1,CHI,NHL,8,447,2,3,2,1,1,21,241,,,,,,,,,
lehmahu01,1914,1,VML,PCHA,17,1043,13,4,0,,1,71,,,,,,,,,,
fuhrgr01,1999,1,CAL,NHL,23,1205,5,13,2,2,0,77,536,,,,,,,,,
peetepe01,1982,1,BOS,NHL,62,3611,40,11,9,2,8,142,1482,17,1024,9,8,,0,1,61,
sullida01,1973,1,VAB,WHA,1,60,0,1,0,0,0,7,38,,,,,,,,,
murrato01,1918,1,VA2,PCHA,20,1252,7,13,0,,2,81,,,,,,,,,,
lumleha01,1954,1,TOR,NHL,69,4140,23,24,22,,8,134,,4,240,0,4,,,0,14,
mcneige01,1953,1,MTL,NHL,53,3180,28,19,6,,6,114,,3,190,2,1,,,1,3,
masonst01,2009,1,CBS,NHL,58,3201,20,26,9,2,5,163,1653,,,,,,,,,
gardnge01,1966,1,DET,NHL,11,560,3,6,0,0,0,36,,,,,,,,,,
smithbi01,1983,1,NYI,NHL,42,2279,23,13,2,0,2,130,1252,21,1190,12,8,,0,0,54,567
shtalmi01,1999,1,PHO,NHL,15,904,7,6,2,3,2,36,370,,,,,,,,,
grattgi01,1975,1,STL,NHL,6,265,2,0,2,0,0,11,,,,,,,,,,
lindsbe01,1917,1,MTW,NHL,4,240,1,3,0,,0,35,,,,,,,,,,
conneal01,1933,1,NYA,NHL,1,40,1,0,0,,0,2,,,,,,,,,,
rutlewa01,1972,1,HOU,WHA,36,2163,20,14,2,3,0,110,1192,7,423,4,3,,1,0,20,228
croziro01,1969,1,DET,NHL,34,1877,16,6,9,0,0,83,,1,34,0,1,,0,0,3,
brodeke01,1977,1,EDO,WHA,9,497,2,5,0,0,0,42,206,,,,,,,,,
reidch01,1923,1,CAT,WCHL,30,1841,18,11,1,,4,72,,5,300,3,1,1,,1,9,
riggipa01,1985,2,BOS,NHL,39,2272,17,11,8,1,1,127,973,1,60,0,1,,0,0,3,23
dunhami01,1999,1,NAS,NHL,52,3077,19,27,6,3,0,146,1584,,,,,,,,,
dipieri01,2010,1,NYI,NHL,26,1533,8,14,4,5,1,88,773,,,,,,,,,
liutmi01,1982,1,STL,NHL,68,3794,21,27,13,4,1,235,1919,4,240,1,3,,1,0,15,
gamblbr01,1968,1,TOR,NHL,61,3446,28,20,11,3,3,161,,3,86,0,2,,0,0,13,
bouchbr01,2008,1,SJS,NHL,22,1291,12,6,3,2,2,47,563,,,,,,,,,
mcelhcu01,2010,1,AND,NHL,21,996,6,9,1,0,2,57,516,,,,,,,,,
smithbi01,1984,1,NYI,NHL,37,2090,18,14,3,1,0,133,1100,6,342,3,3,,0,0,19,182
ouellma01,2003,1,WAS,NHL,6,365,2,3,1,0,1,19,210,,,,,,,,,
brownan01,1975,1,IND,WHA,24,1368,9,11,2,0,1,82,751,,,,,,,,,
