playerid,year,ppa,sha
zezelpe01,1988,17,
klimape01,1989,11,
tuckejo01,1989,6,
smaildo01,1990,1,1
hrdinji01,1990,4,
mcintjo01,1990,,2
cyrpa01,1987,1,
deblolu01,1990,,1
actonke01,1988,,1
larsore01,1988,14,
wilsoca01,1987,9,3
brookbo01,1989,1,2
nichobe01,1989,37,1
johanca01,1988,7,
foligmi01,1990,1,
kontoch01,1987,6,
bradlbr01,1990,10,
norwole01,1990,3,
adamsgr01,1989,1,
archida01,1989,4,
grahadi01,1987,7,1
stastpe01,1989,23,
thibagi01,1989,2,
hardyma01,1987,10,1
bodgedo01,1988,25,1
joycebo01,1989,3,
simpscr01,1987,10,1
kurveto01,1990,15,
manthmo01,1988,9,
kaspest01,1988,6,2
donnemi01,1987,2,
carsoli01,1987,1,1
huntema01,1990,4,
charbjo01,1988,1,
playfla01,1988,,1
tantito01,1990,5,
murphla01,1988,22,
maclebr01,1988,8,
hunteda01,1988,,1
ledyagr01,1987,5,
maroima01,1988,3,
krushmi01,1990,3,
linseke01,1989,8,
skrikpe01,1990,5,
pederma01,1990,7,
carsoji01,1989,5,
petitmi01,1990,16,
halwado01,1988,1,
ferrara01,1990,5,
macivno01,1988,19,
libaig01,1988,6,
duguaro01,1987,2,
gartnmi01,1988,9,
nylunga01,1988,1,
iafraal01,1990,11,1
ciccadi01,1988,10,1
creigad01,1988,7,
huberwi01,1987,14,
hunteda01,1987,1,4
paslagr01,1990,3,1
konrost01,1988,1,1
lawlepa01,1987,3,
dahlqch01,1990,,1
proppbr01,1989,9,
jonssto01,1988,24,
poulida02,1989,1,1
malondo01,1988,2,
makelmi01,1989,1,
ruotsre01,1989,9,
rousebo01,1988,,1
goulemi01,1989,15,1
sanipev01,1989,2,
wellsja01,1989,3,2
kennede01,1988,,2
ledyagr01,1988,6,
mcdonhu01,1989,1,
loisecl01,1990,1,1
butchga01,1990,3,2
sheehne01,1987,1,
frasecu01,1987,2,
mckegto01,1989,3,
franclo01,1990,1,1
ruffli01,1988,1,
tuckejo01,1990,1,
robergo01,1987,3,
bennibr01,1989,5,
brownje02,1989,24,
wilsoca01,1990,4,
bassebo01,1988,,1
samueul01,1990,,2
dineego01,1988,2,
chrisda01,1989,7,
bullami01,1988,13,
picarro02,1989,1,1
pederba01,1989,7,1
lawtobr01,1989,1,
petitmi01,1987,9,1
adamsgr01,1988,1,
sandsto01,1989,20,
zezelpe01,1990,5,1
broteaa01,1990,1,
coxecr01,1987,1,
allismi01,1987,5,
mckegto01,1990,7,
laughcr01,1987,3,
courtru01,1988,2,
gingrga01,1987,9,
tantito01,1989,9,
gartnmi01,1989,14,1
