year,hofid,name,category
1950,grantmi01h,Mike Grant,Player
2009,leetcbr01h,Brian Leetch,Player
1958,fredrfr01h,Frank Fredrickson,Player
1985,ratelje01h,Jean Ratelle,Player
1958,keatsdu01h,Duke Keats,Player
1979,howelha01h,Harry Howell,Player
1964,siebeba01h,Babe Siebert,Player
1950,drinkgr01h,Graham Drinkwater,Player
1985,pilouru01h,Rudy Pilous,Builder
1978,pollosa01h,Sam Pollock,Builder
1961,rankifr01h,Frank Rankin,Player
1996,salmibo01h,Borje Salming,Player
1963,mclaufr01h,Frederic McLaughlin,Builder
1974,tarasan01h,Anatoli Tarasov,Builder
1994,watsoha02h,Harry Watson,Player
1969,kellyre01h,Red Kelly,Player
1959,adamsja01h,Jack Adams,Player
1993,smithbi01h,Billy Smith,Player
2009,lamorlo01h,Lou Lamoriello,Builder
1972,adamswe01h,Weston Adams,Builder
1947,roberjo02h,John Robertson,Builder
2007,macinal01h,Al MacInnis,Player
1965,hewitfo01h,Foster Hewitt,Builder
1952,goheemo01h,Moose Goheen,Player
1973,molsoha01h,Hartland Molson,Builder
1980,butteja01h,Jack Butterfield,Builder
2011,gilmodo01h,Doug Gilmour,Player
1990,poilebu01h,Bud Poile,Builder
1960,adamsch01h,Charles Adams,Builder
1991,pulfobo01h,Bob Pulford,Player
1962,mcgimbi01h,Billy McGimsie,Player
1976,bowerjo01h,Johnny Bower,Player
2001,hawerda01h,Dale Hawerchuk,Player
1984,lemaija01h,Jacques Lemaire,Player
1952,cookbi01h,Bill Cook,Player
1972,geoffbe01h,Bernie Geoffrion,Player
1963,goodfeb01h,Ebbie Goodfellow,Player
1958,bouchfr01h,Frank Boucher,Player
1977,cattajo01h,Joseph Cattarinich,Builder
1947,shoreed01h,Eddie Shore,Player
1961,dayha01h,Hap Day,Player
1961,ionmi01h,Mickey Ion,Referee/Linesman
1945,mcgeefr01h,Frank McGee,Player
1962,roddemi01h,Mike Rodden,Referee/Linesman
1964,stewaja01h,Jack Stewart,Player
1977,ahearbu01h,Bunny Ahearne,Builder
1960,bouchge01h,Georges Boucher,Player
1965,farrear01h,Art Farrell,Player
1973,smithto01h,Tommy Smith,Player
1947,hewitwi01h,William Hewitt,Builder
1947,taylocy01h,Cyclone Taylor,Player
1961,schmimi01h,Milt Schmidt,Player
1963,dandule01h,Leo Dandurand,Builder
2002,neilsro01h,Roger Neilson,Builder
1966,brimsfr01h,Frank Brimsek,Player
1952,boondi01h,Dickie Boon,Player
1987,giacoed01h,Ed Giacomin,Player
1967,oliveha01h,Harry Oliver,Player
1963,seibeea01h,Earl Seibert,Player
1969,wortero01h,Roy Worters,Player
1945,stuarho01h,Hod Stuart,Player
1988,parkbr01h,Brad Park,Player
1958,norrija02h,James Norris Sr.,Builder
1962,noblere01h,Reg Noble,Player
1988,hayesge01h,George Hayes,Referee/Linesman
1983,mikitst01h,Stan Mikita,Player
2007,gregoji01h,Jim Gregory,Builder
1961,richama01h,Maurice Richard,Player
1985,olmstbe01h,Bert Olmstead,Player
1968,hendyji01h,Jim Hendy,Builder
1988,oconnbu01h,Buddy O'Connor,Player
1993,knoxse01h,Seymour Knox,Builder
