name,id,award,year,lgid,note
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Eddie Shore,shoreed01,Patrick,1969,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Bob Fleming,,Patrick,1994,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Fred Shero,sherofr01,Patrick,1979,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Jerry York,,Patrick,2009,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Gary Bettman,,Patrick,2000,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
John MacInnes,,Patrick,1985,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Frank Mathers,mathefr01,Patrick,1986,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
David Poile,,Patrick,2000,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Art Berglund,,Patrick,1991,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
John Mayasich,,Patrick,1997,NHL,
Donald Clark,,Patrick,1974,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
Fred Cusick,,Patrick,1987,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Dave Andrews,,Patrick,2009,NHL,
Willie O'Ree,oreewi01,Patrick,2002,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Brian Burke,,Patrick,2007,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
John Halligan,,Patrick,2006,NHL,
Gil Stein,,Patrick,1992,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
Cammi Granato,,Patrick,2006,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
John Ziegler,ziegljo01h,Patrick,1983,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Ray Miron,,Patrick,2003,NHL,
Lou Vairo,,Patrick,1999,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
