playerid,year,stint,tmid,s,g,gdg
bergfni01,2010,2,FLO,1,0,0
zettehe01,2010,1,DET,3,0,0
kaneev01,2010,1,ATL,4,0,0
wardja01,2006,3,TBL,1,0,0
mayorma01,2010,1,CBS,2,1,1
pominja01,2008,1,BUF,5,2,1
ouellmi01,2006,1,PIT,1,0,0
weighdo01,2009,1,NYI,1,0,0
hossama01,2005,1,ATL,9,3,2
zajactr01,2007,1,NJD,1,0,0
parisza01,2011,1,NJD,8,16,0
fleisto01,2007,1,WAS,1,0,0
stollja01,2011,1,LAK,2,8,0
vasicjo01,2006,1,NAS,1,0,0
bergepa01,2006,1,BOS,11,6,1
muellpe01,2009,2,COL,1,1,0
perrema01,2009,1,WAS,1,0,0
jokinol01,2008,1,PHO,2,0,0
vermean01,2009,1,CBS,4,0,0
chriser01,2007,2,ATL,3,1,1
heatlda01,2006,1,OTT,4,1,0
plekato01,2010,1,MTL,2,1,0
voracja01,2010,1,CBS,3,0,0
brierda01,2011,1,PHI,2,7,0
toewsjo01,2009,1,CHI,14,8,3
tambeje01,2007,1,NYI,1,1,1
macarcl01,2006,1,BUF,1,0,0
hejdumi01,2008,1,COL,13,6,1
zuccama01,2010,1,NYR,9,5,3
adamske01,2006,1,PHO,1,0,0
ashamar01,2007,1,NJD,1,0,0
erikslo01,2010,1,DAL,5,1,1
zidlima01,2006,1,NAS,1,0,0
forsbpe01,2006,2,NAS,1,0,0
paveljo01,2009,1,SJS,9,3,2
paajama01,2010,1,EDM,2,0,0
havlama01,2010,1,MIN,2,0,0
moulsma01,2010,1,NYI,2,0,0
veillst01,2009,1,TBL,1,0,0
alfreda01,2009,1,OTT,7,2,1
doansh01,2009,1,PHO,9,2,0
eratma01,2009,1,NAS,11,5,3
kondrma01,2005,1,NYR,1,0,0
blakeja01,2008,1,TOR,8,4,1
matthsh01,2009,1,FLO,1,0,0
jokinju01,2011,1,CAR,2,6,0
goligal01,2010,1,PIT,1,0,0
peverri01,2010,2,BOS,1,0,0
bertuto01,2006,2,DET,3,0,0
stumpjo01,2005,1,FLO,3,0,0
osullpa01,2008,1,LAK,9,3,1
picaral02,2006,1,CBS,1,0,0
rolstbr01,2007,1,MIN,5,1,0
hemskal01,2008,1,EDM,6,2,2
hartnsc01,2008,1,PHI,1,0,0
chriser01,2007,1,PIT,8,5,1
milledr01,2009,2,DET,2,1,1
havlama01,2005,1,OTT,1,0,0
berglpa01,2011,1,STL,0,4,0
williju01,2008,1,CAR,1,0,0
ribeimi01,2007,1,DAL,5,1,0
getzlry01,2011,1,AND,1,5,0
rucinma01,2007,1,STL,1,0,0
coutulo01,2010,1,SJS,8,2,2
keslery01,2011,1,VAN,1,5,1
klepija01,2005,1,WAS,2,0,0
charazd01,2008,1,BOS,1,0,0
tangual01,2007,1,CAL,2,0,0
kozlovy01,2007,1,ATL,14,5,1
yzermst01,2005,1,DET,2,1,0
browndu01,2011,1,LAK,3,11,2
eratma01,2010,1,NAS,7,2,1
cammami01,2010,1,MTL,2,1,1
lewistr01,2011,1,LAK,0,1,0
oreilry01,2009,1,COL,3,1,0
ottst01,2010,1,DAL,1,0,0
weighdo01,2005,2,CAR,1,1,1
krugema01,2011,1,CHI,0,1,0
brunean01,2010,1,MIN,1,0,0
