playerid,award,year,lgid,note,pos
bentldo01,Second Team All-Star,1948,NHL,,C
gretzwa01,First Team All-Star,1985,NHL,,C
kennete01,Second Team All-Star,1950,NHL,tie,C
barbebi01,Second Team All-Star,1978,NHL,,LW
potvide01,First Team All-Star,1978,NHL,,D
elliobr01,Crozier,2011,NHL,,
waltomi01,Second Team All-Star,1973,WHA,,RW
rollial01,Vezina,1950,NHL,,
hullde01,Second Team All-Star,1972,NHL,,LW
trembjc01,Murphy,1972,WHA,Best Defenceman,
coultar01,Second Team All-Star,1937,NHL,,D
provocl01,Masterton,1967,NHL,,
lapoigu01,Second Team All-Star,1975,NHL,,D
hossama01,All-Rookie,1998,NHL,,F
bourqra01,Norris,1987,NHL,,
careyji01,Vezina,1995,NHL,,
hortoti01,Second Team All-Star,1966,NHL,,D
gretzwa01,Second Team All-Star,1997,NHL,,C
stewaga01,First Team All-Star,1945,NHL,,LW
sawchte01,Second Team All-Star,1962,NHL,,G
sedinda01,First Team All-Star,2010,NHL,,LW
hullbo01,Second Team All-Star,1975,WHA,,LW
douglke01,Calder,1962,NHL,,
brimsfr01,Second Team All-Star,1945,NHL,,G
forsbpe01,Art Ross,2002,NHL,,
laperja01,Second Team All-Star,1963,NHL,,D
malonry01,All-Rookie,2003,NHL,,F
vanekth01,Second Team All-Star,2006,NHL,,LW
longba01,Second Team All-Star,1974,WHA,,D
fedorse01,Pearson,1993,NHL,,
pronoma01,Second Team All-Star,1957,NHL,,D
bouchbu01,First Team All-Star,1945,NHL,,D
watsoph01,Second Team All-Star,1941,NHL,,C
brimsfr01,First Team All-Star,1941,NHL,,G
esposph01,First Team All-Star,1970,NHL,,C
prongch01,Norris,1999,NHL,,
conacch01,First Team All-Star,1935,NHL,,RW
schmimi01,Art Ross,1939,NHL,,
romnedo01,Lady Byng,1935,NHL,,
mogilal01,Second Team All-Star,1995,NHL,,RW
howego01,Hart,1956,NHL,,
mclarky01,All-Rookie,1995,NHL,,D
hullbo01,First Team All-Star,1972,WHA,,LW
barrato01,Second Team All-Star,1984,NHL,,G
schmimi01,First Team All-Star,1946,NHL,,C
hasekdo01,All-Rookie,1991,NHL,,G
robitlu01,Second Team All-Star,1991,NHL,,LW
shoreed01,Hart,1934,NHL,,
cloutre01,Second Team All-Star,1976,WHA,,RW
jagrja01,Second Team All-Star,1996,NHL,,RW
trottbr01,Second Team All-Star,1983,NHL,,C
francro01,Lady Byng,1994,NHL,,
herrode01,Jennings,1981,NHL,shared,
henriad01,All-Rookie,2011,NHL,,F
mikitst01,Hart,1967,NHL,,
mullejo01,First Team All-Star,1988,NHL,,RW
makarse01,Calder,1989,NHL,,
vaskomo01,Second Team All-Star,1963,NHL,,D
breweca01,Second Team All-Star,1969,NHL,,D
sedinda01,Lindsay,2010,NHL,,
lemiema01,Hart,1987,NHL,,
hextaro01,Vezina,1986,NHL,,
clarkwe01,All-Rookie,1985,NHL,,LW
renbemi01,All-Rookie,1993,NHL,,W
mironbo01,All-Rookie,1993,NHL,,D
gilbeto01,All-Rookie,2007,NHL,,D
