playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
tikkaes01,1995,1,STL,NHL,L,11,1,4,5,18,1,0,2,1,0,0,0,19,,,,,,,,,,,,
purpufi01,1943,1,CHI,NHL,R,40,9,10,19,13,,,,,,,,,9,1,1,2,0,,,,,,,
dennecy01,1915,1,TBS,NHA,,24,24,4,28,57,,,,,,,,,,,,,,,,,,,,
bozonph01,1993,1,STL,NHL,C,80,9,16,25,42,4,0,0,1,1,1,0,118,4,0,0,0,4,-2,0,0,0,0,0,5
morride01,2008,1,PHO,NHL,D,57,5,7,12,24,-13,0,1,1,0,0,,89,,,,,,,,,,,,
jonesbl01,2010,1,TBL,NHL,C,18,1,2,3,2,-2,0,0,0,0,0,,20,7,0,0,0,2,-1,0,0,0,0,0,5
mannji01,1982,1,WIN,NHL,R,40,0,1,1,73,-7,0,,0,,0,0,20,1,0,0,0,0,,0,,0,,0,
ronnicl01,1998,1,PHO,NHL,C,7,2,5,7,2,3,2,1,0,0,1,0,18,,,,,,,,,,,,
messijo01,1992,1,NYR,NHL,D,11,0,0,0,6,0,0,0,0,0,0,0,11,,,,,,,,,,,,
vallili01,1993,1,MTL,NHL,R,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ryanmi01,2007,1,BUF,NHL,C,46,4,4,8,30,-4,0,0,0,0,0,,60,,,,,,,,,,,,
ruutuja01,2003,1,VAN,NHL,R,71,6,8,14,133,-13,1,1,0,1,0,1,70,6,1,0,1,10,-3,0,0,0,0,0,2
langro01,2000,1,PIT,NHL,C,82,32,48,80,28,20,10,15,0,0,2,0,177,16,4,4,8,4,2,0,1,0,0,0,25
mihalvl01,2009,1,TBL,NHL,D,4,0,0,0,2,-4,0,0,0,0,0,,1,,,,,,,,,,,,
petroro01,1996,1,STL,NHL,C,44,7,12,19,10,2,0,1,0,0,1,0,54,2,0,0,0,0,1,0,0,0,0,0,1
glynnbr01,1989,1,CAL,NHL,D,1,0,0,0,0,-1,0,0,0,0,0,0,0,,,,,,,,,,,,
mckense01,1982,1,BUF,NHL,R,46,10,14,24,4,-4,1,,0,,1,0,69,,,,,,,,,,,,
tootojo01,2011,1,NAS,NHL,R,77,6,24,30,92,-5,1,1,0,0,1,,136,3,0,0,0,4,0,0,0,0,0,0,2
