orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10400,EASTC,1,1997-01-01T00:00:00,1997-01-29T00:00:00,1997-01-16T00:00:00,3,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK
10401,RATTC,1,1997-01-01T00:00:00,1997-01-29T00:00:00,1997-01-10T00:00:00,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10403,ERNSH,4,1997-01-03T00:00:00,1997-01-31T00:00:00,1997-01-09T00:00:00,3,73.79,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10404,MAGAA,2,1997-01-03T00:00:00,1997-01-31T00:00:00,1997-01-08T00:00:00,1,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10406,QUEEN,7,1997-01-07T00:00:00,1997-02-18T00:00:00,1997-01-13T00:00:00,1,108.04,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil
10408,FOLIG,8,1997-01-08T00:00:00,1997-02-05T00:00:00,1997-01-14T00:00:00,1,11.26,Folies gourmandes,"184, chausse de Tournai",Lille,,59000,France
10409,OCEAN,3,1997-01-09T00:00:00,1997-02-06T00:00:00,1997-01-14T00:00:00,1,29.83,Ocano Atlntico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina
10411,BOTTM,9,1997-01-10T00:00:00,1997-02-07T00:00:00,1997-01-21T00:00:00,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10413,LAMAI,3,1997-01-14T00:00:00,1997-02-11T00:00:00,1997-01-16T00:00:00,2,95.66,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10414,FAMIA,2,1997-01-14T00:00:00,1997-02-11T00:00:00,1997-01-17T00:00:00,3,21.48,Familia Arquibaldo,"Rua Ors, 92",Sao Paulo,SP,05442-030,Brazil
10416,WARTH,8,1997-01-16T00:00:00,1997-02-13T00:00:00,1997-01-27T00:00:00,3,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10417,SIMOB,4,1997-01-16T00:00:00,1997-02-13T00:00:00,1997-01-28T00:00:00,3,70.29,Simons bistro,Vinbltet 34,Kobenhavn,,1734,Denmark
10418,QUICK,4,1997-01-17T00:00:00,1997-02-14T00:00:00,1997-01-24T00:00:00,1,17.55,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10420,WELLI,3,1997-01-21T00:00:00,1997-02-18T00:00:00,1997-01-27T00:00:00,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10421,QUEDE,8,1997-01-21T00:00:00,1997-03-04T00:00:00,1997-01-27T00:00:00,1,99.23,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10422,FRANS,2,1997-01-22T00:00:00,1997-02-19T00:00:00,1997-01-31T00:00:00,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy
10424,MEREP,7,1997-01-23T00:00:00,1997-02-20T00:00:00,1997-01-27T00:00:00,2,370.61,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada
10428,REGGC,7,1997-01-28T00:00:00,1997-02-25T00:00:00,1997-02-04T00:00:00,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10429,HUNGO,3,1997-01-29T00:00:00,1997-03-12T00:00:00,1997-02-07T00:00:00,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10430,ERNSH,4,1997-01-30T00:00:00,1997-02-13T00:00:00,1997-02-03T00:00:00,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
