year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1985,DSF,D,WAS,NHL,NYI,NHL,3,0,0,11,4,
1923,SCF,,MTL,NHL,CAT,WCHL,2,0,0,9,1,
1987,CF,M,BOS,NHL,NJD,NHL,4,3,0,30,19,
1969,QF,C,STL,NHL,MNS,NHL,4,2,0,20,16,
1996,CQF,A,NJD,NHL,MTL,NHL,4,1,0,22,11,
1943,SF,A,MTL,NHL,TOR,NHL,4,1,0,23,6,
1983,DF,J,NYI,NHL,WAS,NHL,4,1,0,20,13,
1974,QF,G,MTL,NHL,VAN,NHL,4,1,0,20,9,
2003,CSF,L,SJS,NHL,COL,NHL,4,2,0,14,7,
1993,CSF,J,NJD,NHL,BOS,NHL,4,2,0,22,17,
2003,CSF,I,TBL,NHL,MTL,NHL,4,0,0,14,5,
1991,DSF,D,PIT,NHL,WAS,NHL,4,3,0,25,27,
1989,DF,J,WAS,NHL,NYR,NHL,4,1,0,22,15,
1940,SF,A,BOS,NHL,TOR,NHL,4,3,0,15,17,
2007,CQF,D,NYR,NHL,NJD,NHL,4,1,0,19,12,
2001,CQF,C,CAR,NHL,NJD,NHL,4,2,0,9,11,
2008,CQF,F,DET,NHL,CBS,NHL,4,0,0,18,7,
1970,QF,B,NYR,NHL,TOR,NHL,4,2,0,16,15,
1968,SCF,G,MTL,NHL,STL,NHL,4,0,0,12,3,
2008,CSF,K,DET,NHL,AND,NHL,4,3,0,22,17,
1998,CSF,I,TOR,NHL,PIT,NHL,4,2,0,18,14,
1998,CQF,F,COL,NHL,SJS,NHL,4,2,0,19,17,
1979,QF,I,PHI,NHL,NYR,NHL,4,1,0,14,7,
2002,SCF,O,NJD,NHL,ANA,NHL,4,3,0,19,12,
1990,DF,L,EDM,NHL,LAK,NHL,4,2,0,21,20,
1991,DF,I,BOS,NHL,MTL,NHL,4,0,0,14,8,
1978,QF,H,NYR,NHL,PHI,NHL,4,1,0,28,8,
1927,SF,C,MTM,NHL,MTL,NHL,1,0,1,3,2,TG
1994,CQF,F,SJS,NHL,CAL,NHL,4,3,0,26,35,
1993,CSF,I,NYR,NHL,WAS,NHL,4,1,0,20,12,
