year,hofid,name,category
1964,diliofr01h,Francis Dilio,Builder
1997,lemiema01h,Mario Lemieux,Player
1998,murraat01h,Athol Murray,Builder
1989,bauerda01h,David Bauer,Builder
1972,smithho01h,Hooley Smith,Player
1962,gardnji01h,Jim Gardner,Player
1962,stanlba01h,Barney Stanley,Player
1992,johnsbo02h,Bob Johnson,Builder
1964,stewaja01h,Jack Stewart,Player
1965,hornere01h,Red Horner,Player
1945,allanmo01h,Montagu Allan,Builder
1993,knoxse01h,Seymour Knox,Builder
1965,howesy01h,Syd Howe,Player
1970,lebelro01h,Bob LeBel,Builder
1974,vossca01h,Carl Voss,Builder
1961,schmimi01h,Milt Schmidt,Player
1978,plantja01h,Jacques Plante,Player
1958,turnell01h,Lloyd Turner,Builder
1999,morriia01h,Scotty Morrison,Builder
1962,westwha01h,Harry Westwick,Player
1993,grifffr01h,Frank Griffiths,Builder
1961,ellioch01h,Chaucer Elliott,Referee/Linesman
1958,conneal01h,Alec Connell,Player
1994,oneilbr01h,Brian O'Neill,Builder
1981,mahovfr01h,Frank Mahovlich,Player
1949,rossar01h,Art Ross,Player
1969,hextabr01h,Bryan Hextall,Player
1962,smithfr01h,Frank Smith,Builder
1990,poilebu01h,Bud Poile,Builder
2001,patricr01h,Craig Patrick,Builder
1987,laperja01h,Jacques Laperriere,Player
1979,richahe01h,Henri Richard,Player
1963,mclaufr01h,Frederic McLaughlin,Builder
1958,keatsdu01h,Duke Keats,Player
1962,greensh01h,Shorty Green,Player
1947,robincl01h,Claude Robinson,Builder
1978,bickejo01h,John Bickell,Builder
2006,hotchha01h,Harley Hotchkiss,Builder
1961,ionmi01h,Mickey Ion,Referee/Linesman
1961,waghofr01h,Fred Waghorne,Builder
1969,wortero01h,Roy Worters,Player
1962,brownwa02h,Walter Brown,Builder
1959,dennecy01h,Cy Denneny,Player
2008,larioig01h,Igor Larionov,Player
1984,parenbe01h,Bernie Parent,Player
1996,bauerbo01h,Bobby Bauer,Player
1960,kilpajo01h,John Kilpatrick,Builder
1961,appssy01h,Syl Apps,Player
1973,molsoha01h,Hartland Molson,Builder
2001,gartnmi01h,Mike Gartner,Player
1962,maxwest01h,Steamer Maxwell,Player
1958,irvindi01h,Dick Irvin,Player
1987,ziegljo01h,John Ziegler,Builder
2007,messima01h,Mark Messier,Player
1983,mikitst01h,Stan Mikita,Player
2011,nieuwjo01h,Joe Nieuwendyk,Player
2002,neilsro01h,Roger Neilson,Builder
1964,chadwbi01h,Bill Chadwick,Referee/Linesman
1965,russeer01h,Ernie Russell,Player
1985,olmstbe01h,Bert Olmstead,Player
2011,howema01h,Mark Howe,Player
1971,weilaco01h,Cooney Weiland,Player
1969,abelsi01h,Sid Abel,Player
1962,ruttaja01h,Jack Ruttan,Player
1982,ullmano01h,Norm Ullman,Player
1950,drinkgr01h,Graham Drinkwater,Player
1960,adamsch01h,Charles Adams,Builder
1966,blaketo01h,Toe Blake,Player
1950,richage01h,George Richardson,Player
2006,roypa01h,Patrick Roy,Player
1966,lachel01h,Elmer Lach,Player
1962,walshma01h,Marty Walsh,Player
1983,drydeke01h,Ken Dryden,Player
1969,norribr01h,Bruce Norris,Builder
1988,esposto01h,Tony Esposito,Player
1990,flamafe01h,Fern Flaman,Player
1949,bainda01h,Dan Bain,Player
1962,lavioja01h,Jack Laviolette,Player
