year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1961,NHL,BOS,BOS,,,6,,70,15,47,8.0,,38,,,177,306,Boston Bruins,712,,,,,,,
1942,NHL,MTL,MTL,,,4,SF,50,19,19,12.0,,50,,,181,191,Montreal Canadiens,318,,,,,,,
1974,WHA,IND,IND,,EW,4,,78,18,57,3.0,,39,,,216,338,Indianapolis Racers,970,,45,290,14,55,256,4
2009,NHL,CAR,CAR,EC,SE,3,,82,35,37,,10,80,4,5,230,256,Carolina Hurricanes,966,22,56,332,8,62,320,7
2003,NHL,CAR,CAR,EC,SE,3,,82,28,34,14.0,6,76,,,172,209,Carolina Hurricanes,1102,16,41,384,9,66,359,9
1982,NHL,QUE,COL,WA,AD,4,DSF,80,34,34,12.0,,80,,,343,336,Quebec Nordiques,1648,10,61,294,6,92,348,6
2002,NHL,CAL,CAL,WC,NW,5,,82,29,36,13.0,4,75,,,186,228,Calgary Flames,1391,22,47,389,10,65,389,5
1916,PCHA,SEA,SEA,,,1,SC,24,16,8,0.0,,32,,,125,80,Seattle Metropolitans,,,,,,,,
1997,NHL,BUF,BUF,EC,NE,3,CF,82,36,29,17.0,,89,,,211,187,Buffalo Sabres,1768,16,51,396,12,65,413,15
1994,NHL,SJS,SJS,WC,PC,3,CSF,48,19,25,4.0,,42,,,129,161,San Jose Sharks,840,18,24,203,5,39,208,6
1909,NHA,LES,TBS,,,7,,12,2,10,0.0,,4,,,59,100,Les Canadiens,,,,,,,,
1953,NHL,DET,DET,,,1,SC,70,37,19,14.0,,88,,,191,132,Detroit Red Wings,814,,,,,,,
1968,NHL,TOR,TOR,,ED,4,QF,76,35,26,15.0,,85,,,234,217,Toronto Maple Leafs,950,,45,278,5,46,294,11
1919,NHL,TRS,TOR,,,3,,24,12,12,0.0,,24,,,119,106,Toronto St. Patricks,253,,,,,,,
2000,NHL,BOS,BOS,EC,NE,4,,82,36,30,8.0,8,88,,,227,249,Boston Bruins,1325,18,64,390,7,65,377,8
1974,WHA,MFS,MFS,,WW,3,AVSF,78,42,33,3.0,,87,,,308,279,Minnesota Fighting Saints,1233,,53,228,9,47,256,15
1992,NHL,CAL,CAL,CC,SM,2,DSF,84,43,30,11.0,,97,,,322,282,Calgary Flames,1951,12,85,447,9,83,492,15
1974,NHL,CHI,CHI,CC,SM,3,QF,80,37,35,8.0,,82,,,268,241,Chicago Black Hawks,1112,14,71,327,7,62,311,3
1987,NHL,BUF,BUF,WA,AD,3,DSF,80,37,32,11.0,,85,,,283,305,Buffalo Sabres,2277,14,80,464,13,96,439,8
1979,NHL,DET,DET,WA,NO,5,,80,26,43,11.0,,63,,,268,306,Detroit Red Wings,1114,18,61,276,2,64,270,6
1956,NHL,DET,DET,,,1,SF,70,38,20,12.0,,88,,,198,157,Detroit Red Wings,656,,,,,,,
2003,NHL,SJS,SJS,WC,PC,1,CF,82,43,21,12.0,6,104,,,219,183,San Jose Sharks,1091,18,56,337,9,47,319,9
1953,NHL,MTL,MTL,,,2,F,70,35,24,11.0,,81,,,195,141,Montreal Canadiens,1064,,,,,,,
1993,NHL,ANA,ANA,WC,PC,4,,84,33,46,5.0,,71,,,229,251,Mighty Ducks of Anaheim,1507,24,54,376,13,67,388,9
1993,NHL,STL,STL,WC,CE,4,CQF,84,40,33,11.0,,91,,,270,283,St. Louis Blues,1659,20,86,420,14,73,388,17
1915,PCHA,VML,VMR,,,2,,18,9,9,0.0,,18,,,75,69,Vancouver Millionaires,,,,,,,,
1961,NHL,DET,DET,,,5,,70,23,33,14.0,,60,,,184,219,Detroit Red Wings,712,,,,,,,
1999,NHL,PHI,PHI,EC,AT,1,CF,82,45,22,12.0,3,105,,,237,179,Philadelphia Flyers,1233,8,69,340,7,42,316,7
1996,NHL,HAR,CAR,EC,NE,5,,82,32,39,11.0,,75,,,226,256,Hartford Whalers,1513,18,58,321,11,51,332,12
1944,NHL,BOS,BOS,,,4,SF,50,16,30,4.0,,36,,,179,219,Boston Bruins,295,,,,,,,
1980,NHL,LAK,LAK,WA,NO,2,PRE,80,43,24,13.0,,99,,,337,290,Los Angeles Kings,1627,32,90,366,7,81,356,12
1997,NHL,PHI,PHI,EC,AT,2,CQF,82,42,29,11.0,,95,,,242,193,Philadelphia Flyers,1766,18,71,399,9,51,382,7
1931,NHL,MTL,MTL,,CA,1,SF,48,25,16,7.0,,57,,,128,111,Montreal Canadiens,448,,,,,,,
1919,NHL,MTL,MTL,,,2,,24,13,11,0.0,,26,,,129,113,Montreal Canadiens,297,,,,,,,
1999,NHL,ANA,ANA,WC,PC,5,,82,34,33,12.0,3,83,,,217,227,Mighty Ducks of Anaheim,926,8,55,332,8,62,296,4
1985,NHL,WAS,WAS,WA,PT,2,DF,80,50,23,7.0,,107,,,315,272,Washington Capitals,1418,12,82,360,6,67,348,13
1913,NHA,MOW,MTW,,,5,,20,7,13,0.0,,14,,,102,125,Montreal Wanderers,,,,,,,,
1998,NHL,OTT,OTT,EC,NE,1,CQF,82,44,23,15.0,,103,,,239,179,Ottawa Senators,892,12,59,397,13,44,317,6
1980,NHL,TOR,TOR,WA,AD,5,PRE,80,28,37,15.0,,71,,,322,367,Toronto Maple Leafs,1830,38,85,339,4,93,408,9
2010,NHL,DET,DET,WC,CE,1,CSF,82,47,25,,10,104,4,4,261,241,Detroit Red Wings,754,6,67,301,7,53,300,5
1980,NHL,DET,DET,WA,NO,5,,80,19,43,18.0,,56,,,252,339,Detroit Red Wings,1687,24,60,316,12,82,317,7
2003,NHL,STL,STL,WC,CE,2,CQF,82,39,30,11.0,2,91,,,191,198,St. Louis Blues,1274,28,61,341,11,57,369,7
1925,NHL,BOS,BOS,,,4,,36,17,15,4.0,,38,,,92,85,Boston Bruins,292,,,,,,,
1950,NHL,MTL,MTL,,,3,F,70,25,30,15.0,,65,,,173,184,Montreal Canadiens,835,,,,,,,
1978,WHA,QUN,COL,,,2,AVSF,80,41,34,5.0,,87,,,288,271,Quebec Nordiques,1399,30,67,272,9,63,329,6
1932,NHL,OTS,STE,,CA,5,,48,11,27,10.0,,32,,,88,131,Ottawa Senators,398,,,,,,,
1927,NHL,OTS,STE,,CA,3,QF,44,20,14,10.0,,50,,,78,57,Ottawa Senators,483,,,,,,,
1922,NHL,TRS,TOR,,,3,,24,13,10,1.0,,27,,,82,88,Toronto St. Patricks,241,,,,,,,
1922,NHL,HAM,BKN,,,4,,24,6,18,0.0,,12,,,81,110,Hamilton Tigers,188,,,,,,,
1982,NHL,BUF,BUF,WA,AD,3,DF,80,38,29,13.0,,89,,,318,285,Buffalo Sabres,1031,34,67,311,9,48,274,12
2010,NHL,PHI,PHI,EC,AT,1,CSF,82,47,23,,12,106,3,7,259,223,Philadelphia Flyers,1119,8,49,295,5,54,313,13
2006,NHL,VAN,VAN,WC,NW,1,CSF,82,49,26,,7,105,5,4,222,201,Vancouver Canucks,1206,16,70,407,8,57,436,5
1977,WHA,QUN,COL,,,4,AVSF,80,40,37,3.0,,83,,,349,347,Quebec Nordiques,1185,14,79,277,10,60,269,11
1962,NHL,NYR,NYR,,,5,,70,22,36,12.0,,56,,,211,233,New York Rangers,657,,,,,,,
1986,NHL,NYI,NYI,WA,PT,3,DF,80,35,33,12.0,,82,,,279,281,New York Islanders,1857,26,84,337,9,83,381,8
1998,NHL,CAR,CAR,EC,SE,1,CQF,82,34,30,18.0,,86,,,210,202,Carolina Hurricanes,1158,10,42,382,6,51,346,5
1984,NHL,MTL,MTL,WA,AD,1,DF,80,41,27,12.0,,94,,,309,262,Montreal Canadiens,1464,2,77,325,8,57,279,12
1998,NHL,NAS,NAS,WC,CE,4,,82,28,47,7.0,,63,,,190,261,Nashville Predators,1420,14,40,324,10,75,357,7
1966,NHL,DET,DET,,,5,,70,27,39,4.0,,58,,,212,241,Detroit Red Wings,719,,46,230,7,46,246,6
2003,NHL,OTT,OTT,EC,NE,3,CQF,82,43,23,10.0,6,102,,,262,189,Ottawa Senators,1270,20,80,370,8,57,347,6
1989,NHL,STL,STL,CC,NO,2,DF,80,37,34,9.0,,83,,,295,279,St. Louis Blues,1809,12,79,351,12,67,351,9
1972,WHA,OTN,BIR,,EW,4,AVQF,78,35,39,4.0,,74,,,279,301,Ottawa Nationals,1067,12,59,321,7,51,278,6
2007,NHL,NAS,NAS,WC,CE,2,CQF,82,41,32,,9,91,3,5,230,229,Nashville Predators,1027,12,53,358,10,49,335,7
1919,PCHA,VML,VMR,,,2,PF,22,11,11,0.0,,22,,,75,65,Vancouver Millionaires,,,,,,,,
