coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
nolante01c,2007,NYI,NHL,3,,71,28,34,9,,,,
skinnji01c,1957,DET,NHL,1,,37,13,17,7,,,,
stewabi02c,1937,CHI,NHL,1,,48,14,25,9,10,7,3,0
rossar01c,1924,BOS,NHL,1,,30,6,24,0,,,,
kaspest01c,1996,BOS,NHL,1,,82,26,47,9,,,,
adamsja01c,1934,DET,NHL,1,,48,19,22,7,,,,
patricr01c,1989,PIT,NHL,2,,54,22,26,6,,,,
rossar01c,1937,BOS,NHL,1,,48,30,11,7,3,0,3,0
blaketo01c,1957,MTL,NHL,1,,70,43,17,10,10,8,2,0
wilsoro02c,1994,ANA,NHL,1,,48,16,27,5,,,,
howelha01c,1973,NYJ,WHA,2,,58,26,30,2,,,,
blaketo01c,1963,MTL,NHL,1,,70,36,21,13,7,3,4,0
carpedo01c,1984,NJD,NHL,1,,80,22,48,10,,,,
clousco01c,2010,OTT,NHL,1,,82,32,40,10,,,,
gorinbu01c,1985,BOS,NHL,1,,80,37,31,12,3,0,3,0
robinla01c,2005,NJD,NHL,1,,32,14,13,5,,,,
boudrbr01c,2011,AND,NHL,2,,58,27,23,8,,,,
patrily01c,1975,STL,NHL,2,,8,3,5,0,,,,
murrabr01c,2006,OTT,NHL,1,,82,48,25,9,20,13,7,0
keenami01c,1984,PHI,NHL,1,,80,53,20,7,19,12,7,0
hitchke01c,1998,DAL,NHL,1,,82,51,19,12,23,16,7,0
deboepe01c,2010,FLO,NHL,1,,82,30,40,12,,,,
johnsbo02c,1986,CAL,NHL,1,,80,46,31,3,6,2,4,0
legergi01c,1976,BIR,WHA,1,,24,7,16,1,,,,
gainebo01c,2005,MTL,NHL,2,,41,23,15,3,6,2,4,0
wilkiia01c,1972,NRA,WHA,2,interim,1,1,0,0,,,,
dandule01c,1934,MTL,NHL,2,,32,14,15,3,2,0,2,0
pulfobo01c,1986,CHI,NHL,1,,80,29,37,14,4,0,4,0
mckenke01c,1923,EDE,WCHL,1,,30,11,15,4,,,,
muckljo01c,1968,MNS,NHL,2,,35,6,23,6,,,,
gilbegr01c,2000,CAL,NHL,2,,14,4,8,2,,,,
guidobe01c,1975,KCS,NHL,1,,45,11,30,4,,,,
gallage01c,2005,CBS,NHL,1,,82,35,43,4,,,,
mckenjo01c,1973,VAB,WHA,1,,7,3,4,0,,,,
hartlbo01c,1998,COL,NHL,1,,82,44,28,10,19,11,8,0
sonmogl01c,1972,MFS,WHA,1,,59,28,28,3,,,,
quennjo01c,2000,STL,NHL,1,,82,43,27,12,15,9,6,0
lapoiro01c,1988,QUE,NHL,1,,33,11,20,2,,,,
bowmasc01c,1986,BUF,NHL,1,,12,3,7,2,,,,
irvindi01c,1948,MTL,NHL,1,,60,28,23,9,7,3,4,0
esposph01c,1986,NYR,NHL,3,,43,24,19,0,6,2,4,0
greenpe01c,1924,OTS,NHL,1,,30,17,12,1,,,,
martija02c,2006,FLO,NHL,1,,82,35,31,16,,,,
adamsja01c,1945,DET,NHL,1,,50,20,20,10,5,1,4,0
sonmogl01c,1980,MNS,NHL,1,,80,35,28,17,19,12,7,0
suttebr01c,1999,CAL,NHL,1,,82,31,41,10,,,,
arboual01c,1990,NYI,NHL,1,,80,25,45,10,,,,
bylsmda01c,2009,PIT,NHL,1,,82,47,28,7,13,7,6,0
loweke01c,1999,EDM,NHL,1,,82,32,34,16,5,1,4,0
wilsoro02c,2005,SJS,NHL,1,,82,44,27,11,11,6,5,0
gardnji01c,1924,HAM,NHL,1,,30,19,10,1,,,,
nealeha01c,1978,VAN,NHL,1,,80,25,42,13,3,1,2,0
sathegl01c,1988,EDM,NHL,1,,80,38,34,8,7,3,4,0
yawnetr01c,2006,CHI,NHL,1,,21,7,12,2,,,,
reaybi01c,1971,CHI,NHL,1,,78,46,17,15,8,4,4,0
macledo02c,2003,CBS,NHL,1,,37,9,24,4,,,,
patrile01c,1934,NYR,NHL,1,,48,22,20,6,4,2,1,1
adamsja01c,1939,DET,NHL,1,,48,16,26,6,5,2,3,0
kellyre01c,1969,PIT,NHL,1,,76,26,38,12,10,6,4,0
guidobe01c,1976,EDO,WHA,1,,63,25,36,2,,,,
crawfma01c,1994,QUE,NHL,1,,48,30,13,5,6,2,4,0
smythco01c,1930,TOR,NHL,1,,2,1,0,1,,,,
sonmogl01c,1978,MNS,NHL,2,,69,25,34,10,,,,
frasecu01c,1999,ATL,NHL,1,,82,14,61,7,,,,
pilouru01c,1974,WIJ,WHA,3,,28,16,9,3,,,,
mauripa01c,2011,CAR,NHL,1,,25,8,13,4,,,,
evansja01c,1986,HAR,NHL,1,,80,43,30,7,6,2,4,0
sullire01c,1964,NYR,NHL,1,,70,20,38,12,,,,
colvine01c,1951,NYR,NHL,1,,23,6,12,5,,,,
kellyre01c,1970,PIT,NHL,1,,78,21,37,20,,,,
oreilte01c,1987,BOS,NHL,1,,80,44,30,6,23,12,10,1
brookhe01c,1983,NYR,NHL,1,,80,42,29,9,5,2,3,0
quennjo01c,1999,STL,NHL,1,,82,51,20,11,7,3,4,0
muckljo01c,1994,BUF,NHL,1,,48,22,19,7,5,1,4,0
macdopa01c,1973,MNS,NHL,2,,61,20,30,11,,,,
rossar01c,1929,BOS,NHL,1,,44,38,5,1,6,3,3,0
macneal01c,1970,MTL,NHL,2,,55,31,15,9,20,12,8,0
