playerid,year,stint,tmid,s,g,gdg
connoti01,2007,1,BUF,3,0,0
parisza01,2005,1,NJD,3,1,1
ashamar01,2005,1,NYI,1,0,0
malonry01,2010,1,TBL,3,2,2
brouwtr01,2011,1,WAS,0,1,0
sedinda01,2007,1,VAN,5,1,1
staffdr01,2008,1,BUF,11,4,0
sharppa01,2010,1,CHI,7,1,0
okposky01,2010,1,NYI,2,1,1
frolimi01,2008,1,FLO,6,0,0
muellpe01,2008,1,PHO,6,3,0
comeabl01,2010,1,NYI,1,0,0
broditj01,2011,1,CAL,0,2,0
perrier01,2006,1,TBL,4,0,0
morribr01,2010,1,CAL,2,0,0
reinpst01,2010,1,FLO,1,0,0
stewach02,2011,1,STL,0,1,0
satanmi01,2008,1,PIT,4,0,0
wellmca01,2009,1,MIN,1,0,0
thorepa01,2006,1,EDM,1,0,0
hagmani01,2006,1,DAL,1,0,0
lapiema01,2009,1,MTL,3,1,1
macarcl01,2010,1,TOR,1,0,0
heatlda01,2008,1,OTT,3,0,0
gelinma01,2005,1,FLO,1,0,0
hendrma01,2010,1,WAS,4,2,0
matthsh01,2009,1,FLO,1,0,0
coglian01,2007,1,EDM,1,0,0
tkachke01,2006,1,STL,5,1,0
letesma01,2010,1,PIT,4,1,1
stillco01,2010,1,FLO,2,0,0
lombama01,2006,1,CAL,2,0,0
osullpa01,2007,1,LAK,5,4,3
laperia01,2007,1,COL,1,0,0
satanmi01,2009,1,BOS,4,2,1
berglpa01,2011,1,STL,0,4,0
osullpa01,2006,1,LAK,2,0,0
shattke01,2011,1,STL,1,5,1
foligni01,2011,1,OTT,0,1,0
ohlunma01,2009,1,TBL,1,0,0
nilssro01,2007,1,EDM,7,4,1
stemple01,2007,1,STL,2,0,0
niedero01,2006,1,AND,2,0,0
jonesry01,2010,1,EDM,2,0,0
adamske01,2006,1,PHO,1,0,0
perryco01,2010,1,AND,6,1,1
fehrer01,2006,1,WAS,1,0,0
streima01,2007,1,MTL,2,0,0
datsypa01,2007,1,DET,10,4,1
purcete01,2009,2,TBL,2,1,1
tenkrpe01,2006,1,BOS,3,2,1
malkiev01,2011,1,PIT,8,11,3
browndu01,2010,1,LAK,7,2,1
browndu01,2011,1,LAK,3,11,2
molleos01,2009,1,LAK,1,0,0
ritchby01,2007,1,VAN,1,0,0
clowery01,2009,1,SJS,9,3,2
nilssro01,2008,1,EDM,5,2,1
richami02,2005,1,PHI,7,3,1
littlbr01,2007,1,ATL,1,1,0
brouwtr01,2010,1,CHI,1,0,0
whiteto02,2008,1,ATL,2,1,1
prospva01,2011,1,CBS,0,1,0
boothda01,2011,2,VAN,1,2,0
coleer01,2005,1,CAR,3,1,1
coleer01,2006,1,CAR,2,0,0
williju01,2008,2,LAK,1,1,1
iginlja01,2009,1,CAL,4,0,0
eratma01,2011,1,NAS,1,6,1
mcleoco01,2007,1,COL,1,1,1
bertuto01,2005,1,VAN,5,2,1
staplti01,2010,1,ATL,1,1,1
lilesjo01,2009,1,COL,1,0,0
johanry01,2011,1,CBS,0,2,0
langeja01,2005,1,NJD,3,0,0
browndu01,2009,1,LAK,11,2,1
willija01,2006,2,CHI,4,2,0
osullpa01,2008,1,LAK,9,3,1
kovalil01,2009,2,NJD,1,0,0
fishemi01,2007,1,OTT,2,1,0
bouchpi02,2010,1,MIN,6,4,1
getzlry01,2005,1,ANA,2,0,0
letankr01,2011,1,PIT,2,9,1
metrogl01,2007,1,BOS,1,0,0
datsypa01,2010,1,DET,4,2,2
kovalil01,2008,1,ATL,5,1,0
nedvepe01,2005,2,PHI,3,1,1
langeja01,2010,2,DAL,1,0,0
steenal01,2006,1,TOR,2,1,0
setogde01,2011,1,MIN,5,9,4
spaceja01,2005,1,CHI,1,1,0
kenneti01,2009,1,BUF,1,0,0
tuckeda01,2008,1,COL,1,1,1
samsose01,2010,2,FLO,2,0,0
pennedu01,2007,1,EDM,1,0,0
okposky01,2007,1,NYI,2,1,0
filppva01,2009,1,DET,4,1,0
torrera01,2009,1,CBS,1,0,0
pecami01,2007,1,CBS,4,1,0
littlbr01,2010,1,ATL,10,3,0
batessh01,2005,1,NYI,3,2,0
kadrina01,2010,1,TOR,4,2,1
boyesbr01,2009,1,STL,12,7,3
malkiev01,2008,1,PIT,7,2,1
kadrina01,2011,1,TOR,1,3,1
meyerfr01,2006,1,PHI,1,0,0
plekato01,2009,1,MTL,6,1,1
hallta02,2011,1,EDM,1,4,1
thornjo01,2005,2,SJS,3,0,0
williju01,2006,1,CAR,4,0,0
wheelbl01,2009,1,BOS,13,2,0
brouwtr01,2009,1,CHI,5,1,1
purcete01,2010,1,TBL,4,0,0
brylise01,2007,1,NJD,1,0,0
brierda01,2009,1,PHI,6,2,1
