year,lgid,tmid,oppid,w,l,t,otl
2009,NHL,PHO,NYR,1,1,,0
1985,NHL,CHI,MTL,0,2,1.0,
1993,NHL,TOR,CAL,1,3,0.0,
1999,NHL,DET,FLO,0,0,1.0,0
1980,NHL,DET,HAR,0,2,2.0,
1997,NHL,OTT,SJS,1,0,1.0,
2007,NHL,MIN,COL,5,2,,1
2008,NHL,DET,AND,3,0,,1
1995,NHL,BOS,STL,2,0,0.0,
2011,NHL,TBL,MTL,2,2,,0
1996,NHL,NYR,PIT,4,0,0.0,
1981,NHL,WAS,STL,2,1,0.0,
1982,NHL,STL,DET,5,1,2.0,
1962,NHL,MTL,DET,9,3,2.0,
1985,NHL,HAR,PIT,2,1,0.0,
2010,NHL,DAL,CBS,2,1,,1
1992,NHL,PHI,BUF,1,1,1.0,
1981,NHL,BUF,HAR,4,1,3.0,
2007,NHL,LAK,CBS,1,3,,0
1973,NHL,NYR,ATF,2,1,2.0,
2000,NHL,COL,STL,2,0,1.0,1
1978,NHL,MNS,NYR,2,1,1.0,
2009,NHL,CAL,FLO,1,0,,0
1999,NHL,PHI,CAR,2,2,0.0,0
2011,NHL,WAS,CHI,0,1,,0
2003,NHL,COL,SJS,2,1,1.0,0
2003,NHL,EDM,CAL,1,4,1.0,0
1995,NHL,MTL,VAN,1,0,1.0,
2008,NHL,NJD,SJS,1,0,,0
2003,NHL,PHO,DET,1,1,2.0,0
1977,NHL,STL,PIT,1,2,1.0,
2008,NHL,CAL,NAS,4,0,,0
2002,NHL,DAL,TBL,0,1,0.0,0
1993,NHL,FLO,TBL,3,0,2.0,
1976,WHA,BIR,SDM,1,5,0.0,
2009,NHL,PIT,VAN,0,1,,0
2002,NHL,EDM,MTL,1,1,0.0,0
1985,NHL,BOS,PIT,2,1,0.0,
1988,NHL,MTL,NYI,1,2,0.0,
1997,NHL,EDM,DAL,1,3,0.0,
1933,NHL,NYA,TOR,0,3,3.0,
1996,NHL,NYI,WAS,4,1,0.0,
1984,NHL,CAL,CHI,1,2,0.0,
2005,NHL,PHO,COL,0,4,,0
1954,NHL,CHI,NYR,5,4,5.0,
2007,NHL,TOR,PHO,0,1,,0
2005,NHL,NJD,BOS,4,0,,0
1976,NHL,DET,BOS,1,4,0.0,
2009,NHL,CHI,COL,3,0,,1
1970,NHL,VAN,MTL,0,4,2.0,
1995,NHL,ANA,NYI,1,1,0.0,
1975,NHL,DET,TOR,1,2,2.0,
1990,NHL,NJD,PHI,4,1,2.0,
1984,NHL,MTL,WIN,2,1,0.0,
2007,NHL,PHO,NJD,1,0,,0
1927,NHL,BOS,MTM,2,2,0.0,
1973,NHL,PHI,BOS,1,3,1.0,
2005,NHL,LAK,MIN,3,1,,0
1989,NHL,WAS,LAK,0,3,0.0,
1979,NHL,VAN,COR,2,1,1.0,
1999,NHL,MTL,DET,1,0,0.0,1
1993,NHL,DAL,PIT,2,0,0.0,
1971,NHL,TOR,BUF,5,1,0.0,
1989,NHL,WIN,PIT,0,2,1.0,
2007,NHL,DAL,PIT,0,1,,0
2007,NHL,PHO,DET,0,4,,0
2011,NHL,DET,TBL,1,0,,0
1943,NHL,DET,CHI,5,5,0.0,
2002,NHL,MTL,STL,0,1,0.0,0
1992,NHL,MTL,QUE,3,4,0.0,
1928,NHL,BOS,MTL,1,2,1.0,
1936,NHL,TOR,NYR,1,5,0.0,
1909,NHA,REN,MOS,1,0,1.0,
2003,NHL,CHI,TOR,1,0,0.0,0
1996,NHL,TOR,PIT,0,2,0.0,
1992,NHL,MTL,HAR,5,2,0.0,
2010,NHL,SJS,CHI,3,1,,0
1987,NHL,PIT,LAK,1,0,2.0,
1990,NHL,HAR,MTL,4,4,0.0,
1970,NHL,PIT,DET,3,1,2.0,
1986,NHL,NYR,MNS,1,1,1.0,
2000,NHL,CHI,NYR,0,2,0.0,0
1996,NHL,PHO,LAK,2,2,0.0,
1983,NHL,CHI,EDM,1,2,0.0,
1995,NHL,TOR,MTL,0,2,0.0,
1986,NHL,WAS,TOR,2,1,0.0,
