year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
2010,NHL,CAR,22,14,,5,18,17,,6,,,,,5,5,,0,5,6,,3,7,4,,1,8,4,,2,4,6,,3,8,5,,1,3,1,,1
1935,NHL,DET,14,5,5.0,,10,11,3.0,,,,,,,,,,1,2,4,,6,3,2,,6,4,0.0,,7,2,1.0,,4,5,1,,,,,
1982,NHL,NYR,24,13,3.0,,11,22,7.0,,,,,,6,7,0,,6,4,1,,6,5,2,,5,7,3.0,,5,4,2.0,,7,7,1,,0,1,1,
1913,PCHA,VA1,6,3,0.0,,4,3,0.0,,,,,,,,,,,,,,2,2,0,,4,3,0.0,,4,1,0.0,,,,,,,,,
1974,NHL,TOR,19,12,9.0,,12,21,7.0,,,,,,3,3,3,,3,9,1,,5,6,2,,7,7,1.0,,5,4,4.0,,8,2,4,,0,2,1,
1983,NHL,QUE,24,11,5.0,,18,17,5.0,,,,,,7,5,1,,6,6,2,,7,5,0,,8,2,3.0,,7,5,1.0,,7,5,3,,,,,
1988,NHL,NYI,19,18,3.0,,9,29,2.0,,,,,,4,5,1,,3,10,1,,3,9,0,,6,7,1.0,,5,7,1.0,,6,8,1,,1,1,0,
1979,NHL,MNS,25,8,7.0,,11,20,9.0,,,,,,6,2,1,,4,4,5,,8,3,1,,4,7,3.0,,7,4,2.0,,7,6,2,,0,2,2,
1998,NHL,NYR,17,19,5.0,,16,19,6.0,,,,,,3,4,3,,3,5,4,,7,6,0,,6,7,0.0,,6,6,0.0,,6,5,3,,2,5,1,
1997,NHL,NJD,29,10,2.0,,19,13,9.0,,,,,,7,4,0,,10,4,0,,8,3,2,,6,5,4.0,,6,0,0.0,,8,3,3,,3,4,2,
1984,NHL,CHI,22,16,2.0,,16,19,5.0,,,,,,5,4,1,,6,7,1,,6,6,1,,5,9,0.0,,8,4,1.0,,6,5,2,,2,0,1,
1915,NHA,TBS,8,4,0.0,,1,10,1.0,,,,,,,,,,,,,,0,3,0,,3,6,0.0,,3,3,1.0,,3,2,0,,,,,
1973,WHA,QUN,25,10,4.0,,13,26,0.0,,,,,,8,4,0,,4,8,2,,5,6,1,,7,5,0.0,,9,5,0.0,,5,8,1,,,,,
1974,WHA,QUN,27,12,0.0,,19,20,0.0,,,,,,4,1,0,,8,6,0,,7,8,0,,11,2,0.0,,9,4,0.0,,4,10,0,,3,1,0,
1951,NHL,BOS,15,12,8.0,,10,17,8.0,,,,,,3,3,1,,2,4,7,,5,7,1,,5,7,2.0,,3,6,2.0,,7,2,3,,,,,
1986,NHL,CHI,18,13,9.0,,11,24,5.0,,,,,,2,7,2,,4,7,3,,8,5,1,,4,7,2.0,,6,3,2.0,,4,7,3,,1,1,1,
1987,NHL,LAK,19,18,3.0,,11,24,5.0,,,,,,3,7,1,,4,6,3,,4,11,0,,7,7,1.0,,7,6,0.0,,4,5,2,,1,0,1,
2002,NHL,VAN,22,13,6.0,0,23,10,7.0,1,,,,,3,4,4,0,12,1,0,0,7,6,1,0,7,5,2.0,0,9,1,2.0,0,7,5,3,1,0,1,1,0
2003,NHL,CAR,13,18,8.0,2,15,16,6.0,4,,,,,2,3,4,0,5,7,3,0,5,5,1,2,5,9,2.0,0,3,3,3.0,2,8,6,0,2,0,1,1,0
1919,NHL,QUB,4,8,0.0,,0,12,0.0,,,,,,,,,,,,,,0,2,0,,2,8,0.0,,1,7,0.0,,1,3,0,,,,,
1958,NHL,TOR,17,13,5.0,,10,19,6.0,,,,,,2,6,0,,4,7,3,,4,4,5,,6,6,1.0,,4,6,1.0,,7,3,1,,,,,
2009,NHL,EDM,18,19,,4,9,28,,4,,,,,7,6,,1,3,7,,3,6,8,,0,0,10,,2,3,5,,0,5,9,,1,3,2,,1
2001,NHL,EDM,23,14,4.0,0,15,14,8.0,4,,,,,9,4,1,0,7,3,2,1,5,6,3,1,4,7,3.0,0,1,4,1.0,0,9,2,2,1,3,2,0,1
1951,NHL,NYR,16,13,6.0,,7,21,7.0,,,,,,2,4,1,,4,5,4,,5,8,1,,4,5,4.0,,5,4,3.0,,3,8,0,,,,,
2001,NHL,ATL,11,21,9.0,0,8,26,2.0,5,,,,,3,4,1,2,2,11,1,0,3,8,3,1,5,8,1.0,1,2,3,1.0,0,4,10,1,0,0,3,3,1
1985,NHL,STL,23,11,6.0,,14,23,3.0,,,,,,3,4,1,,7,5,2,,6,5,1,,5,6,3.0,,7,5,1.0,,8,8,0,,1,1,1,
1996,NHL,FLO,21,12,8.0,,14,16,11.0,,,,,,8,0,4,,7,3,2,,5,6,3,,6,5,1.0,,3,5,5.0,,4,7,3,,2,2,1,
1975,NHL,ATF,19,14,7.0,,16,19,5.0,,,,,,4,5,1,,6,7,1,,9,4,2,,5,6,3.0,,3,7,2.0,,6,4,2,,2,0,1,
1974,NHL,NYI,22,6,12.0,,11,19,10.0,,,,,,6,1,2,,3,7,5,,5,6,2,,6,3,3.0,,6,4,3.0,,6,3,6,,1,1,1,
1928,NHL,BOS,15,6,1.0,,11,7,4.0,,,,,,,,,,2,2,2,,3,5,0,,11,0,2.0,,5,4,1.0,,5,2,0,,,,,
2001,NHL,ANA,15,19,5.0,2,14,23,3.0,1,,,,,4,7,1,0,3,9,2,0,6,5,2,3,6,8,1.0,0,2,3,0.0,0,6,7,1,0,2,3,1,0
1986,NHL,WAS,22,15,3.0,,16,17,7.0,,,,,,5,5,1,,2,8,4,,5,6,1,,9,5,2.0,,6,4,0.0,,8,4,2,,3,0,0,
1909,NHA,HAI,3,3,0.0,,1,5,0.0,,,,,,,,,,,,,,,,,,1,3,0.0,,2,5,0.0,,1,0,0,,,,,
1942,NHL,NYR,7,13,5.0,,4,18,3.0,,,,,,0,1,0,,4,6,1,,3,6,1,,0,9,3.0,,2,6,2.0,,2,3,1,,,,,
2005,NHL,CHI,16,19,,6,10,24,,7,,,,,3,8,,0,7,6,,0,3,6,,4,4,8,,2,1,3,,2,5,7,,3,3,5,,2
1917,PCHA,SEA,8,1,0.0,,3,6,0.0,,,,,,,,,,,,,,,,,,5,3,0.0,,4,3,0.0,,2,1,0,,,,,
2005,NHL,PHI,22,13,,6,23,13,,5,,,,,6,3,,1,9,3,,2,9,2,,3,7,5,,2,2,3,,1,7,6,,1,5,4,,1
1998,NHL,NYI,11,23,7.0,,13,25,3.0,,,,,,5,5,0,,5,8,0,,3,9,2,,2,8,2.0,,4,5,3.0,,2,10,2,,3,3,1,
1985,NHL,PHI,33,6,1.0,,20,17,3.0,,,,,,7,2,0,,12,2,0,,9,6,0,,7,5,1.0,,6,3,3.0,,8,5,0,,4,0,0,
1989,NHL,WIN,22,13,5.0,,15,19,6.0,,,,,,5,6,0,,7,6,1,,5,3,4,,6,7,2.0,,7,5,1.0,,7,4,3,,0,1,0,
2007,NHL,EDM,23,17,,1,18,18,,5,,,,,5,8,,0,6,6,,1,5,6,,3,7,5,,1,7,5,,0,10,4,,1,1,1,,0
1922,NHL,HAM,4,8,0.0,,2,10,0.0,,,,,,,,,,,,,,2,3,0,,3,6,0.0,,1,7,0.0,,0,2,0,,,,,
1973,WHA,NEW,26,11,2.0,,17,20,2.0,,,,,,7,3,1,,7,6,0,,8,5,0,,6,6,1.0,,6,6,1.0,,9,4,1,,0,1,0,
1968,NHL,CHI,20,14,4.0,,14,19,5.0,,,,,,6,2,0,,5,7,1,,8,4,1,,6,6,2.0,,4,9,2.0,,5,5,3,,,,,
2001,NHL,BOS,23,11,2.0,5,20,13,4.0,4,,,,,5,3,3,2,8,4,0,0,8,4,0,2,8,4,0.0,3,3,2,2.0,0,9,5,0,0,2,2,1,2
1928,NHL,MTM,11,8,3.0,,4,12,6.0,,,,,,,,,,3,3,1,,5,4,1,,3,4,5.0,,4,5,2.0,,0,4,0,,,,,
1974,NHL,PHI,32,6,2.0,,19,12,9.0,,,,,,6,3,1,,8,3,2,,10,1,2,,7,3,2.0,,5,7,2.0,,13,1,1,,2,0,1,
1974,NHL,MTL,27,8,5.0,,20,6,14.0,,,,,,4,3,4,,8,3,3,,8,0,4,,8,3,2.0,,8,1,3.0,,8,4,3,,3,0,0,
