playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
cookll01,1914,VML,PCHA,D,3,3,0,3,9
trappbo01,1922,EDE,WCHL,D,2,0,0,0,2
rickero01,1919,SEA,PCHA,D,5,2,0,2,9
dinsmch01,1925,MTM,NHL,F,4,0,0,0,2
lalonne01,1918,MTL,NHL,C,5,6,0,6,3
meekiha01,1924,VIC,WCHL,L,4,0,1,1,2
harrism01,1922,VAM,PCHA,L,4,1,0,1,8
noblere01,1925,MTM,NHL,D,4,0,0,0,4
vezinge01,1915,MOC,NHA,G,5,0,0,0,0
stanlba01,1914,VML,PCHA,R,3,6,0,6,0
ronansk01,1915,MOC,NHA,R,4,1,0,1,6
fredrfr01,1924,VIC,WCHL,C,4,3,3,6,6
mackami01,1921,VML,PCHA,L,5,1,0,1,6
cleghsp01,1919,OTS,NHL,D,5,0,1,1,4
mcnamge02,1913,TBS,NHA,D,3,2,0,2,4
morenho01,1924,MTL,NHL,C,4,4,1,5,4
harrism01,1920,VML,PCHA,L,5,2,1,3,6
walkeja01,1925,VIC,WCHL,C,4,0,0,0,0
walkeja01,1916,SEA,PCHA,C,4,1,2,3,0
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
morrijo01,1922,EDE,WCHL,R,2,1,0,1,0
loughcl01,1924,VIC,WCHL,D,4,1,0,1,4
mackami01,1917,VML,PCHA,C,5,5,5,10,12
camerha01,1921,TRS,NHL,D,4,0,2,2,11
berlilo01,1918,MTL,NHL,L,5,1,1,2,0
corbebe01,1918,MTL,NHL,D,5,0,1,1,3
parkeer01,1922,VAM,PCHA,R,4,0,2,2,2
lehmahu01,1922,VAM,PCHA,G,4,0,0,0,0
arbouty01,1922,EDE,WCHL,L,2,0,0,0,0
meekiha01,1917,TOA,NHL,L,5,1,2,3,0
holwaal01,1925,MTM,NHL,D,2,0,0,0,0
patrile01,1913,VA1,PCHA,D,3,2,0,2,5
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
prodggo01,1912,VA1,PCHA,R,2,1,0,1,2
fredrfr01,1925,VIC,WCHL,C,4,1,1,2,10
bouchge01,1920,OTS,NHL,D,5,2,0,2,9
darraja01,1920,OTS,NHL,R/L,5,5,0,5,12
gengebo01,1912,VA1,PCHA,C,3,3,0,3,14
mattejo01,1923,VAM,PCHA,D,2,1,0,1,2
bensobo01,1923,CAT,WCHL,D,2,0,0,0,0
siebeba01,1925,MTM,NHL,L,4,1,2,3,4
moynesp01,1917,VML,PCHA,R,4,0,0,0,9
mackeja01,1920,OTS,NHL,F,4,0,0,0,0
winklha01,1922,EDE,WCHL,G,2,0,0,0,0
taylocy01,1917,VML,PCHA,L,5,9,0,9,15
duncaar01,1923,VAM,PCHA,D,2,0,0,0,6
camerha01,1917,TOA,NHL,D,5,3,1,4,0
mackami01,1923,VAM,PCHA,L,2,0,0,0,0
ulricja01,1913,VA1,PCHA,R,3,0,0,0,3
carpeed01,1916,SEA,PCHA,D,4,0,0,0,3
coutubi01,1916,MOC,NHA,D,4,0,0,0,36
rowebo01,1919,SEA,PCHA,D,5,2,1,3,13
nighbfr01,1922,OTS,NHL,C,6,1,1,2,10
oatmaed01,1921,VML,PCHA,R,5,1,1,2,14
mcdonja01,1918,MTL,NHL,C,5,1,1,2,3
morribe01,1916,SEA,PCHA,R,4,14,2,16,0
reidch01,1923,CAT,WCHL,G,2,0,0,0,0
adamsja01,1921,VML,PCHA,C,5,6,1,7,18
denneco01,1917,TOA,NHL,L/C,5,3,1,4,0
dundeto01,1912,VA1,PCHA,C,3,3,0,3,8
rickero01,1918,SEA,PCHA,D,5,1,2,3,0
holmeha01,1925,VIC,WCHL,G,4,0,0,0,0
lavioja01,1916,MOC,NHA,L,4,1,2,3,9
rowebo01,1918,SEA,PCHA,D,5,1,0,1,6
dundeto01,1915,PO1,PCHA,C,5,1,0,1,9
nichosi01,1919,SEA,PCHA,L,4,0,0,0,0
poulisk01,1912,VA1,PCHA,L,3,2,0,2,5
oatmaed01,1915,PO1,PCHA,C,5,3,1,4,16
bouchfr01,1923,VAM,PCHA,C,2,1,1,2,2
hitchli01,1922,OTS,NHL,D,5,1,0,1,4
johnsmo01,1915,PO1,PCHA,D,5,1,1,2,9
foystfr01,1918,SEA,PCHA,L,5,9,1,10,0
duforan01,1914,OT1,NHA,C,2,0,1,1,0
haldeha01,1925,VIC,WCHL,D,4,1,0,1,8
sheppjo01,1922,EDE,WCHL,C,1,0,0,0,0
arbouam01,1915,MOC,NHA,L,4,3,0,3,8
rowebo01,1912,VA1,PCHA,D,3,2,0,2,9
coutubi01,1924,MTL,NHL,D,4,1,0,1,10
carsofr01,1925,MTM,NHL,R,4,0,0,0,0
hartgi01,1925,VIC,WCHL,R,4,0,0,0,2
oatmaed01,1923,CAT,WCHL,C,2,0,1,1,0
kerral02,1913,VA1,PCHA,R,3,1,0,1,3
duncaar01,1920,VML,PCHA,D,5,2,1,3,3
broadpu01,1925,MTM,NHL,R,4,1,0,1,20
cotchch01,1922,VAM,PCHA,L,2,0,0,0,0
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
mackami01,1914,VML,PCHA,L,3,4,2,6,6
benedcl01,1922,OTS,NHL,G,6,0,0,0,2
vezinge01,1924,MTL,NHL,G,4,0,0,0,0
grahale01,1914,OT1,NHA,L,3,1,0,1,0
darraja01,1919,OTS,NHL,R/L,5,5,2,7,3
mackeja01,1919,OTS,NHL,F,5,0,0,0,0
adamsbi01,1920,VML,PCHA,R,4,0,0,0,0
taylocy01,1914,VML,PCHA,R/L,3,7,3,10,3
benedcl01,1919,OTS,NHL,G,5,0,0,0,0
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
gardihe01,1923,CAT,WCHL,D,2,1,0,1,0
rileyji01,1916,SEA,PCHA,L,4,0,0,0,3
nighbfr01,1920,OTS,NHL,C,5,0,1,1,0
skinnal01,1920,VML,PCHA,R,3,4,0,4,14
cleghsp01,1920,OTS,NHL,D,5,1,2,3,0
lindsbe01,1912,VA1,PCHA,G,3,0,0,0,0
rickero01,1916,SEA,PCHA,D,4,0,1,1,23
morenho01,1923,MTL,NHL,C,4,4,2,6,4
bouchge01,1919,OTS,NHL,D,5,2,0,2,2
bellbi01,1923,MTL,NHL,F,3,0,0,0,0
holmeha01,1919,SEA,PCHA,G,5,0,0,0,0
