playerid,award,year,lgid,note,pos
berarbr01,All-Rookie,1996,NHL,,D
messima01,Second Team All-Star,1983,NHL,,LW
orrbo01,Pearson,1974,NHL,,
webstto01,Second Team All-Star,1972,WHA,,RW
hainsge01,Vezina,1928,NHL,,
houslph01,Second Team All-Star,1991,NHL,,D
roachjo01,First Team All-Star,1932,NHL,,G
fedorse01,All-Rookie,1990,NHL,,C
robitlu01,Second Team All-Star,2000,NHL,,LW
waltomi01,Hunter,1973,WHA,Scoring,
peetepe01,First Team All-Star,1982,NHL,,G
potvide01,First Team All-Star,1974,NHL,,D
harvedo01,First Team All-Star,1959,NHL,,D
brimsfr01,Second Team All-Star,1942,NHL,,G
blaketo01,First Team All-Star,1938,NHL,,LW
conacch01,First Team All-Star,1934,NHL,,RW
lapoigu01,Second Team All-Star,1975,NHL,,D
doreyji01,Second Team All-Star,1972,WHA,,D
gretzwa01,Pearson,1984,NHL,,
leetcbr01,All-Rookie,1988,NHL,,D
dionnma01,Second Team All-Star,1978,NHL,,C
turgepi01,Lady Byng,1992,NHL,,
hatchde01,Second Team All-Star,2002,NHL,,D
selbybr01,Calder,1965,NHL,,
geoffbe01,Calder,1951,NHL,,
luongro01,Jennings,2010,NHL,shared,
charazd01,Second Team All-Star,2007,NHL,,D
harvedo01,Norris,1957,NHL,,
mowerjo01,Vezina,1942,NHL,,
sawchte01,Vezina,1964,NHL,shared,
leclajo01,Second Team All-Star,1996,NHL,,LW
howego01,First Team All-Star,1974,WHA,,RW
charazd01,Second Team All-Star,2005,NHL,,D
bauerbo01,Lady Byng,1939,NHL,,
gretzwa01,Lady Byng,1991,NHL,,
pronoma01,Second Team All-Star,1958,NHL,,D
brodatu01,Second Team All-Star,1941,NHL,,G
macinal01,Norris,1998,NHL,,
gretzwa01,Art Ross,1983,NHL,,
kellyre01,First Team All-Star,1951,NHL,,D
charazd01,Second Team All-Star,2010,NHL,,D
grahadi01,Selke,1990,NHL,,
middlri01,Second Team All-Star,1981,NHL,,RW
leachre01,Second Team All-Star,1975,NHL,,RW
cowlebi01,Hart,1940,NHL,,
lapraed01,Calder,1945,NHL,,
hampste01,Masterton,1968,NHL,,
parkbr01,Masterton,1983,NHL,,
duchest01,All-Rookie,1986,NHL,,D
smithal02,Hatskin,1977,WHA,Best Goaltender,
raynech01,Second Team All-Star,1950,NHL,,G
fuhrgr01,First Team All-Star,1987,NHL,,G
trembjc01,First Team All-Star,1972,WHA,,D
charazd01,Plus-Minus,2010,NHL,,
chelich01,Plus-Minus,2001,NHL,,
leetcbr01,Second Team All-Star,1993,NHL,,D
konstvl01,Second Team All-Star,1995,NHL,,D
malonjo01,Art Ross,1917,NHL,,
mclarky01,All-Rookie,1995,NHL,,D
selante01,Richard,1998,NHL,,
ovechal01,Pearson,2008,NHL,,
jagrja01,First Team All-Star,1999,NHL,,RW
howego01,Hart,1952,NHL,,
niedesc01,Norris,2003,NHL,,
prongch01,Plus-Minus,1999,NHL,,
hullbo01,Second Team All-Star,1970,NHL,,LW
bouchfr01,Lady Byng,1927,NHL,,
campbbr02,Lady Byng,2011,NHL,,
hainsge01,Vezina,1926,NHL,,
robitlu01,Second Team All-Star,1991,NHL,,LW
bouchbu01,First Team All-Star,1946,NHL,,D
stlouma01,Second Team All-Star,2006,NHL,,RW
karlser01,Norris,2011,NHL,,
westfed01,Masterton,1976,NHL,,
kerrda01,Vezina,1939,NHL,,
parkbr01,First Team All-Star,1973,NHL,,D
cournyv01,Second Team All-Star,1971,NHL,,RW
prongch01,Second Team All-Star,2003,NHL,,D
colvine01,Second Team All-Star,1938,NHL,,C
bourqra01,Norris,1990,NHL,,
