year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
2001,NHL,DET,23,16,7,0,72,47,308,8,19,99,2,14,104,7
1972,WHA,HOU,10,4,6,0,26,30,,,9,27,1,5,45,1
1982,NHL,VAN,4,1,3,0,14,17,136,0,2,20,0,4,18,0
1979,NHL,EDM,3,0,3,0,6,12,55,0,1,16,0,2,11,0
1972,NHL,BUF,6,2,4,0,16,21,59,,4,,0,4,,0
1967,NHL,MTL,13,12,1,0,48,25,150,,10,,2,6,,3
1922,NHL,OTS,2,1,1,0,3,2,8,,,,,,,
1973,WHA,WIJ,4,0,4,0,9,23,,,,,,,,
1949,NHL,NYR,12,7,5,0,32,29,105,,,,,,,
1972,NHL,MNS,6,2,4,0,12,14,112,,3,,1,4,,0
1967,NHL,BOS,4,0,4,0,8,15,56,,1,,0,3,,0
1966,NHL,TOR,12,8,4,0,35,30,150,,,,,,,
1978,NHL,PHI,8,3,5,0,23,37,173,2,6,31,5,8,49,0
1962,NHL,CHI,6,2,4,0,19,25,104,,,,,,,
2000,NHL,LAK,13,7,6,0,25,34,146,4,6,50,0,14,63,0
1974,NHL,NYI,17,9,8,0,47,50,377,0,15,77,3,9,72,2
1994,NHL,NYR,10,4,6,0,35,37,138,2,13,46,3,5,50,1
1984,NHL,CHI,15,9,6,0,81,81,443,4,18,76,3,17,79,1
1978,NHL,VAN,3,1,2,0,9,15,47,0,2,19,0,4,11,0
1986,NHL,NYR,6,2,4,0,13,22,172,0,4,35,2,3,32,0
1974,WHA,MFS,12,6,6,0,44,42,,,,,,,,
1979,NHL,BOS,10,4,6,0,35,33,346,0,6,37,1,8,33,2
1967,NHL,CHI,11,5,6,0,28,34,96,,5,,1,8,,1
1946,NHL,TOR,11,8,3,0,31,27,144,,,,,,,
2006,NHL,NAS,5,1,4,0,14,16,148,0,3,22,0,2,30,1
2007,NHL,NAS,6,2,4,0,12,17,68,2,2,23,1,3,26,0
1928,NHL,TOR,4,2,2,0,8,5,42,,,,,,,
1992,NHL,NJD,5,1,4,0,13,23,99,0,4,28,1,7,27,1
1985,NHL,TOR,10,6,4,0,40,33,284,0,12,48,1,9,45,0
1987,NHL,DET,16,9,7,0,69,57,550,0,21,80,,20,104,3
1991,NHL,BUF,7,3,4,0,24,19,80,0,10,40,0,6,28,2
1978,NHL,ATF,2,0,2,0,5,9,129,0,3,13,1,1,10,0
2002,NHL,WAS,6,2,4,0,15,14,88,4,5,27,1,4,27,0
1979,NHL,TOR,3,0,3,0,8,17,101,0,4,15,0,7,23,0
1981,NHL,PIT,5,2,3,0,13,22,112,2,3,25,0,4,21,0
1989,NHL,STL,12,7,5,0,42,44,432,2,16,62,3,12,70,1
1968,NHL,LAK,11,4,7,0,28,41,162,,6,,1,7,,1
1963,NHL,DET,14,7,7,0,41,40,211,,,,,,,
1929,NHL,OTS,2,0,1,1,3,6,29,,,,,,,
1974,NHL,VAN,5,1,4,0,9,20,77,2,2,18,0,3,20,0
1976,WHA,CIN,4,0,4,0,9,19,,,,,,,,
1980,NHL,PIT,5,2,3,0,21,20,141,4,6,24,0,8,23,1
1931,NHL,DTF,2,0,1,1,1,3,10,,,,,,,
1978,NHL,LAK,2,0,2,0,2,9,45,0,2,10,0,3,8,0
1989,NHL,HAR,7,3,4,0,21,23,143,2,3,34,1,8,32,0
1973,NHL,LAK,5,1,4,0,7,10,109,,2,,0,1,,0
2001,NHL,BOS,6,2,4,0,18,20,106,0,5,20,0,6,27,2
1993,NHL,MTL,7,3,4,0,20,22,106,0,6,28,1,7,31,0
1974,NHL,BOS,3,1,2,0,15,12,47,0,2,14,0,4,14,1
2007,NHL,BOS,7,3,4,0,15,19,87,0,3,30,0,3,33,1
2009,NHL,COL,6,2,4,0,11,19,67,4,2,15,0,5,26,0
1970,NHL,MTL,20,12,8,0,75,63,379,,16,,2,17,,1
1987,NHL,NYI,6,2,4,0,18,23,250,0,5,38,,10,43,3
1951,NHL,MTL,11,4,7,0,20,23,97,,,,,,,
1977,NHL,MTL,15,12,3,0,58,29,213,2,14,57,0,6,55,2
1981,NHL,BUF,4,1,3,0,11,17,104,0,6,17,0,4,15,0
1994,NHL,SJS,11,4,7,0,32,59,135,2,9,48,8,13,46,0
1972,WHA,MFS,5,1,4,0,16,23,,,4,11,0,7,13,0
1934,NHL,MTM,7,5,0,2,16,8,56,,,,,,,
1967,NHL,STL,18,8,10,0,42,50,323,,10,,3,12,,5
1982,NHL,STL,4,1,3,0,10,16,116,0,5,22,0,3,23,0
1928,NHL,MTL,3,0,3,0,2,5,48,,,,,,,
1962,NHL,TOR,10,8,2,0,31,16,93,,,,,,,
1952,NHL,CHI,7,3,4,0,14,18,59,,,,,,,
1983,NHL,WIN,3,0,3,0,7,18,76,0,2,10,0,0,8,1
1942,NHL,BOS,9,4,5,0,23,33,96,,,,,,,
1995,NHL,STL,13,7,6,0,37,37,214,2,11,69,2,15,75,4
1968,NHL,OAK,7,3,4,0,25,23,99,,4,,0,4,,1
1973,WHA,CHC,18,8,10,0,67,72,,,,,,,,
1988,NHL,VAN,7,3,4,0,20,26,160,2,7,44,,10,36,1
1981,NHL,MNS,4,1,3,0,14,14,145,2,5,25,1,3,18,0
1976,NHL,PHI,10,4,6,0,27,32,199,4,7,28,1,11,43,1
1967,NHL,LAK,7,3,4,0,21,26,114,,5,,1,4,,0
2010,NHL,BOS,25,16,9,0,81,53,396,4,10,88,1,15,96,4
2002,NHL,TOR,7,3,4,0,16,24,89,2,3,25,1,5,33,2
1938,NHL,MTL,3,1,2,0,5,8,39,,,,,,,
1998,NHL,ANA,4,0,4,0,6,17,80,0,4,20,0,7,23,0
2011,NHL,PHO,16,9,7,0,37,35,224,0,7,50,1,6,65,0
1973,NHL,BOS,16,10,6,0,58,44,349,,12,,0,12,,2
2003,NHL,SJS,17,10,7,0,38,32,216,0,11,81,3,6,72,1
1985,NHL,STL,19,10,9,0,64,70,579,0,13,91,3,26,96,3
1991,NHL,VAN,13,6,7,0,44,35,243,0,10,70,1,11,63,1
1992,NHL,TOR,21,11,10,0,69,63,413,0,17,104,7,21,90,0
1923,PCHA,VAM,5,2,2,1,11,13,,,,,,,,
1953,NHL,BOS,4,0,4,0,4,16,54,,,,,,,
1999,NHL,LAK,4,0,4,0,6,15,54,2,0,23,0,7,23,0
1999,NHL,EDM,5,1,4,0,11,14,84,0,3,25,0,2,26,1
1989,NHL,BOS,21,13,8,0,62,59,421,12,15,93,1,9,88,3
1990,NHL,HAR,6,2,4,0,17,24,192,0,6,23,0,10,36,1
2005,NHL,EDM,24,15,9,0,70,61,385,10,24,141,1,22,158,3
1969,NHL,OAK,4,0,4,0,6,13,50,,4,,0,2,,1
1992,NHL,WIN,6,2,4,0,17,21,85,0,6,23,0,4,29,1
1972,NHL,BOS,5,1,4,0,11,22,66,,1,,0,4,,1
1981,NHL,STL,10,5,5,0,39,36,234,4,6,44,1,10,50,1
1923,WCHL,CAT,5,3,1,1,14,9,,,,,,,,
1941,NHL,BOS,5,2,3,0,10,16,30,,,,,,,
1965,NHL,CHI,6,2,4,0,10,22,75,,,,,,,
1954,NHL,BOS,5,1,4,0,9,16,55,,,,,,,
1974,WHA,CLC,5,1,4,0,14,24,,,,,,,,
1973,NHL,CHI,11,6,5,0,30,35,196,,9,,0,9,,0
2005,NHL,DET,6,2,4,0,17,19,84,0,8,40,0,8,37,0
1997,NHL,SJS,6,2,4,0,12,16,152,0,6,36,1,7,38,0
1958,NHL,BOS,7,3,4,0,21,20,113,,,,,,,
1937,NHL,NYA,6,3,3,0,13,12,42,,,,,,,
1921,PCHA,VML,4,3,1,0,7,2,,,,,,,,
1973,WHA,EDO,5,1,4,0,14,22,,,,,,,,
1996,NHL,NYR,15,9,6,0,36,35,218,2,10,64,1,14,68,1
2007,NHL,MIN,6,2,4,0,12,17,141,2,3,21,1,6,30,2
1939,NHL,CHI,2,0,2,0,3,5,14,,,,,,,
1983,NHL,DET,4,1,3,0,12,13,131,0,4,25,1,5,17,1
1999,NHL,PHO,5,1,4,0,10,17,75,0,3,19,0,7,27,0
1992,NHL,LAK,24,13,11,0,93,91,448,4,22,133,3,26,126,6
1989,NHL,WIN,7,3,4,0,22,24,110,0,7,36,2,6,33,0
1930,NHL,MTM,2,0,2,0,1,8,28,,,,,,,
1963,NHL,TOR,14,8,6,0,39,31,262,,,,,,,
