playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
sauvebo01,1976,1,BUF,NHL,4,184,1,2,0,0,0,11,,,,,,,,,,
cheveti01,1988,1,DET,NHL,2,122,0,2,0,0,0,9,74,,,,,,,,,
pielmti01,2010,1,AND,NHL,1,40,0,0,0,0,0,5,12,,,,,,,,,
lehmahu01,1915,1,VML,PCHA,18,1091,9,9,0,,0,69,,,,,,,,,,
wamslri01,1988,1,CAL,NHL,35,1927,17,11,4,1,2,95,796,1,20,0,1,,0,0,2,10
myreph01,1975,1,ATF,NHL,37,2129,16,16,4,0,1,122,,,,,,,,,,
ranfobi01,1990,1,EDM,NHL,60,3415,27,27,3,5,0,182,1705,3,135,1,2,,0,0,8,78
gordosc01,1989,1,QUE,NHL,10,597,2,8,0,1,0,53,368,,,,,,,,,
grantbe01,1943,1,BOS,NHL,1,60,0,1,0,,0,10,,,,,,,,,,
veisomi01,1977,1,CHI,NHL,12,720,3,4,5,0,2,31,,,,,,,,,,
cheevge01,1978,1,BOS,NHL,43,2509,23,9,10,1,1,132,,6,360,4,2,,1,0,15,
hallgl01,1960,1,CHI,NHL,70,4200,29,24,17,,6,180,,12,772,8,4,,,2,27,
josepcu01,1989,1,STL,NHL,15,852,9,5,1,0,0,48,435,6,327,4,1,,1,0,18,167
kiprumi01,2001,1,SJS,NHL,20,1037,7,6,3,2,2,43,508,1,8,0,0,,0,0,0,2
holmeha01,1924,1,VIC,WCHL,28,1682,16,12,0,,3,63,,4,240,2,0,2,,1,5,
plantja01,1963,1,NYR,NHL,65,3900,22,36,7,4,3,220,,,,,,,,,,
kielyjo01,1975,1,CIN,WHA,22,1087,6,8,1,1,0,78,604,,,,,,,,,
donnepe01,1975,1,QUN,WHA,4,129,0,1,0,0,0,10,65,,,,,,,,,
reeceda01,1975,1,BOS,NHL,14,777,7,5,2,1,2,43,,,,,,,,,,
muzzaja01,1996,1,HAR,NHL,31,1591,9,13,5,1,0,91,815,,,,,,,,,
zimmely01,1975,1,DOT,WHA,8,495,2,6,0,0,0,31,301,,,,,,,,,
liutmi01,1991,1,WAS,NHL,21,1123,10,7,2,1,1,70,558,,,,,,,,,
tayloda02,2007,1,LAK,NHL,1,20,0,0,0,0,0,2,10,,,,,,,,,
burkese01,1987,1,NJD,NHL,13,689,10,1,0,0,1,35,300,17,1001,9,8,,1,1,57,515
edwarga01,1980,1,EDM,NHL,15,729,5,3,4,0,0,44,,1,20,0,0,,0,0,2,
lalimpa01,1999,1,OTT,NHL,38,2038,19,14,3,1,3,79,834,,,,,,,,,
gilloru01,1974,1,SDM,WHA,30,1653,15,11,2,1,1,94,864,3,79,0,0,,0,0,5,56
vachoro01,1973,1,LAK,NHL,65,3751,28,26,10,5,5,175,,4,240,0,4,,2,0,7,
currami01,1974,1,MFS,WHA,26,1367,11,10,1,1,0,90,839,,,,,,,,,
stephto01,2008,1,DAL,NHL,10,438,1,3,1,1,0,27,208,,,,,,,,,
reeseje01,1996,1,NJD,NHL,3,139,0,2,0,0,0,13,65,,,,,,,,,
snowga01,2003,1,NYI,NHL,39,2015,14,15,5,0,1,94,932,,,,,,,,,
thompti01,1936,1,BOS,NHL,48,2970,23,18,7,,6,110,,3,180,1,2,,,1,8,
mckenbi01,1973,1,DET,NHL,13,720,4,4,4,0,1,43,,,,,,,,,,
bowerjo01,1969,1,TOR,NHL,1,60,0,1,0,1,0,5,,,,,,,,,,
benedcl01,1922,1,OTS,NHL,24,1486,14,9,1,,4,54,,2,120,1,1,0,,1,2,
bibeapa01,1942,1,MTL,NHL,50,3010,19,19,12,,1,191,,5,320,1,4,,,1,18,
weekeke01,2002,1,CAR,NHL,51,2965,14,24,9,2,5,126,1438,,,,,,,,,
binnebi01,1922,1,CAT,WCHL,18,1100,7,11,0,,1,63,,,,,,,,,,
wortero01,1928,1,NYA,NHL,38,2390,16,12,10,,13,46,,2,150,0,1,1,,1,1,
kerrda01,1936,1,NYR,NHL,48,3020,19,20,9,,4,106,,9,553,6,3,,,4,10,
kerrda01,1931,1,NYA,NHL,1,60,0,1,0,,0,6,,,,,,,,,,
wamslri01,1987,2,CAL,NHL,2,73,1,0,0,0,0,5,36,1,33,0,1,,0,0,2,8
lessama01,1983,1,LAK,NHL,6,266,0,4,1,2,0,26,160,,,,,,,,,
sauvebo01,1988,1,NJD,NHL,15,720,4,5,1,2,0,56,333,,,,,,,,,
daleyjo01,1971,1,DET,NHL,29,1620,11,10,5,1,0,85,,,,,,,,,,
moffami01,1981,1,BOS,NHL,2,120,2,0,0,0,0,6,,11,663,6,5,,0,0,38,
khabini01,2003,1,TBL,NHL,55,3274,28,19,7,5,3,127,1414,23,1401,16,7,,1,5,40,598
frankji01,1936,1,DET,NHL,,,,,,,,,,1,31,0,1,,,0,2,
olescbi01,1977,1,COR,NHL,2,100,0,2,0,0,0,9,,,,,,,,,,
smithbi01,1987,1,NYI,NHL,38,2107,17,14,5,1,2,113,1062,,,,,,,,,
bernijo01,2007,1,LAK,NHL,4,238,1,3,0,2,0,16,118,,,,,,,,,
mioed01,1979,1,EDM,NHL,34,1711,9,13,5,2,1,120,,,,,,,,,,
lundqhe01,2005,1,NYR,NHL,53,3112,30,12,9,2,2,116,1485,3,177,0,3,,0,0,13,79
benedcl01,1927,1,MTM,NHL,44,2690,24,14,6,,6,76,,9,555,5,3,1,,4,8,
