targetid,raceid,driverid,win
6826,291,92,0
18603,366,139,0
66795,908,8,0
58309,557,221,0
49441,773,585,0
4436,198,74,0
21392,448,158,0
49309,771,555,0
66950,915,4,0
56952,572,250,0
62410,763,501,0
50165,754,475,0
66498,270,50,0
58039,552,207,0
58328,557,229,0
18294,359,131,0
9450,278,100,0
49272,771,347,0
59220,507,173,0
43627,825,475,0
52667,685,341,0
68202,971,815,0
54148,627,238,0
11657,153,60,0
57319,532,232,0
62403,763,479,0
67781,957,13,0
56652,565,222,0
54865,608,250,0
1494,84,24,0
1523,86,21,0
57462,536,187,0
54943,611,304,1
53701,672,377,0
48911,697,289,0
56742,567,172,0
52003,806,475,0
55872,603,313,0
22181,470,196,0
62097,759,456,0
62328,762,501,0
55588,598,296,0
13201,69,29,0
50071,752,537,0
48720,737,465,0
51650,802,519,0
16114,327,101,0
11342,189,30,0
3315,169,57,1
52906,657,235,0
66751,906,8,0
44367,821,592,0
50316,755,539,0
59108,504,217,0
63416,721,346,0
51075,700,340,0
66025,257,30,1
50803,712,356,0
52755,687,358,0
20226,413,105,0
46654,787,529,0
19564,390,118,0
229,29,7,0
20722,427,112,0
43220,833,661,0
49891,750,508,0
44831,810,559,0
23167,494,137,0
53233,635,224,0
67690,954,13,0
66072,258,49,0
48857,695,389,0
63443,722,364,0
13920,49,27,0
44848,810,501,0
18040,13,15,0
16302,332,114,0
13803,44,27,0
22557,480,137,0
11687,154,41,0
11819,127,66,0
17180,308,123,0
5313,237,35,0
21881,462,158,0
17784,5,9,0
49815,749,456,0
12159,111,35,0
44696,824,708,0
51049,699,412,0
16376,334,140,0
47349,782,513,0
48836,694,374,0
57161,527,187,0
66843,910,16,0
22359,475,118,0
65014,863,819,0
67522,941,822,0
50000,751,430,0
13718,41,2,0
17471,316,123,0
55315,591,305,0
58013,551,255,0
20789,429,94,0
49528,774,586,0
55355,592,222,0
19864,401,102,0
56674,565,229,0
64577,849,39,0
54172,627,329,0
53047,663,351,0
56644,564,279,0
56424,588,297,0
54621,652,289,0
22258,472,95,0
16122,328,94,0
59235,507,228,0
54665,653,346,0
64282,354,811,0
55954,604,322,0
