constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
22217,590,6,6.0,2,2,0
8498,319,33,1.0,13,13,0
5591,188,16,0.0,11,11,0
6323,53,5,0.0,7,7,0
19530,731,95,3.0,6,6,0
1593,171,18,0.0,10,10,0
8819,358,27,0.0,12,12,0
8247,305,36,0.0,18,18,0
9939,422,6,16.0,2,2,0
9249,377,25,5.0,6,6,0
5909,134,18,2.0,9,9,0
9500,392,6,17.0,4,4,0
24799,862,207,0.0,11,11,0
6440,64,1,77.0,3,3,0
5201,253,1,21.0,4,4,0
4761,283,22,53.0,3,3,0
20494,708,176,2.0,8,8,0
22759,585,34,42.0,2,2,1
1529,165,17,10.0,5,5,0
1819,78,6,45.0,5,5,0
9014,368,37,4.0,12,12,0
26763,972,6,135.0,2,2,2
20464,706,183,19.0,4,4,0
8441,316,33,1.0,13,13,0
6226,98,18,1.0,10,10,0
2176,202,25,0.0,10,10,0
2164,201,24,5.0,6,6,0
25231,888,3,0.0,9,9,0
26270,939,131,463.0,1,1,10
13923,17,5,8.0,10,10,0
168,33,9,29.0,7,7,0
10649,462,52,0.0,15,15,0
9164,372,44,0.0,13,13,0
2150,200,22,32.0,3,3,0
11060,484,6,0.0,13,13,0
5073,243,27,1.0,7,7,0
21770,641,25,64.0,1,1,6
19375,744,170,13.0,4,4,0
24710,855,5,29.0,8,8,0
5618,141,16,0.0,5,5,0
21741,638,6,32.0,2,2,2
25216,887,10,59.0,5,5,0
8703,11,1,41.0,4,4,1
5521,182,1,62.0,2,2,4
23984,512,59,0.0,10,10,0
5541,184,24,12.0,6,6,0
8413,314,27,0.0,13,13,0
9203,374,49,0.0,16,16,0
7749,327,45,0.0,15,15,0
19567,734,87,0.0,9,9,0
20116,714,170,10.0,5,5,0
19924,728,172,54.0,1,1,7
5532,183,1,72.0,2,2,4
5795,157,20,4.0,9,9,0
2154,200,25,0.0,10,10,0
10344,443,52,0.0,12,12,0
22767,585,75,1.0,11,11,0
22527,580,73,0.0,11,11,0
20882,688,66,15.0,6,6,0
5164,250,27,16.0,4,4,0
5255,207,3,0.0,6,6,0
23645,538,34,40.0,2,2,1
20441,705,167,0.0,16,16,0
26216,933,1,4.0,9,9,0
26379,941,9,149.0,4,4,0
24115,520,21,3.0,8,8,0
5183,251,18,0.0,10,10,0
697,84,15,14.0,8,8,0
20972,670,82,0.0,11,11,0
19877,725,167,0.0,14,14,0
5482,179,6,51.0,1,1,3
4767,284,3,129.0,1,1,9
8709,11,2,9.0,8,8,0
21640,653,37,43.0,3,3,1
2137,199,6,83.0,2,2,4
10922,478,54,4.0,10,10,0
5527,183,17,34.0,3,3,1
24581,845,10,4.0,8,8,0
25062,874,164,0.0,12,12,0
9206,375,1,48.0,1,1,4
24989,870,207,0.0,10,10,0
10182,434,32,71.0,3,3,3
26114,916,206,2.0,9,9,0
25718,271,27,11.0,8,8,0
26860,981,15,5.0,10,10,0
8833,359,1,47.0,1,1,3
8935,364,22,17.0,4,4,0
25503,272,25,13.0,7,7,0
11025,482,51,7.0,9,9,0
23160,544,63,0.0,9,9,0
23440,527,25,4.0,3,3,0
5193,252,15,18.0,5,5,0
9558,396,1,49.0,2,2,2
6250,101,16,76.0,3,3,0
20828,685,6,19.0,4,4,0
9292,379,37,5.0,7,7,0
20670,694,189,2.0,6,6,0
22053,608,1,15.0,3,3,0
22724,583,64,16.0,5,5,1
6314,107,7,9.0,8,8,0
9858,416,34,2.0,9,9,0
7807,330,35,0.0,14,14,0
9281,379,21,10.0,5,5,0
