resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
13597,555,219,4,15,10,,R,15,0.0,39,,,,,,,22
6320,299,79,33,30,20,,R,15,0.0,35,,,,,,,5
20420,341,4,6,8,4,2.0,2,2,18.0,66,+24.065,5768166.0,57.0,3.0,1:24.846,197.510,1
19426,808,579,105,2,2,,R,11,0.0,36,,,,,,,7
11553,483,176,57,14,19,,R,9,0.0,70,,,,,,,69
12132,503,199,3,28,2,1.0,1,1,9.0,76,1:55:34.365,6934365.0,,,,,1
6431,303,79,33,30,20,11.0,11,11,0.0,52,,,,,,,11
20964,848,10,166,24,21,21.0,21,21,0.0,55,,,49.0,21.0,1:46.628,182.957,12
1141,71,4,4,5,13,3.0,3,3,6.0,57,+6.712,5064048.0,24.0,1.0,1:25.683,222.807,1
21970,892,819,207,20,20,17.0,17,17,0.0,52,,,52.0,17.0,1:28.620,235.328,11
20064,834,501,87,8,20,,R,19,0.0,0,,,,,,,4
6614,309,95,3,5,2,6.0,6,6,1.0,68,,,,,,,10
21252,860,154,208,10,3,,R,21,0.0,1,,,,0.0,,,4
3176,169,23,3,9,4,5.0,5,5,2.0,77,+50.437,6384306.0,,,,,1
21469,869,10,206,24,22,22.0,22,22,0.0,64,,,54.0,24.0,1:22.778,198.922,13
13874,565,223,6,2,2,14.0,14,14,0.0,73,,,,,,,3
7924,357,84,34,7,22,,R,13,0.0,51,,,,,,,69
4496,229,57,1,7,8,6.0,6,6,1.0,70,,,,,,,4
7825,14,15,7,9,14,12.0,12,12,0.0,61,+1:13.009,7039346.0,54.0,9.0,1:48.816,167.831,1
8978,387,133,35,36,11,,R,21,0.0,32,,,,,,,8
11378,477,205,25,4,23,10.0,10,10,0.0,53,,,,,,,11
17671,730,459,66,12,0,,W,24,0.0,0,,,,,,,54
18897,785,581,6,26,9,2.0,2,2,3.0,100,+6.1,10839000.0,,,,,1
4206,216,30,6,5,4,2.0,2,2,6.0,45,+17.527,4876573.0,,,,,1
6631,309,90,22,19,5,,R,23,0.0,10,,,,,,,22
5920,285,124,17,15,23,,R,26,0.0,0,,,,,,,4
13132,539,238,32,6,2,2.0,2,2,6.0,75,+0.32,6064550.0,,,,,1
12902,531,199,6,11,1,8.0,8,8,0.0,74,,,,,,,11
21668,878,18,1,3,12,5.0,5,5,10.0,56,+56.432,5811701.0,54.0,6.0,1:40.150,198.170,1
21806,884,814,10,14,10,7.0,7,7,6.0,66,+1:08.988,6025584.0,55.0,7.0,1:26.776,193.117,1
10539,447,179,52,21,26,,N,18,0.0,23,,,,,,,62
3391,178,71,17,7,17,,R,22,0.0,3,,,,,,,4
3551,186,71,17,7,4,6.0,6,6,1.0,44,+54.916,5197973.0,,,,,1
11886,494,158,25,3,22,,R,13,0.0,46,,,,,,,22
5679,276,100,33,20,17,,R,19,0.0,18,,,,,,,5
15274,618,290,34,11,10,11.0,11,11,0.0,77,,,,,,,13
4377,223,71,21,1,4,,R,19,0.0,47,,,,,,,6
876,59,31,1,4,4,2.0,2,2,8.0,78,+14.567,6237683.0,20.0,6.0,1:16.008,158.193,1
17294,714,427,66,22,14,5.0,5,5,2.0,14,,,,,,,84
19116,794,655,113,22,9,,R,16,0.0,170,,,,,,,3
13119,538,178,3,27,15,,R,20,0.0,7,,,,,,,3
20347,338,18,1,1,4,1.0,1,1,25.0,58,1:33:36.531,5616531.0,52.0,6.0,1:29.291,213.804,1
16066,650,365,37,26,0,,F,25,0.0,0,,,,,,,81
3280,173,55,20,14,17,,R,21,0.0,19,,,,,,,5
8724,379,94,18,23,19,15.0,15,15,0.0,63,,,,,,,12
19688,818,520,113,67,18,,R,28,0.0,65,,,,,,,43
15042,608,289,58,25,22,,R,18,0.0,27,,,,,,,23
22555,926,822,3,77,0,,W,18,0.0,0,,,,0.0,,,54
1454,86,21,4,6,13,,R,20,0.0,10,,,9.0,12.0,1:57.117,214.431,3
17700,732,386,66,10,10,3.0,3,3,4.0,52,,,,,,,12
11764,490,207,51,22,10,8.0,8,8,0.0,79,,,,,,,11
23184,960,807,10,27,7,4.0,4,4,12.0,44,+35.907,6326965.0,41.0,10.0,1:53.530,222.094,1
15730,636,348,200,34,23,13.0,13,13,0.0,50,,,,,,,15
20624,349,807,3,10,9,14.0,14,14,0.0,43,,,28.0,12.0,1:51.864,225.402,11
23573,978,825,210,20,16,12.0,12,12,0.0,50,,,41.0,9.0,1:32.683,228.818,11
19330,803,627,6,15,31,,R,30,0.0,2,,,,,,,5
12067,500,221,51,22,7,,N,18,0.0,53,,,,,,,62
1119,70,18,11,12,14,3.0,3,3,6.0,71,+19.394,5533145.0,71.0,4.0,1:13.053,212.344,1
532,43,23,7,11,11,10.0,10,10,0.0,69,,,68.0,8.0,1:16.966,206.319,11
16168,654,238,37,29,15,11.0,11,11,0.0,104,,,,,,,14
6984,320,119,3,6,4,5.0,5,5,1.0,14,+50.537,1525436.0,,,,,1
6358,300,105,29,9,14,,R,22,0.0,20,,,,,,,6
10278,437,158,51,23,16,,R,26,0.0,4,,,,,,,21
9214,396,110,34,8,13,,R,20,0.0,43,,,,,,,6
15657,633,306,82,21,6,6.0,6,6,1.0,74,,,,,,,11
19425,808,626,128,26,8,,R,10,0.0,67,,,,,,,36
18679,774,403,6,18,7,3.0,3,3,5.0,70,+28.3,7456100.0,,,,,1
6181,295,77,1,2,4,1.0,1,1,10.0,69,1:37:08.299,5828299.0,,,,,1
21880,887,819,207,20,18,15.0,15,15,0.0,52,+31.613,5611069.0,52.0,18.0,1:37.091,218.430,1
10920,461,193,25,4,21,12.0,12,12,0.0,43,,,,,,,12
13093,537,221,25,4,13,,R,24,0.0,0,,,,,,,3
11809,491,216,21,30,18,,R,24,0.0,8,,,,,,,20
11856,493,206,37,17,19,11.0,11,11,0.0,47,,,,,,,16
9909,423,119,51,22,12,,R,13,0.0,16,,,,,,,3
3236,171,37,21,18,10,,R,21,0.0,0,,,,,,,4
1899,109,15,4,7,2,5.0,5,5,4.0,55,,,,,,,11
16936,696,346,167,36,17,,R,12,0.0,46,,,,,,,5
16105,651,358,32,6,1,,R,19,0.0,21,,,,,,,5
