driverstandingsid,raceid,driverid,points,position,positiontext,wins
17592,319,81,0.0,26,26,0
43733,827,615,0.0,39,39,0
56137,582,224,21.0,3,3,1
18006,11,8,24.0,7,7,0
10756,212,77,10.0,7,7,0
21330,446,123,3.0,17,17,0
55141,616,330,0.0,27,27,0
48249,743,456,1.0,14,14,0
68106,948,4,0.0,21,21,0
3412,173,65,0.0,17,17,0
11644,153,49,6.0,11,11,0
44592,823,745,0.0,52,52,0
43667,826,731,0.0,13,13,0
44968,812,555,1.5,17,17,0
12248,115,42,0.0,18,18,0
43433,837,555,0.0,32,32,0
12756,105,35,0.0,23,23,0
22599,481,197,3.0,20,20,0
331,33,16,0.0,20,20,0
10339,246,84,3.0,12,12,0
57267,531,238,14.0,5,5,1
49771,748,520,0.0,32,32,0
52934,659,346,13.0,3,3,0
9415,277,102,32.0,2,2,2
46269,796,579,27.0,1,1,3
43851,829,729,0.0,42,42,0
43601,839,537,0.0,79,79,0
56050,579,250,12.0,2,2,1
20650,425,184,0.0,28,28,0
43368,836,658,0.0,37,37,0
11854,129,37,0.0,18,18,0
63397,720,385,0.0,27,27,0
9368,274,70,1.0,10,10,0
11330,188,70,0.0,19,19,0
56854,570,233,6.0,12,12,0
3233,166,22,32.0,4,4,0
12620,100,31,29.0,6,6,0
64471,845,22,0.0,17,17,0
9637,285,119,20.0,5,5,0
64901,859,39,0.0,26,26,0
12552,97,30,70.0,1,1,7
11276,186,25,3.0,11,11,0
23256,496,136,0.0,29,29,0
46378,797,538,0.0,31,31,0
64238,353,13,143.0,6,6,0
68142,968,835,1.0,18,18,0
17662,2,17,1.5,9,9,0
22231,471,176,0.0,20,20,0
19823,400,137,70.0,1,1,3
48716,737,437,0.0,30,30,0
58131,553,245,0.0,50,50,0
66807,908,1,161.0,2,2,5
54240,629,250,3.0,17,17,0
49288,771,588,0.0,71,71,0
67110,929,18,0.0,17,17,0
48881,696,289,17.0,3,3,0
50822,713,346,0.0,17,17,0
21726,457,152,0.0,18,18,0
63586,726,364,12.0,6,6,0
51444,708,386,11.0,7,7,1
64615,851,16,18.0,12,12,0
44400,821,737,0.0,46,46,0
13177,69,8,61.0,5,5,0
19993,405,95,6.0,3,3,0
46930,791,514,0.0,35,35,0
49389,772,527,0.0,65,65,0
22874,487,212,3.0,12,12,0
12922,58,24,0.0,18,18,0
21925,463,160,0.0,28,28,0
67620,951,817,36.0,4,4,0
48601,735,457,0.0,35,35,0
21340,446,163,25.0,4,4,0
21758,458,105,9.0,8,8,1
65260,872,154,76.0,8,8,0
56129,581,276,0.0,21,21,0
22248,472,196,0.0,24,24,0
20409,419,174,3.0,13,13,0
9682,287,77,10.0,10,10,0
46749,789,581,22.0,2,2,2
44333,820,739,0.0,51,51,0
64039,348,153,3.0,18,18,0
11134,179,15,1.0,11,11,0
66492,270,83,0.0,27,27,0
43952,830,427,0.0,44,44,0
55944,604,319,0.0,49,49,0
53672,672,358,4.0,13,13,0
58643,518,206,0.0,24,24,0
4570,204,68,0.0,21,21,0
