resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
15721,636,346,66,14,6,4.0,4,4,3.0,55,+37.17,6439470.0,,,,,1
16895,694,347,167,30,13,7.0,7,7,0.0,84,,,,,,,16
19569,814,710,145,36,26,14.0,14,14,0.0,16,,,,,,,12
4468,227,69,28,22,22,,F,22,0.0,0,,,,,,,77
16612,678,358,191,4,10,,R,21,0.0,2,,,,,,,80
13547,553,268,67,35,25,,F,24,0.0,9,,,,,,,81
19360,805,644,105,28,9,5.0,5,5,2.0,64,,,,,,,12
17546,725,360,170,18,8,3.0,3,3,4.0,85,,,,,,,11
18578,769,590,118,6,11,3.0,3,3,4.0,24,+3:00.9,6007200.0,,,,,1
14922,603,222,25,3,3,,R,22,0.0,48,,,,,,,23
23644,982,822,131,77,6,3.0,3,3,15.0,58,+8.800,7412344.0,54.0,3.0,1:45.405,172.989,1
23330,966,826,5,26,18,18.0,18,18,0.0,70,,,59.0,14.0,1:23.618,185.299,11
3987,206,49,3,2,5,5.0,5,5,2.0,51,+1:13.857,5317257.0,,,,,1
17882,739,401,172,16,16,13.0,13,13,0.0,73,,,,,,,12
567,45,4,1,1,2,1.0,1,1,10.0,60,2:06:26.358,7586358.0,35.0,2.0,1:33.231,198.783,1
12183,504,209,58,17,0,,F,25,0.0,0,,,,,,,81
9793,418,175,26,16,8,,R,25,0.0,0,,,,,,,3
15516,627,182,37,23,24,,R,24,0.0,4,,,,,,,44
4701,239,71,3,5,2,1.0,1,1,10.0,52,1:32:33.791,5553791.0,,,,,1
13189,540,229,54,10,0,,F,26,0.0,0,,,,,,,81
11569,483,214,25,4,0,,F,25,0.0,0,,,,,,,81
21996,893,154,208,8,3,,R,21,0.0,37,,,35.0,12.0,1:51.097,164.126,63
9957,425,77,21,17,24,11.0,11,11,0.0,60,,,,,,,13
5464,268,55,6,27,1,,R,22,0.0,14,,,,,,,6
21078,853,10,166,24,21,15.0,15,15,0.0,51,,,51.0,17.0,1:30.783,229.721,12
6302,298,130,36,14,0,,F,29,0.0,0,,,,,,,81
21499,871,807,10,12,11,4.0,4,4,12.0,44,+27.843,5376373.0,40.0,6.0,1:53.760,221.645,1
15881,642,304,1,7,3,,R,22,0.0,47,,,,,,,3
10783,456,110,51,22,7,,R,15,0.0,13,,,,,,,6
7179,325,127,41,15,0,,F,28,0.0,0,,,,,,,81
9568,410,118,34,8,15,10.0,10,10,0.0,60,,,,,,,13
16408,668,360,187,2,4,,R,6,0.0,77,,,,,,,44
11332,475,118,53,35,13,,R,25,0.0,15,,,,,,,44
20472,343,9,4,11,7,6.0,6,6,8.0,58,+32.824,5360444.0,57.0,4.0,1:29.580,214.521,1
3780,196,25,22,6,6,,R,16,0.0,42,,,,,,,20
17170,708,386,11,11,3,1.0,1,1,9.0,65,2:08:32.10,7712100.0,,,,,1
15660,633,314,34,8,21,9.0,9,9,0.0,72,,,,,,,13
16654,681,387,6,4,10,5.0,5,5,2.0,89,,,,,,,11
8933,386,138,32,2,6,7.0,7,7,0.0,50,,,,,,,11
