constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
11049,483,32,0.0,14,14,0
11067,484,37,0.0,16,16,0
10156,432,18,0.0,13,13,0
18885,761,66,16.0,3,3,1
25935,900,10,9.0,5,5,0
1545,167,6,92.0,2,2,5
23113,574,6,81.0,1,1,6
167,33,7,50.0,5,5,0
8902,362,48,3.0,11,11,0
10678,464,27,0.0,12,12,0
23078,572,73,1.0,13,13,0
25424,217,25,2.0,10,10,0
21900,620,1,6.0,2,2,0
21640,653,37,43.0,3,3,1
23340,555,59,42.0,3,3,2
3369,296,29,5.0,6,6,0
19557,733,97,0.0,12,12,0
9170,373,1,24.0,1,1,2
7749,327,45,0.0,15,15,0
19856,724,172,43.0,1,1,4
24042,516,4,0.0,12,12,0
2505,232,22,35.0,3,3,0
19882,726,92,0.0,11,11,0
9711,406,32,15.0,3,3,1
5144,248,18,0.0,10,10,0
19567,734,87,0.0,9,9,0
26723,968,6,398.0,3,3,0
22980,567,204,6.0,7,7,0
22714,582,75,1.0,11,11,0
26473,951,210,22.0,5,5,0
20716,697,11,0.0,13,13,0
5940,137,1,57.0,3,3,1
1632,174,19,4.0,9,9,0
6044,114,18,0.0,10,10,0
24135,521,1,13.0,7,7,0
23610,536,55,0.0,18,18,0
11469,508,45,0.0,15,15,0
24360,346,205,0.0,10,10,0
4710,279,32,7.0,6,6,0
26696,965,4,8.0,9,9,0
9728,407,34,1.0,8,8,0
23199,547,37,0.0,13,13,0
23255,550,25,14.0,5,5,0
5977,140,4,23.0,4,4,0
20083,711,183,5.0,5,5,0
10974,481,51,7.0,9,9,0
24274,340,4,46.0,5,5,0
5588,188,20,9.0,7,7,0
20918,667,196,1.0,5,5,0
5166,250,28,0.0,13,13,0
23608,536,32,58.0,1,1,5
5061,242,30,0.0,9,9,0
23423,559,68,0.0,16,16,0
10392,447,1,92.5,1,1,8
20973,671,11,0.0,11,11,0
19086,751,118,0.0,11,11,0
20371,700,6,12.0,2,2,0
676,82,7,57.0,4,4,0
7915,336,33,11.0,6,6,0
8646,7,3,11.5,6,6,0
22514,580,202,1.5,7,7,0
8419,315,6,35.0,3,3,0
6493,68,8,0.0,11,11,0
22151,614,57,0.0,12,12,0
6111,121,4,79.0,4,4,1
9513,393,1,39.0,2,2,2
8835,359,22,11.0,2,2,0
2523,233,28,0.0,11,11,0
25416,217,6,74.0,1,1,3
25443,219,15,15.0,7,7,0
575,71,18,0.0,9,9,0
20386,701,170,8.0,4,4,0
24733,857,6,325.0,3,3,1
26820,977,15,5.0,9,9,0
23659,539,59,14.0,7,7,0
26864,982,131,475.0,1,1,9
20857,687,183,2.0,11,11,0
26167,928,208,6.0,8,8,0
10747,468,4,22.0,1,1,2
26178,929,209,0.0,10,10,0
21078,677,89,0.0,16,16,0
1538,166,18,0.0,10,10,0
23275,551,68,0.0,15,15,0
23489,530,56,6.0,5,5,0
10313,441,53,5.0,7,7,0
7730,326,45,0.0,15,15,0
21643,653,187,31.0,5,5,0
20478,707,176,1.0,8,8,0
24833,863,206,0.0,10,10,0
63,24,2,70.0,2,2,1
10557,457,34,24.0,3,3,1
21748,639,180,19.0,4,4,0
10238,437,53,1.0,8,8,0
