raceid,year,round,circuitid,name,date,time,url
68,2006,16,17,Chinese Grand Prix,2006-10-01,14:00:00,http://en.wikipedia.org/wiki/2006_Chinese_Grand_Prix
79,2005,9,19,United States Grand Prix,2005-06-19,14:00:00,http://en.wikipedia.org/wiki/2005_United_States_Grand_Prix
87,2005,17,18,Brazilian Grand Prix,2005-09-25,14:00:00,http://en.wikipedia.org/wiki/2005_Brazilian_Grand_Prix
134,2002,11,8,French Grand Prix,2002-07-21,,http://en.wikipedia.org/wiki/2002_French_Grand_Prix
197,1998,7,7,Canadian Grand Prix,1998-06-07,,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix
244,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix
250,1995,11,13,Belgian Grand Prix,1995-08-27,,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix
261,1994,5,4,Spanish Grand Prix,1994-05-29,,http://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix
296,1992,8,8,French Grand Prix,1992-07-05,,http://en.wikipedia.org/wiki/1992_French_Grand_Prix
300,1992,12,13,Belgian Grand Prix,1992-08-30,,http://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix
304,1992,16,29,Australian Grand Prix,1992-11-08,,http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix
306,1991,2,18,Brazilian Grand Prix,1991-03-24,,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix
317,1991,13,27,Portuguese Grand Prix,1991-09-22,,http://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix
353,2010,17,35,Korean Grand Prix,2010-10-24,05:00:00,http://en.wikipedia.org/wiki/2010_Korean_Grand_Prix
364,1989,9,10,German Grand Prix,1989-07-30,,http://en.wikipedia.org/wiki/1989_German_Grand_Prix
384,1988,13,27,Portuguese Grand Prix,1988-09-25,,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
400,1987,13,26,Spanish Grand Prix,1987-09-27,,http://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix
426,1985,7,34,French Grand Prix,1985-07-07,,http://en.wikipedia.org/wiki/1985_French_Grand_Prix
445,1984,10,38,British Grand Prix,1984-07-22,,http://en.wikipedia.org/wiki/1984_British_Grand_Prix
453,1983,2,43,United States Grand Prix West,1983-03-27,,http://en.wikipedia.org/wiki/1983_United_States_Grand_Prix_West
454,1983,3,34,French Grand Prix,1983-04-17,,http://en.wikipedia.org/wiki/1983_French_Grand_Prix
464,1983,13,14,Italian Grand Prix,1983-09-11,,http://en.wikipedia.org/wiki/1983_Italian_Grand_Prix
467,1982,1,30,South African Grand Prix,1982-01-23,,http://en.wikipedia.org/wiki/1982_South_African_Grand_Prix
480,1982,14,41,Swiss Grand Prix,1982-08-29,,http://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix
487,1981,5,40,Belgian Grand Prix,1981-05-17,,http://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix
