raceid,driverid,stop,lap,time,duration,milliseconds
914,821,2,11,15:48:25,24.873,24873
949,807,1,1,18:05:30,31.931,31931
929,830,2,30,18:55:37,27.225,27225
960,826,3,35,15:32:37,23.363,23363
902,3,2,41,19:13:42,24.907,24907
965,817,2,25,14:47:19,23.534,23534
904,818,1,16,14:28:57,22.976,22976
913,824,3,45,21:36:16,29.752,29752
855,18,1,10,15:20:34,21.094,21094
913,826,3,43,21:32:14,31.092,31092
862,814,2,32,15:59:44,21.006,21006
873,3,2,33,21:09:07,29.687,29687
975,826,2,53,15:15:19,1:46.374,106374
858,815,1,2,17:07:22,24.654,24654
878,30,1,14,13:28:39,22.263,22263
945,826,1,5,17:12:45,21.868,21868
873,3,1,12,20:27:30,29.546,29546
855,17,2,19,15:35:57,21.369,21369
911,1,3,31,15:05:18,24.757,24757
967,817,4,40,16:21:27,29.621,29621
906,807,1,41,15:03:27,23.902,23902
952,830,2,34,14:56:52,22.348,22348
871,37,3,27,15:02:18,22.064,22064
942,832,3,43,15:30:32,26.840,26840
859,817,2,41,14:59:46,22.904,22904
867,5,1,12,14:25:12,21.040,21040
883,823,3,24,15:47:12,22.252,22252
873,1,1,12,20:27:09,29.124,29124
872,20,1,20,14:33:51,22.303,22303
883,824,1,9,15:19:57,24.325,24325
891,17,2,29,15:00:00,23.477,23477
893,154,1,15,20:32:38,29.702,29702
968,4,1,7,17:16:19,22.428,22428
855,24,3,35,16:07:51,22.631,22631
864,18,1,9,14:17:14,20.333,20333
936,822,3,45,15:15:16,16.427,16427
867,3,1,20,14:39:17,20.625,20625
859,5,3,49,15:09:19,21.478,21478
843,20,2,31,15:57:37,21.533,21533
911,18,1,13,14:29:34,22.800,22800
872,819,2,35,14:57:49,22.046,22046
885,818,1,29,14:43:05,24.827,24827
851,13,2,25,14:44:34,21.138,21138
903,824,1,11,15:23:56,24.784,24784
852,808,2,30,15:04:45,21.979,21979
904,821,3,52,15:25:31,23.025,23025
948,20,3,35,17:21:50,24.548,24548
862,817,2,33,16:01:52,22.318,22318
844,153,2,29,15:49:46,21.826,21826
910,824,1,9,14:19:52,22.892,22892
850,1,2,31,14:54:10,20.496,20496
892,154,1,20,14:33:49,27.040,27040
857,39,2,50,16:23:00,23.605,23605
960,20,1,1,14:05:53,22.403,22403
852,5,2,13,14:30:46,22.009,22009
872,819,1,18,14:31:32,24.039,24039
854,18,1,14,20:30:49,30.169,30169
960,807,3,23,15:08:55,24.015,24015
976,840,2,17,17:39:23,15.327,15327
959,828,2,33,14:49:34,19.318,19318
977,817,1,33,14:41:11,21.713,21713
952,828,3,40,15:07:25,22.897,22897
915,826,1,20,15:39:18,31.584,31584
868,20,2,31,13:54:33,25.319,25319
899,5,1,15,14:23:39,23.019,23019
854,16,2,29,21:01:11,33.418,33418
909,821,1,14,14:24:08,21.002,21002
927,154,2,26,15:52:37,24.621,24621
953,837,2,34,15:00:18,27.380,27380
936,826,2,33,14:56:04,21.574,21574
850,813,1,15,14:28:35,21.601,21601
916,4,2,43,15:22:10,24.133,24133
907,8,2,44,14:58:20,21.618,21618
981,817,1,37,14:56:51,23.951,23951
937,830,2,21,14:48:54,23.041,23041
852,813,2,29,15:03:01,22.303,22303
883,822,3,47,16:24:37,23.837,23837
959,836,3,46,15:07:36,19.658,19658
845,816,2,34,14:58:05,22.982,22982
874,155,1,14,15:28:06,20.783,20783
913,4,1,12,20:27:01,28.912,28912
859,153,1,21,14:31:26,22.773,22773
904,1,2,43,15:09:35,23.590,23590
890,3,1,10,14:18:45,22.015,22015
843,13,2,33,16:01:04,21.168,21168
965,18,2,28,14:53:32,25.635,25635
977,826,2,9,14:14:29,16.139,16139
874,817,2,34,16:02:03,21.516,21516
948,815,2,18,16:37:21,18:07.311,1087311
930,20,1,14,14:25:21,21.762,21762
867,37,2,28,14:55:13,23.125,23125
