constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
18875,760,95,0.0,9,9,0
23690,540,65,0.0,14,14,0
6068,117,1,85.0,3,3,2
25345,899,6,354.0,3,3,2
26732,968,209,1.0,11,11,0
5162,250,1,12.0,6,6,0
22716,583,202,3.5,7,7,0
22033,605,34,1.0,5,5,0
11282,496,21,10.0,8,8,0
9249,377,25,5.0,6,6,0
25287,893,206,0.0,10,10,0
1486,161,21,0.0,8,8,0
20961,670,194,2.0,8,8,0
9893,418,18,0.0,12,12,0
6282,104,15,29.0,6,6,0
22218,590,1,9.0,1,1,1
10505,453,32,0.0,11,11,0
6517,70,8,0.0,11,11,0
8894,362,37,4.0,9,9,0
18891,761,101,0.0,10,10,0
11331,499,32,6.0,4,4,0
8768,16,10,13.0,9,9,0
9755,409,21,0.0,9,9,0
24742,858,9,607.0,1,1,11
23585,535,6,22.0,4,4,2
20430,704,176,0.0,9,9,0
20079,710,94,0.0,8,8,0
10906,477,51,5.0,9,9,0
10626,461,32,4.0,8,8,0
10338,443,50,0.0,13,13,0
9162,372,42,0.0,11,11,0
25654,267,3,62.0,2,2,3
22177,617,37,8.0,7,7,0
9000,367,33,0.0,16,16,0
10441,449,4,34.0,4,4,0
26626,963,3,121.0,5,5,0
25532,258,15,3.0,6,6,0
21063,676,190,0.0,12,12,0
7914,336,18,0.0,12,12,0
10740,467,6,0.0,11,11,0
8268,307,22,6.0,4,4,0
10642,462,32,6.0,8,8,0
9650,401,27,1.0,11,11,0
26295,940,10,77.0,5,5,0
6057,115,19,6.0,8,8,0
87,26,4,15.0,7,7,0
8665,8,4,11.0,7,7,0
9652,402,1,76.0,2,2,3
22865,561,58,4.0,4,4,0
10545,456,6,25.0,1,1,1
5767,155,6,161.0,1,1,8
10384,446,27,3.0,10,10,0
3363,295,37,3.0,7,7,0
9556,395,33,1.0,11,11,0
2102,196,1,75.0,1,1,5
22035,605,6,3.0,3,3,0
5245,256,15,18.0,7,7,0
24826,863,6,45.0,4,4,1
11215,492,45,0.0,16,16,0
20921,667,191,4.0,2,2,0
26491,953,131,188.0,1,1,5
1484,161,20,0.0,11,11,0
9318,381,22,22.0,3,3,0
26699,965,209,1.0,10,10,0
26051,910,9,219.0,2,2,2
8266,307,1,40.0,1,1,3
21877,606,34,1.0,6,6,0
10776,469,53,0.0,17,17,0
25342,898,206,0.0,10,10,0
9784,410,45,0.0,12,12,0
19804,720,34,4.0,4,4,0
10089,428,45,0.0,12,12,0
23391,558,37,0.0,13,13,0
10584,458,27,0.0,12,12,0
22219,590,32,0.0,8,8,0
21766,640,66,30.0,3,3,2
26600,960,209,1.0,10,10,0
10537,455,50,0.0,14,14,0
20862,687,172,0.0,15,15,0
20146,716,96,0.0,11,11,0
2475,229,27,11.0,5,5,1
22769,585,76,0.0,18,18,0
9506,392,21,4.0,6,6,0
5209,253,18,0.0,10,10,0
24124,520,61,0.0,17,17,0
22727,583,3,0.0,12,12,0
8792,357,6,9.0,2,2,1
7894,335,34,2.0,10,10,0
19097,752,118,0.0,12,12,0
20417,703,181,2.0,6,6,0
