resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
287,31,16,10,20,20,19.0,19,19,0.0,51,,,51.0,18.0,1:33.458,223.146,12
14011,570,284,25,39,23,11.0,11,11,0.0,51,,,,,,,13
4464,227,44,27,9,15,,R,18,0.0,6,,,,,,,4
19519,812,697,105,24,2,,R,16,0.0,42,,,,,,,5
917,60,23,7,7,7,,R,21,0.0,0,,,,,,,3
4964,249,97,29,9,20,,R,18,0.0,45,,,,,,,23
3732,194,44,20,11,13,11.0,11,11,0.0,56,,,,,,,16
18777,778,594,113,28,31,,R,20,0.0,138,,,,,,,8
19917,827,741,154,20,10,,R,13,0.0,0,,,,,,,7
1217,74,18,16,3,3,,D,19,0.0,62,+10.4,5272321.0,22.0,2.0,1:22.604,214.987,2
922,61,21,4,2,2,4.0,4,4,5.0,70,+15.6,5692908.0,49.0,4.0,1:16.669,204.771,1
13635,556,197,67,34,18,,R,19,0.0,19,,,,,,,5
12749,525,182,182,5,0,,W,30,0.0,0,,,,,,,54
9336,401,114,33,29,23,9.0,9,9,0.0,59,,,,,,,14
14390,585,250,34,8,2,2.0,2,2,6.0,55,,,,,,,3
4176,214,82,15,17,20,,R,16,0.0,40,,,,,,,20
21094,854,3,131,8,7,7.0,7,7,6.0,60,,,42.0,16.0,1:54.383,159.663,11
8205,364,145,22,19,7,,R,22,0.0,6,,,,,,,10
15137,612,332,58,16,20,,R,22,0.0,16,,,,,,,69
23548,977,815,10,11,7,7.0,7,7,6.0,70,,,58.0,9.0,1:08.470,227.030,11
15933,644,339,32,23,0,,F,22,0.0,0,,,,,,,81
23532,976,8,6,7,3,14.0,14,14,0.0,46,,,44.0,7.0,1:45.542,204.760,34
22193,902,828,207,9,20,,R,20,0.0,33,,,28.0,17.0,1:41.134,192.647,31
1168,72,13,15,12,14,10.0,10,10,0.0,55,,,18.0,13.0,1:37.212,205.270,11
20070,835,770,113,54,12,4.0,4,4,3.0,137,,,,,,,11
22646,931,807,10,27,11,11.0,11,11,0.0,78,+26.232,6584652.0,46.0,14.0,1:19.921,150.313,1
12891,530,177,55,32,0,,F,27,0.0,0,,,,,,,97
13029,535,239,1,30,24,,R,19,0.0,45,,,,,,,5
13196,541,199,6,11,2,1.0,1,1,9.0,59,1:40:48.800,6048800.0,,,,,1
19143,795,648,131,12,6,,R,10,0.0,21,,,,,,,44
2934,158,35,16,22,8,4.0,4,4,3.0,58,+44.447,5686434.0,,,,,1
17621,727,408,170,4,13,,R,21,0.0,7,,,,,,,5
18764,778,613,113,48,28,7.0,7,7,0.0,200,+4:45.58,13559830.0,,,,,1
13761,561,233,37,34,17,12.0,12,12,0.0,76,,,,,,,12
5816,281,105,26,21,0,,F,26,0.0,0,,,,,,,81
732,52,11,8,22,18,12.0,12,12,0.0,69,,,39.0,19.0,1:14.914,207.069,12
12554,518,231,59,20,10,,R,19,0.0,4,,,,,,,7
17492,723,386,66,2,9,4.0,4,4,3.0,81,,,,,,,11
7987,358,88,49,35,0,,F,37,0.0,0,,,,,,,97
14101,573,265,64,25,23,20.0,20,20,0.0,75,,,,,,,15
6066,291,91,37,16,9,,R,12,0.0,55,,,,,,,8
5720,278,121,1,7,9,8.0,8,8,0.0,76,,,,,,,12
14070,572,284,25,37,21,18.0,18,18,0.0,49,,,,,,,13
22447,914,818,5,25,20,9.0,9,9,2.0,44,+2:07.638,6830659.0,35.0,11.0,1:53.562,184.086,1
5025,252,65,22,2,6,7.0,7,7,0.0,70,,,,,,,11
1923,110,17,19,14,3,9.0,9,9,0.0,53,,,,,,,3
6791,314,81,18,24,23,13.0,13,13,0.0,75,,,,,,,12
21651,877,818,5,17,17,12.0,12,12,0.0,55,+34.906,6393573.0,53.0,13.0,1:46.113,188.425,1
220,28,18,11,16,12,12.0,12,12,0.0,69,,,63.0,13.0,1:22.397,191.409,11
1524,90,21,15,11,14,10.0,10,10,0.0,57,,,39.0,10.0,1:26.282,221.260,11
14174,576,243,26,23,19,13.0,13,13,0.0,51,,,,,,,12
1551,91,8,1,6,5,,R,17,0.0,40,,,12.0,5.0,1:35.156,209.706,7
20566,347,1,1,2,6,4.0,4,4,12.0,67,+26.896,5285760.0,65.0,5.0,1:16.503,215.238,1
6616,309,100,27,26,26,8.0,8,8,0.0,68,,,,,,,11
309,33,4,4,5,4,1.0,1,1,10.0,67,1:30:21.892,5421892.0,41.0,3.0,1:19.101,207.668,1
13267,543,253,56,29,19,,R,17,0.0,22,,,,,,,5
18435,762,566,117,9,13,8.0,8,8,0.0,58,,,,,,,14
18523,766,589,105,56,0,,F,30,0.0,0,,,,,,,81
