qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
5031,862,818,5,17,18,1:37.714,,
5411,878,817,5,16,18,1:39.114,,
4557,841,10,166,24,21,1:29.858,,
3611,348,810,166,25,22,1:25.118,,
2213,241,81,29,9,12,1:57.092,,
504,42,8,6,6,4,1:12.732,1:12.111,1:12.839
898,60,8,1,3,2,1:21.648,1:20.497,1:20.397
1235,81,39,17,19,17,1:23.583,,
5897,901,154,208,8,16,2:00.202,2:02.885,
2169,230,14,1,8,14,1:23.416,,
1330,86,14,9,14,12,1:48.508,,
335,34,2,2,3,7,1:36.224,1:35.403,1:37.201
3524,345,18,1,1,7,1:38.360,1:38.399,1:38.210
1531,160,56,19,7,7,1:25.929,,
1155,77,33,17,18,17,1:35.047,,
2566,255,64,28,21,21,1:46.654,,
5514,883,814,10,14,7,1:33.762,1:33.335,1:33.235
3107,7,18,23,22,2,1:27.355,1:27.230,1:28.421
1561,161,55,20,14,15,1:27.559,,
1860,209,65,15,16,8,1:26.564,,
1200,80,15,7,16,2,1:14.521,,
2340,246,56,17,15,11,1:19.845,,
4263,99,14,1,5,3,1:13.987,,
3482,343,37,15,22,13,1:28.147,1:27.879,
6296,918,18,1,22,6,1:42.137,1:41.875,1:41.964
200,27,2,2,3,12,1:15.596,1:15.581,
5422,879,13,6,6,5,1:16.263,1:14.048,1:12.987
5903,901,828,207,9,22,2:04.407,,
230,29,1,1,22,2,1:38.464,1:37.954,1:39.199
1579,173,25,22,12,11,1:37.348,,
1199,80,4,4,5,1,1:14.412,,
2348,246,79,25,3,19,1:21.930,,
108,22,16,10,20,20,1:28.325,,
4547,841,30,131,7,11,1:25.962,1:25.971,
544,43,11,8,22,22,1:16.244,,
3444,341,812,164,20,23,1:26.750,,
4623,844,813,3,12,14,1:27.396,1:27.236,
6097,909,1,131,44,16,1:18.683,,
1715,193,15,20,12,16,1:29.352,,
6028,906,815,10,11,13,1:18.235,1:16.472,
6893,957,821,210,21,14,1:32.237,1:32.241,
2105,227,50,29,17,13,1:21.367,,
3943,117,30,6,1,3,1:15.480,,
5430,879,815,15,15,13,1:15.974,1:14.234,
2837,267,57,1,7,8,2:22.441,,
4425,71,14,9,14,5,1:38.320,1:28.892,
2,18,9,2,4,2,1:26.103,1:25.315,1:26.869
6946,960,830,9,33,2,1:48.407,1:47.163,1:46.893
704,51,23,7,11,6,1:37.135,1:36.709,1:38.013
1257,82,31,1,10,19,,,
98,22,14,9,9,10,1:26.939,1:26.520,1:29.959
312,33,4,4,5,4,1:18.290,1:17.871,1:18.852
1997,215,15,20,14,13,1:23.366,,
5264,872,815,15,15,13,1:25.300,1:24.901,
556,44,14,9,14,12,1:21.154,1:20.329,
5994,905,3,131,6,1,1:17.678,1:16.465,1:15.989
5874,900,155,207,10,15,1:34.274,1:45.867,
2085,226,84,17,12,15,1:32.696,,
6077,908,13,3,19,18,1:45.695,,
1987,215,57,1,9,3,1:21.797,,
4056,122,51,19,15,16,1:13.585,,
2003,215,50,25,18,19,1:25.010,,
6315,926,817,9,3,7,1:29.788,1:28.679,1:28.329
1379,89,4,4,5,1,1:34.080,,
5455,880,817,5,19,14,1:46.450,1:39.042,
3658,350,10,166,24,21,1:25.934,,
2893,269,87,25,4,12,1:22.288,,
1980,214,50,25,19,18,1:16.941,,
3211,12,8,6,4,6,1:45.579,1:44.953,1:46.633
3069,5,13,6,3,4,1:20.484,1:20.149,1:20.934
581,45,19,8,23,15,1:32.793,1:32.451,
6930,959,822,3,77,8,1:15.952,1:15.490,1:15.530
1180,79,8,1,9,2,1:10.694,,
1149,77,13,15,12,11,1:32.205,,
3572,347,9,4,11,7,1:15.736,1:14.835,1:15.079
5986,904,825,1,20,15,1:28.389,,
1741,199,73,25,20,20,1:28.608,,
6168,912,820,206,4,21,1:28.247,,
2057,225,49,15,15,9,1:19.799,,
5439,879,819,206,25,22,1:18.104,,
1347,87,13,15,12,9,1:13.151,,
5186,869,18,1,3,7,1:16.507,1:38.659,1:44.113
7239,973,826,5,26,20,1:22.746,,
5592,886,154,208,8,19,1:25.716,,
7195,971,832,5,55,16,1:32.118,,
