constructorresultsid,raceid,constructorid,points,status
13852,524,56,0.0,
13137,543,34,6.0,
13097,573,204,0.0,
4045,359,25,4.0,
3026,290,33,0.0,
13174,546,32,9.0,
15124,937,209,0.0,
6417,509,25,0.0,
14577,878,3,3.0,
1145,128,15,5.0,
1899,197,18,0.0,
611,75,4,12.0,
4427,378,27,0.0,
12968,564,57,0.0,
5123,425,53,0.0,
13046,569,27,0.0,
13987,344,131,8.0,
13445,530,21,1.0,
4312,372,33,0.0,
2746,269,27,0.0,
1709,180,1,10.0,
12640,581,66,0.0,
4803,402,25,0.0,
13340,556,4,0.0,
2758,270,17,3.0,
14977,915,6,10.0,
15308,957,9,30.0,
5687,463,54,0.0,
13111,574,67,1.0,
11860,634,200,6.0,
9911,759,6,8.0,
14905,908,15,0.0,
14405,864,208,27.0,
9646,772,87,6.0,
4385,376,18,0.0,
14396,863,1,4.0,
5010,417,18,0.0,
12233,611,63,0.0,
11150,698,11,3.0,
13277,552,4,0.0,
15088,933,208,6.0,
2912,281,25,0.0,
3212,302,37,0.0,
14485,870,206,0.0,
363,52,3,5.0,
5910,477,57,0.0,
14509,872,164,0.0,
6336,503,57,0.0,
4963,414,26,0.0,
1370,149,1,5.0,
908,105,6,10.0,
1448,156,19,2.0,
6205,495,37,0.0,
2880,279,33,0.0,
13997,345,1,33.0,
14669,886,3,0.0,
14293,854,205,0.0,
14732,893,1,10.0,
11942,642,34,0.0,
2857,277,17,0.0,
6004,483,6,0.0,
1447,156,17,3.0,
1504,161,22,0.0,
4126,363,32,3.0,
15202,945,208,2.0,
681,82,6,4.0,
5271,436,1,9.0,
4418,378,35,0.0,
13022,568,58,3.0,
15304,956,4,0.0,
1663,175,20,0.0,
2192,223,18,0.0,
3756,333,1,9.0,
15254,952,3,14.0,
1628,172,22,0.0,
12230,611,6,1.0,
2593,258,32,0.0,
4705,395,45,0.0,
15071,931,208,0.0,
1118,125,18,0.0,
15218,948,209,0.0,
