driverstandingsid,raceid,driverid,points,position,positiontext,wins
58280,556,263,0.0,50,50,0
19150,377,131,0.0,25,25,0
44488,822,740,0.0,45,45,0
67179,932,825,0.0,21,21,0
13920,49,27,0.0,23,23,0
58259,556,254,1.0,20,20,0
63456,722,376,0.0,21,21,0
63574,726,289,22.0,3,3,2
57311,532,223,2.0,14,14,0
53005,662,360,21.0,3,3,0
13133,67,24,1.0,19,19,0
51980,806,656,0.0,46,46,0
9380,275,118,0.0,13,13,0
59243,508,117,5.0,13,13,0
54562,650,262,0.0,30,30,0
67168,932,817,35.0,7,7,0
48149,741,360,3.0,10,10,0
45142,814,663,0.0,29,29,0
50122,753,512,2.0,20,20,0
10455,250,84,7.0,10,10,0
17454,316,102,77.0,1,1,6
46765,789,589,0.0,56,56,0
20877,432,118,5.0,14,14,0
54390,645,280,4.0,7,7,0
16011,325,90,0.0,27,27,0
18210,357,119,0.0,20,20,0
1621,89,38,0.0,25,25,0
54202,628,340,0.0,30,30,0
64576,849,815,8.0,14,14,0
55658,599,318,0.0,44,44,0
56819,569,224,3.0,16,16,0
66442,268,114,0.0,37,37,0
53507,642,306,1.0,22,22,0
11572,150,49,6.0,11,11,0
13875,47,29,0.0,24,24,0
53853,677,306,11.0,9,9,0
44026,831,686,5.0,10,10,0
18322,360,105,6.0,6,6,0
63444,722,440,0.0,16,16,0
20838,431,163,3.0,17,17,0
67442,942,13,109.0,6,6,0
43768,828,765,0.0,42,42,0
67195,926,8,0.0,12,12,0
49513,774,476,9.0,10,10,0
3523,79,18,0.0,22,22,0
57439,535,206,0.0,34,34,0
6970,295,92,1.0,16,16,0
4367,195,68,0.0,19,19,0
21295,445,177,20.5,5,5,1
57977,550,197,1.0,18,18,0
20284,415,170,2.0,15,15,0
49249,770,510,0.0,69,69,0
57086,574,285,0.0,44,44,0
46474,798,532,0.0,71,71,0
55683,600,233,5.0,13,13,0
57285,531,232,0.0,27,27,0
46882,790,609,0.0,53,53,0
3518,79,30,34.0,3,3,1
12612,99,2,3.0,16,16,0
13733,41,26,0.0,16,16,0
1532,86,13,8.0,14,14,0
16058,326,110,0.0,27,27,0
12781,106,35,0.0,21,21,0
17545,318,105,0.0,34,34,0
22593,481,118,0.0,32,32,0
62481,763,401,0.0,78,78,0
