raceid,year,round,circuitid,name,date,time,url
17,2009,17,24,Abu Dhabi Grand Prix,2009-11-01,11:00:00,http://en.wikipedia.org/wiki/2009_Abu_Dhabi_Grand_Prix
75,2005,5,4,Spanish Grand Prix,2005-05-08,14:00:00,http://en.wikipedia.org/wiki/2005_Spanish_Grand_Prix
84,2005,14,5,Turkish Grand Prix,2005-08-21,15:00:00,http://en.wikipedia.org/wiki/2005_Turkish_Grand_Prix
107,2004,18,18,Brazilian Grand Prix,2004-10-24,,http://en.wikipedia.org/wiki/2004_Brazilian_Grand_Prix
126,2002,3,18,Brazilian Grand Prix,2002-03-31,,http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix
155,2001,15,14,Italian Grand Prix,2001-09-16,,http://en.wikipedia.org/wiki/2001_Italian_Grand_Prix
163,2000,6,20,European Grand Prix,2000-05-21,,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
170,2000,13,13,Belgian Grand Prix,2000-08-27,,http://en.wikipedia.org/wiki/2000_Belgian_Grand_Prix
210,1997,4,21,San Marino Grand Prix,1997-04-27,,http://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix
212,1997,6,4,Spanish Grand Prix,1997-05-25,,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix
213,1997,7,7,Canadian Grand Prix,1997-06-15,,http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix
222,1997,16,22,Japanese Grand Prix,1997-10-12,,http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix
226,1996,3,25,Argentine Grand Prix,1996-04-07,,http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix
250,1995,11,13,Belgian Grand Prix,1995-08-27,,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix
254,1995,15,28,Pacific Grand Prix,1995-10-22,,http://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix
265,1994,9,10,German Grand Prix,1994-07-31,,http://en.wikipedia.org/wiki/1994_German_Grand_Prix
268,1994,12,14,Italian Grand Prix,1994-09-11,,http://en.wikipedia.org/wiki/1994_Italian_Grand_Prix
275,1993,3,31,European Grand Prix,1993-04-11,,http://en.wikipedia.org/wiki/1993_European_Grand_Prix
285,1993,13,14,Italian Grand Prix,1993-09-12,,http://en.wikipedia.org/wiki/1993_Italian_Grand_Prix
313,1991,9,10,German Grand Prix,1991-07-28,,http://en.wikipedia.org/wiki/1991_German_Grand_Prix
320,1991,16,29,Australian Grand Prix,1991-11-03,,http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix
330,1990,10,11,Hungarian Grand Prix,1990-08-12,,http://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix
331,1990,11,13,Belgian Grand Prix,1990-08-26,,http://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix
337,2010,1,3,Bahrain Grand Prix,2010-03-14,12:00:00,http://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix
341,2010,5,4,Spanish Grand Prix,2010-05-09,12:00:00,http://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix
365,1989,10,11,Hungarian Grand Prix,1989-08-13,,http://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix
387,1988,16,29,Australian Grand Prix,1988-11-13,,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
394,1987,7,9,British Grand Prix,1987-07-12,,http://en.wikipedia.org/wiki/1987_British_Grand_Prix
401,1987,14,32,Mexican Grand Prix,1987-10-18,,http://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix
418,1986,15,32,Mexican Grand Prix,1986-10-12,,http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix
434,1985,15,30,South African Grand Prix,1985-10-19,,http://en.wikipedia.org/wiki/1985_South_African_Grand_Prix
443,1984,8,37,Detroit Grand Prix,1984-06-24,,http://en.wikipedia.org/wiki/1984_Detroit_Grand_Prix
487,1981,5,40,Belgian Grand Prix,1981-05-17,,http://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix
489,1981,7,45,Spanish Grand Prix,1981-06-21,,http://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix
503,1980,6,6,Monaco Grand Prix,1980-05-18,,http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix
505,1980,8,38,British Grand Prix,1980-07-13,,http://en.wikipedia.org/wiki/1980_British_Grand_Prix
509,1980,12,21,Italian Grand Prix,1980-09-14,,http://en.wikipedia.org/wiki/1980_Italian_Grand_Prix
515,1979,4,43,United States Grand Prix West,1979-04-08,,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix_West
530,1978,4,43,United States Grand Prix West,1978-04-02,,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West
534,1978,8,47,Swedish Grand Prix,1978-06-17,,http://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix
542,1978,16,7,Canadian Grand Prix,1978-10-08,,http://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix
546,1977,4,43,United States Grand Prix West,1977-04-03,,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West
557,1977,15,46,United States Grand Prix,1977-10-02,,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix
573,1976,14,48,Canadian Grand Prix,1976-10-03,,http://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix
587,1975,12,23,Austrian Grand Prix,1975-08-17,,http://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix
