constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
5245,256,15,18.0,7,7,0
21363,664,66,2.0,6,6,0
10650,463,34,41.0,3,3,1
571,71,1,4.0,5,5,0
2133,198,18,0.0,9,9,0
9159,372,25,0.0,8,8,0
8272,307,39,0.0,13,13,0
24992,871,9,272.0,1,1,3
10938,479,32,29.0,6,6,1
9235,376,39,0.0,14,14,0
19389,745,167,0.0,6,6,0
24344,345,10,43.0,6,6,0
22292,596,26,1.0,11,11,0
10528,455,1,21.0,2,2,1
18919,764,6,32.0,2,2,2
21332,660,180,22.0,2,2,1
20915,689,184,0.0,15,15,0
8891,361,46,0.0,17,17,0
25332,897,207,0.0,11,11,0
22485,578,67,0.0,6,6,0
24702,854,3,5.0,9,9,0
2546,235,17,15.0,5,5,0
10912,477,53,0.0,16,16,0
20896,689,183,2.0,11,11,0
23240,549,27,0.0,12,12,0
19871,725,6,22.0,3,3,1
9464,389,18,0.0,13,13,0
706,85,7,78.0,4,4,0
20657,693,189,2.0,6,6,0
24793,862,208,24.0,6,6,0
10739,467,56,0.0,10,10,0
23532,532,32,36.0,1,1,3
9129,370,42,0.0,18,18,0
10286,439,54,0.0,14,14,0
3383,297,29,5.0,6,6,0
8448,316,3,93.0,2,2,5
22480,577,66,0.0,15,15,0
23054,571,58,10.0,7,7,0
24551,842,164,0.0,12,12,0
11112,487,21,10.0,3,3,0
7914,336,18,0.0,12,12,0
9409,386,27,0.0,15,15,0
24285,341,3,8.0,7,7,0
11133,488,37,0.0,16,16,0
57,23,7,9.0,6,6,0
20097,712,94,0.0,7,7,0
3481,303,37,3.0,9,9,0
20765,681,189,0.0,13,13,0
19125,755,167,3.0,5,5,0
1485,161,17,8.0,5,5,0
2103,196,3,16.0,4,4,0
1472,160,18,0.0,10,10,0
8965,365,34,5.0,9,9,0
10941,479,37,0.0,14,14,0
25533,258,32,0.0,9,9,0
20374,700,51,0.0,8,8,0
11475,509,1,8.0,9,9,0
9448,388,21,0.0,9,9,0
6116,121,7,14.0,7,7,0
23683,540,34,53.0,2,2,2
22396,602,34,26.0,5,5,2
1502,163,3,15.0,3,3,0
26782,973,210,9.0,8,8,0
23587,535,25,25.0,3,3,1
22928,564,57,2.0,10,10,0
5122,247,6,49.0,3,3,1
8345,311,25,11.0,5,5,0
23239,549,25,11.0,5,5,0
22483,578,37,0.0,11,11,0
11429,506,51,4.0,11,11,0
10745,467,21,0.0,16,16,0
20803,684,183,2.0,11,11,0
7691,324,6,15.0,3,3,1
9128,370,44,0.0,20,20,0
9467,389,27,0.0,15,15,0
9677,403,34,10.0,8,8,0
6184,94,7,0.0,8,8,0
22305,596,57,0.0,14,14,0
8455,316,26,1.0,12,12,0
11463,508,27,55.0,2,2,2
21996,629,34,4.0,9,9,0
41,22,2,44.0,2,2,0
7923,336,27,0.0,11,11,0
5586,188,21,1.0,9,9,0
25904,51,11,6.0,8,8,0
22309,597,37,5.0,8,8,0
25544,259,17,7.0,4,4,0
22252,593,1,26.0,1,1,2
10918,478,3,40.0,4,4,0
2200,204,21,6.0,7,7,0
1459,158,20,0.0,6,6,0
23332,555,58,13.0,8,8,1
11482,509,4,38.0,4,4,3
