driverstandingsid,raceid,driverid,points,position,positiontext,wins
59378,511,202,32.0,5,5,1
107,23,19,0.0,21,21,0
48894,696,383,1.0,15,15,0
11281,186,63,6.0,10,10,0
53019,662,361,8.0,8,8,0
59248,508,224,5.0,12,12,0
19116,376,166,0.0,19,19,0
43628,825,627,0.0,9,9,0
18272,358,99,0.0,16,16,0
48328,745,373,11.0,7,7,0
52783,687,393,0.0,39,39,0
1572,87,42,2.0,22,22,0
19687,395,123,2.0,15,15,0
20519,423,84,0.0,15,15,0
67361,940,18,6.0,18,18,0
18286,359,110,0.0,19,19,0
56940,571,246,0.0,37,37,0
11730,156,60,0.0,25,25,0
67689,954,817,72.0,4,4,0
47407,783,597,0.0,31,31,0
64177,351,155,21.0,12,12,0
57798,545,237,0.0,21,21,0
52626,683,385,0.0,20,20,0
57014,573,239,0.0,29,29,0
64204,352,155,27.0,12,12,0
58682,519,175,0.0,23,23,0
44397,821,660,0.0,28,28,0
44588,823,743,2.0,19,19,0
21693,456,197,0.0,18,18,0
58372,558,182,72.0,1,1,3
49254,770,455,0.0,46,46,0
17482,316,100,0.0,28,28,0
43929,830,615,0.0,55,55,0
62162,760,360,8.5,5,5,0
68177,970,1,43.0,2,2,1
19649,393,170,2.0,13,13,0
54388,645,357,2.0,11,11,0
13044,63,21,46.0,3,3,1
65471,878,8,206.0,3,3,1
57526,538,221,32.0,3,3,1
4387,196,15,0.0,18,18,0
56132,581,294,0.0,19,19,0
47121,779,509,7.0,4,4,0
12295,118,49,7.0,12,12,0
21146,440,173,12.0,5,5,0
66987,916,20,149.0,5,5,0
320,33,15,30.0,9,9,0
64971,862,30,1.0,17,17,0
66814,909,4,97.0,4,4,0
22801,485,192,0.0,14,14,0
54830,607,329,0.0,17,17,0
19400,385,123,21.0,5,5,0
16384,334,112,0.0,22,22,0
65360,873,154,82.0,8,8,0
7151,301,131,0.0,30,30,0
45351,816,703,0.0,89,89,0
66721,904,155,0.0,19,19,0
58194,555,251,0.0,31,31,0
52764,687,359,0.0,36,36,0
45102,814,656,6.0,9,9,0
58666,519,224,1.0,16,16,0
20490,422,172,1.0,11,11,0
43824,829,589,0.0,20,20,0
55862,603,197,6.0,13,13,0
52868,689,393,0.0,41,41,0
46988,776,501,3.0,4,4,0
21579,452,119,0.0,21,21,0
57132,575,284,0.0,32,32,0
56244,584,297,0.0,24,24,0
11369,190,48,1.0,17,17,0
