resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
7507,335,95,6,2,3,,R,14,0.0,26,,,,,,,7
12881,530,182,34,1,3,,R,17,0.0,27,,,,,,,80
14201,577,221,25,4,9,,R,17,0.0,31,,,,,,,22
18841,781,620,95,20,15,,R,17,0.0,13,,,,,,,5
14213,578,200,1,2,16,6.0,6,6,1.0,78,+1:03.64,6260540.0,,,,,1
23402,970,817,9,3,5,4.0,4,4,12.0,56,+46.035,5902193.0,36.0,8.0,1:36.791,202.741,1
5257,261,70,32,11,23,9.0,9,9,0.0,62,,,,,,,13
13113,538,233,58,16,23,,R,14,0.0,33,,,,,,,3
12915,531,200,54,9,0,,F,21,0.0,0,,,,,,,81
12190,505,197,25,3,11,5.0,5,5,2.0,75,,,,,,,11
20203,809,630,113,92,10,16.0,16,16,0.0,177,,,,,,,109
22974,950,821,210,21,18,14.0,14,14,0.0,55,,,45.0,4.0,1:40.368,195.516,11
16709,684,389,191,18,21,10.0,10,10,0.0,76,,,,,,,14
9816,419,178,26,15,15,,R,23,0.0,16,,,,,,,5
18618,771,456,87,10,3,3.0,3,3,4.0,75,+50.6,7794800.0,,,,,1
1894,108,22,6,2,2,,R,20,0.0,5,,,,,,,3
7198,326,94,18,23,7,12.0,12,12,0.0,68,,,,,,,11
10507,446,170,34,2,8,,R,13,0.0,28,,,,,,,101
23143,958,4,1,14,7,7.0,7,7,6.0,69,,,62.0,8.0,1:24.958,185.639,11
3228,171,2,20,15,20,,R,13,0.0,15,,,,,,,20
1939,111,14,1,5,12,5.0,5,5,4.0,62,+9.411,5301469.0,,,,,1
10687,453,172,3,2,4,4.0,4,4,3.0,74,,,,,,,11
5049,253,84,27,25,12,7.0,7,7,0.0,66,,,,,,,11
19900,826,657,111,81,20,,R,29,0.0,29,,,,,,,44
6478,305,88,33,30,21,6.0,6,6,1.0,79,,,,,,,12
4986,250,86,30,16,23,,R,16,0.0,27,,,,,,,6
22121,899,5,208,7,11,14.0,14,14,0.0,70,,,70.0,16.0,1:17.249,200.810,11
6221,296,94,35,22,25,10.0,10,10,0.0,67,,,,,,,12
20107,836,501,154,44,18,8.0,8,8,0.0,39,,,,,,,13
1245,76,13,15,12,11,9.0,9,9,0.0,77,,,16.0,13.0,1:17.799,154.552,11
23584,979,822,131,77,3,3.0,3,3,15.0,70,+12.462,5999175.0,68.0,6.0,1:21.214,194.198,1
12875,530,197,54,10,19,11.0,11,11,0.0,75,,,,,,,15
9510,408,102,32,12,4,2.0,2,2,6.0,43,+19.827,5297752.0,,,,,1
17819,736,401,172,9,8,12.0,12,12,0.0,85,,,,,,,112
14821,600,305,1,33,12,15.0,15,15,0.0,12,,,,,,,3
12011,498,199,3,28,10,,R,18,0.0,12,,,,,,,5
13325,546,172,27,26,5,9.0,9,9,0.0,78,,,,,,,10
12520,517,231,59,20,9,,R,13,0.0,40,,,,,,,3
23593,979,835,4,30,10,12.0,12,12,0.0,69,,,68.0,7.0,1:21.589,193.305,11
4008,207,77,22,8,10,4.0,4,4,3.0,58,+22.841,5451559.0,,,,,1
2408,133,59,21,21,18,,R,16,0.0,28,,,,,,,30
7022,321,145,22,19,22,11.0,11,11,0.0,70,,,,,,,12
8294,366,99,39,40,0,,F,34,0.0,0,,,,,,,97
12963,533,200,54,9,17,9.0,9,9,0.0,74,,,,,,,11
6512,306,55,6,28,5,6.0,6,6,1.0,71,+23.641,5931769.0,,,,,1
9922,424,105,6,27,3,1.0,1,1,9.0,70,1:46:01.813,6361813.0,,,,,1
1488,88,38,18,20,15,14.0,14,14,0.0,51,,,50.0,17.0,1:36.574,216.468,12
9162,394,145,18,24,15,,R,20,0.0,10,,,,,,,5
3120,166,48,18,20,21,15.0,15,15,0.0,70,,,,,,,12
12892,530,212,32,25,0,,F,28,0.0,0,,,,,,,97
4039,208,78,15,17,19,11.0,11,11,0.0,71,,,,,,,11
13523,552,263,37,32,0,,F,36,0.0,0,,,,,,,97
9527,408,137,3,6,1,,R,19,0.0,16,,,,,,,101
5411,266,56,17,15,7,,R,25,0.0,0,,,,,,,4
10586,449,175,4,15,8,,R,11,0.0,43,,,,,,,37
6572,307,129,36,14,0,,F,32,0.0,0,,,,,,,97
18642,772,437,87,26,11,7.0,7,7,0.0,15,+6:59.3,8894300.0,,,,,1
6268,297,70,18,23,0,,F,27,0.0,0,,,,,,,81
7972,358,95,6,27,5,,R,22,0.0,30,,,,,,,6
20878,845,30,131,7,10,6.0,6,6,8.0,65,,,34.0,15.0,1:29.463,187.317,11
