targetid,raceid,driverid,win
66033,257,100,0
23035,491,117,0
9553,282,100,0
48320,745,386,0
51398,707,421,0
19791,398,171,0
48910,697,385,0
55748,601,292,0
66630,900,20,0
65790,891,818,0
44886,811,675,0
67935,963,8,0
13847,46,26,0
51711,803,676,0
50963,717,309,0
49344,772,427,0
58655,518,137,0
49241,770,527,0
3819,74,33,0
65089,866,5,0
50265,755,501,0
53729,673,359,0
67539,945,830,0
57064,574,278,0
57065,574,229,0
5199,231,21,0
68435,981,836,0
3374,172,41,0
52785,688,345,0
22194,470,204,0
57063,574,277,0
21814,460,187,0
49052,768,578,0
54544,650,306,0
22310,474,105,0
63548,725,403,0
18944,371,110,0
48091,739,475,0
58459,559,265,0
58325,557,258,0
45245,815,632,0
52666,685,340,0
19144,377,159,0
66955,915,826,0
53547,667,369,0
49087,768,529,0
43216,833,785,0
22814,485,203,0
67949,964,822,0
57624,540,172,0
52635,684,340,0
11368,190,25,0
23033,491,187,1
49877,750,502,0
57482,536,245,0
45100,814,698,0
44491,822,742,0
69,22,1,0
46167,794,654,0
21705,457,182,0
13079,65,17,0
57066,574,255,0
10433,250,30,1
17630,320,127,0
57136,575,285,0
11803,126,11,0
51440,708,304,0
4295,191,35,0
64951,861,39,0
53501,642,346,0
51799,804,592,0
49408,772,502,0
11861,129,11,0
48699,737,356,0
67033,918,20,0
16316,333,138,0
11734,156,31,0
46376,797,654,0
54382,644,333,0
18079,14,6,0
3814,74,15,0
1553,87,31,1
58303,557,230,0
22329,474,197,0
53413,640,346,0
50117,753,437,0
21517,450,189,0
20053,408,173,0
13850,46,14,0
54895,609,330,0
56855,570,222,0
10222,242,55,0
55564,597,267,0
58941,498,200,0
10547,253,84,0
22358,475,172,0
4508,201,50,0
18058,13,153,0
20354,417,156,0
18139,16,3,0
54836,607,199,0
46678,788,482,0
19635,393,138,0
21677,456,175,0
44954,812,699,0
58138,554,224,0
17325,312,95,1
48317,744,467,0
9404,276,112,0
45083,813,804,0
46097,792,496,0
12504,94,44,0
17497,317,88,0
16019,325,110,0
