qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
2918,270,44,27,26,11,1:24.432,,
6959,960,832,5,55,15,1:48.876,1:49.038,
1840,208,23,17,11,10,1:17.175,,
2043,224,79,25,18,15,1:35.715,,
6528,938,13,3,19,5,1:25.184,1:23.983,1:23.940
5080,864,808,207,21,19,1:25.277,,
3796,108,8,1,6,15,1:29.470,,
1616,176,30,6,3,4,1:17.578,,
1577,173,35,16,22,9,1:37.267,,
5401,878,807,10,12,8,1:37.756,1:37.066,1:37.141
1657,191,14,1,7,2,1:30.053,,
2020,216,65,15,16,14,1:43.660,,
527,43,21,4,3,5,1:16.047,1:15.227,1:15.674
3479,343,155,15,23,10,1:28.158,1:27.434,1:28.122
6935,959,832,5,55,13,1:16.317,1:15.989,
4579,842,813,3,12,18,1:38.276,,
2436,250,63,25,4,11,1:58.224,,
2475,252,71,3,5,2,1:20.905,,
7343,979,1,131,44,4,1:17.492,1:16.693,1:16.707
1811,207,30,6,5,3,1:31.472,,
480,41,4,1,1,2,1:16.562,1:15.522,1:16.163
1465,140,23,3,5,5,1:32.444,,
4564,842,17,9,2,3,1:37.924,1:36.080,1:35.179
6254,917,1,131,44,2,1:10.457,1:10.712,1:10.056
3636,349,810,166,25,23,2:18.754,,
6064,908,825,1,20,5,1:42.507,1:37.370,1:38.417
1365,88,17,3,7,7,1:47.233,,
5719,893,815,1,6,14,1:45.164,1:44.752,
5629,888,814,10,14,12,1:31.322,1:30.697,
4831,854,16,10,14,9,1:47.952,1:47.093,
3893,114,21,17,11,12,1:16.967,,
2778,265,77,6,28,1,1:43.582,,
5851,899,815,1,6,14,1:26.741,1:28.269,
3742,354,13,6,7,9,1:19.778,1:19.200,1:17.101
6210,914,828,207,9,19,1:36.813,,
1345,87,30,6,1,7,1:12.976,,
5461,880,820,206,23,20,1:48.909,,
6308,918,829,207,46,18,1:45.095,,
3516,344,810,166,25,23,1:19.675,,
5300,874,17,9,2,2,1:32.951,1:31.950,1:31.090
3914,115,35,16,16,14,1:17.347,,
1151,77,18,16,3,13,1:32.594,,
971,63,3,3,10,9,1:16.534,1:15.926,1:18.272
4140,92,8,1,6,20,,,
6882,957,830,9,33,3,1:31.305,1:30.697,1:30.313
3840,111,52,17,12,19,1:26.357,,
4451,72,31,1,10,11,1:33.333,1:36.757,
2568,255,92,30,16,23,1:48.289,,
3116,7,2,2,6,11,1:27.795,1:27.521,
2326,245,85,30,17,21,1:32.894,,
2011,216,49,3,4,5,1:42.421,,
7197,971,815,10,11,18,1:32.318,,
521,42,16,12,20,21,1:14.122,,
7213,972,825,210,20,14,1:36.408,1:36.017,
5305,874,4,6,5,7,1:32.459,1:31.833,1:32.114
4250,98,17,19,14,10,1:11.286,,
3667,351,22,3,9,6,1:48.183,1:47.019,1:46.236
5649,890,17,9,2,10,1:21.264,1:20.503,
7018,963,13,3,19,10,1:35.267,1:34.422,1:34.671
6653,944,831,15,12,11,1:13.111,1:12.989,
5885,901,4,6,14,4,1:58.889,2:01.356,2:00.175
194,27,8,6,1,6,1:15.201,1:14.949,1:16.389
4266,99,31,3,3,6,1:14.172,,
3784,108,31,3,3,3,1:28.101,,
3322,17,24,10,21,17,1:41.701,,
4644,845,815,15,17,12,1:24.209,1:23.367,
3086,6,18,23,22,1,1:15.210,1:15.016,1:14.902
6758,951,1,131,44,10,1:36.006,1:35.820,
2285,244,57,1,8,6,1:23.857,,
5010,861,10,206,24,21,1:40.903,,
4289,100,11,16,10,9,1:19.688,,
626,47,23,7,11,16,1:28.809,,
373,36,9,2,10,5,1:26.696,1:25.882,1:27.347
2310,245,55,6,27,5,1:28.474,,
4492,74,35,15,11,12,1:20.999,1:25.260,
4788,851,155,15,16,13,1:23.278,1:22.435,
3257,14,18,23,22,12,1:47.180,1:47.141,
