constructorid,constructorref,name,nationality,url
2,bmw_sauber,BMW Sauber,Немецкий,http://en.wikipedia.org/wiki/BMW_Sauber
3,Уильямы,Уильямс,Британские,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering
5,Torro_rosso,Торо Россо,Итальянский,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso
11,хонда,Хонда,Японский,http://en.wikipedia.org/wiki/Honda_Racing_F1
12,Спайкер,Спайкер,Датч,http://en.wikipedia.org/wiki/Spyker_F1
16,бар,БАР,Британские,http://en.wikipedia.org/wiki/British_American_Racing
17,Джордан,Иордания,Ирландский,http://en.wikipedia.org/wiki/Jordan_Grand_Prix
18,Минарди,Минарди,Итальянский,http://en.wikipedia.org/wiki/Minardi
19,Ягуар,Ягуар,Британские,http://en.wikipedia.org/wiki/Jaguar_Racing
20,Прост,Прост,Французский,http://en.wikipedia.org/wiki/Prost_Grand_Prix
24,Стюарт,Стюарт,Британские,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
28,Форти,Форти,Итальянский,http://en.wikipedia.org/wiki/Forti
34,Брабхем,Брэбхэм,Британские,http://en.wikipedia.org/wiki/Brabham
36,eldimetal,Фондметалл,Итальянский,http://en.wikipedia.org/wiki/Fondmetal
37,марш,март,Британские,http://en.wikipedia.org/wiki/march_Engineering
38,Мода,Андреа Мода,Итальянский,http://en.wikipedia.org/wiki/Andrea_Moda_Formula
40,Ламбо,Ламбо,Итальянский,http://en.wikipedia.org/wiki/Modena_(gacing_team)
41,Лейтон,Лейтон Хаус,Британские,http://en.wikipedia.org/wiki/Leyton_House
42,колония,Колони,Итальянский,http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems
49,Скорость зачистки,Закскорость,Немецкий,http://en.wikipedia.org/wiki/Zakspeed
50,баран,ВДА,Британские,http://en.wikipedia.org/wiki/RAM_Racing
52,дух,Дух,Британские,http://en.wikipedia.org/wiki/Spirit_(gacing_team)
56,fittipaldi,Фиттипальди,Бразилия,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29
57,endign,Энсин,Британские,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29
61,kauhsen,Каухсен,Немецкий,http://en.wikipedia.org/wiki/Kauhsen
62,Ребак,Противоречие,Мексика,http://en.wikipedia.org/wiki/Rebaque
67,ручка,Песня,Американцы,http://en.wikipedia.org/wiki/Penske_Racing
69,Макгуайр,МакГуайр,Австралия,http://en.wikipedia.org/wiki/McGuire_(Формула_One)
70,Боро,Боро,Датч,http://en.wikipedia.org/wiki/Boro_(Формула_One)
72,Койма,Kojima,Японский,http://en.wikipedia.org/wiki/Kojima_Engineering
73,Парнелли,Парнелли,Американцы,http://en.wikipedia.org/wiki/Parnelli
77,Троян,Троян,Британские,http://en.wikipedia.org/wiki/Trojan_(Racing_team)
79,символ,Токен,Британские,http://en.wikipedia.org/wiki/Token_(Racing_team)
80,iso_marlboro,Изо Марлборо,Британские,http://en.wikipedia.org/wiki/Iso_Marlboro
81,текно,Текно,Итальянский,http://en.wikipedia.org/wiki/Tecno
83,ПОЛИТИЧЕСКИЕ ПОЛИТИКИ,Политалии,Британские,http://en.wikipedia.org/wiki/Frank_Williams_Racing_Cars
84,connew,Коннов,Британские,http://en.wikipedia.org/wiki/Connew
87,Купер,Купер,Британские,http://en.wikipedia.org/wiki/Cooper_Car_Company
89,Ids,ЛДС,Южная Африка,http://en.wikipedia.org/wiki/LDS_(automobile)
90,прото,Прото,Британские,http://en.wikipedia.org/wiki/Protos_(constructor)
92,Спирокко,Сирокко,Британские,http://en.wikipedia.org/wiki/Scirocco-Powell
93,re,РЭ,Родезийцы,http://en.wikipedia.org/wiki/RE_%28automobile%29
94,brp,БРП,Британские,http://en.wikipedia.org/wiki/British_Racing_Partnership
97,Гилби,Гилби,Британские,http://en.wikipedia.org/wiki/Gilby
100,enb,ENB,Бельгия,http://en.wikipedia.org/wiki/Ecurie_Nationale_Belge
101,jbw,JBW,Британские,http://en.wikipedia.org/wiki/JBW
102,Фергюсон,Фергюсон,Британские,http://en.wikipedia.org/wiki/Ferguson_Research_Ltd.
105,Мазерати,Мазерати,Итальянский,http://en.wikipedia.org/wiki/Maserati
106,Скараб,Скараб,Американцы,http://en.wikipedia.org/wiki/Scarab_(constructor)
108,Эпперли,Эпперли,Американцы,http://en.wikipedia.org/wiki/Epperly
109,Филлипсы,Филлипс,Американцы,http://en.wikipedia.org/wiki/Phillips_ (constructor)
110,Лесовский,Лесовский,Американцы,http://en.wikipedia.org/wiki/Lesovsk
112,Месковский,Месковски,Американцы,http://en.wikipedia.org/wiki/Meskovsky
119,Море,Мур,Американцы,http://en.wikipedia.org/wiki/Moore_(constructor)
122,Саттон,Саттон,Американцы,http://en.wikipedia.org/wiki/Satton_ (constructor)
123,Фрай,Фрай,Британские,http://en.wikipedia.org/wiki/Fry_(gacing_team)
128,Гордини,Гордини,Французский,http://en.wikipedia.org/wiki/Gordini
129,Стивенс,Стивенс,Американцы,http://en.wikipedia.org/wiki/Stevens_ (constructor)
132,Лансия,Лансия,Итальянский,http://en.wikipedia.org/wiki/Lancia_in_Formula_One
134,Шредер,Шредер,Американцы,http://en.wikipedia.org/wiki/Schroeder_ (constructor)
136,Панкратц,Панкратц,Американцы,http://en.wikipedia.org/wiki/Pankratz
137,arzani-volpini,Арзани-Вольпини,Итальянский,http://en.wikipedia.org/wiki/Arzani-Volpini
138,ниша,Ничего.,Американцы,http://en.wikipedia.org/wiki/Nichels
139,Бром,Бромм,Американцы,http://en.wikipedia.org/wiki/Bromme
140,Кленк,Кленк,Немецкий,http://en.wikipedia.org/wiki/Klenk
141,Симка,Симка,Французский,http://en.wikipedia.org/wiki/Simca
142,Черт побери.,Тёрнер,Американцы,http://en.wikipedia.org/wiki/Turner_ (конструктор)
144,veritas,Веритас,Немецкий,http://en.wikipedia.org/wiki/Veritas_ (constructor)
149,Шерман,Шерман,Американцы,http://en.wikipedia.org/wiki/Sherman_ (constructor)
153,Цыгане,Цизиталия,Итальянский,http://en.wikipedia.org/wiki/Cisitalia
154,Лаго,Талбот-Лаго,Французский,http://en.wikipedia.org/wiki/Talbot-Lago
157,Лэнгли,Лэнгли,Американцы,http://en.wikipedia.org/wiki/Langley_ (конструктор)
158,Рэй,Рэй,Американцы,http://en.wikipedia.org/wiki/Rae_(моторспорт)
161,Адамс,Адамс,Американцы,http://en.wikipedia.org/wiki/Adams_(constructor)
162,Снегбергер,Снегбергер,Американцы,http://en.wikipedia.org/wiki/Snowberger
164,хрт,ГДР,Испанский,http://en.wikipedia.org/wiki/Histopania_Racing
166,Девственница,Девственница,Британские,http://en.wikipedia.org/wiki/Virgin_Racing
167,Копер-мазерати,Купер-Мазерати,Британские,http://en.wikipedia.org/wiki/Cooper_Car_Company
169,Купер-боргворд,Купер-Боргворд,Британские,http://en.wikipedia.org/wiki/Cooper_Car_Company
170,Копер-климакс,Купер-Климакс,Британские,http://en.wikipedia.org/wiki/Cooper_Car_Company
171,Купер-кабеллотти,Купер-Кастеллотти,Британские,http://en.wikipedia.org/wiki/Cooper_Car_Company
175,de_tomaso-alfa_romeo,Де Томасо-Альфа Ромео,Итальянский,http://en.wikipedia.org/wiki/De_Tomaso
180,Лотос-форд,Лотос-Форд,Британские,http://en.wikipedia.org/wiki/Team_Lotus
182,Брабхем-форд,Брабхам-Форд,Британские,http://en.wikipedia.org/wiki/Brabham
184,Ids-climax,LDS-Climax,Южная Африка,http://en.wikipedia.org/wiki/LDS_(automobile)
187,Макларен-форд,МакЛарен-Форд,Британские,http://en.wikipedia.org/wiki/Team_McLaren
188,Макларен-серен,МакЛарен-Серенисима,Британские,http://en.wikipedia.org/wiki/Team_McLaren
193,Копер-отцы,&lt; &lt; Купер-АТС &gt; &gt;,Британские,http://en.wikipedia.org/wiki/Cooper_Car_Company
194,mclaren-brm,McLaren-BRM,Британские,http://en.wikipedia.org/wiki/McLaren_(гонка)
195,Копер-брубка,&lt; &lt; Купер-БРМ &gt; &gt;,Британские,http://en.wikipedia.org/wiki/Cooper_Car_Company
198,Mclaren-Alfa_romeo,Макларен-Альфа Ромео,Британские,http://en.wikipedia.org/wiki/McLaren_(гонка)
206,Маруссия,Маруссия,Русский,http://en.wikipedia.org/wiki/Marussia_F1
208,Лотос_f1,Лотос F1,Британские,http://en.wikipedia.org/wiki/Lotus_F1
209,манур,Поместье Маруссии,Британские,http://en.wikipedia.org/wiki/Manor_Motorsport
