driverid,driverref,number,code,forename,surname,dob,nationality,url
14,Культард,,COU,Дэвид,Коултард,1971-03-27,Британские,http://en.wikipedia.org/wiki/David_Coulthard
16,сутил,99.0,Заткнись.,Эдриан,Сютил,1983-01-11,Немецкий,http://en.wikipedia.org/wiki/adrian_Sutil
17,Веббер,,ВЭБ,Марк,Веббер,1976-08-27,Австралия,http://en.wikipedia.org/wiki/mark_Webber
28,markus_winkelhock,,ВИН,Маркус,Винкельхок,1980-06-13,Немецкий,http://en.wikipedia.org/wiki/Markus_Winkelhock
39,Картикеян,,КАР,Нарация,Картикеян,1977-01-14,Индейцы,http://en.wikipedia.org/wiki/Narain_Karthikeyan
44,Пани,,,Оливье,Панис,1966-09-02,Французский,http://en.wikipedia.org/wiki/Olivier_Panis
50,verstappen,,,Джос,Верстаппен,1972-03-04,Датч,http://en.wikipedia.org/wiki/Jos_Verstappen
51,Уилсон,,,Джастин,Уилсон,1978-07-31,Британские,http://en.wikipedia.org/wiki/Justin_Wilson_(gacing_driver)
55,Алеси,,,Джин,Алеси,1964-06-11,Французский,http://en.wikipedia.org/wiki/Jean_Alesi
57,Хаккинен,,,Мика,Хяккинен,1968-09-28,Финский,http://en.wikipedia.org/wiki/Mika_H%C3%A4kkkinen
63,Сало,,,Мика,Salo,1966-11-30,Финский,http://en.wikipedia.org/wiki/Mika_Salo
68,Такаги,,,Тораносуке,Такаги,1974-02-12,Японский,http://en.wikipedia.org/wiki/Toranosuke_Takagi
82,Шрифтана,,,Норберто,Фонтана,1975-01-20,Аргентина,http://en.wikipedia.org/wiki/Norberto_Fontana
86,Лавагги,,,Джованни,Лавагги,1958-02-18,Итальянский,http://en.wikipedia.org/wiki/Giovanni_Lavaggi
89,Внутри,,,Таки,Иноуэ,1963-09-05,Японский,http://en.wikipedia.org/wiki/Taki_Inoue
98,Делетраз,,,Жан-Денис,&lt; &lt; Делетрас &gt; &gt;,1963-10-01,Швейцария,http://en.wikipedia.org/wiki/Jean-Denis_Deletraz
101,Брабхем,,,Дэвид,Брэбхэм,1965-09-05,Австралия,http://en.wikipedia.org/wiki/David_Brabham
103,Бернард,,,Эрик,Бернар,1964-08-24,Французский,http://en.wikipedia.org/wiki/%C3-89ric_Bernard
108,Белмондо,,,Пол,Бельмондо,1963-04-23,Французский,http://en.wikipedia.org/wiki/Pol_Belmondo
110,Цесарис,,,Андреа,Сесарис,1959-05-31,Итальянский,http://en.wikipedia.org/wiki/Andrea_de_Cesaris
117,Прост,,,Ален,Прост,1955-02-24,Французский,http://en.wikipedia.org/wiki/Alain_Prost
132,Амати,,,Джованна,Амати,1959-07-20,Итальянский,http://en.wikipedia.org/wiki/Giovanna_Amati
140,Джоанссон,,,Стефан,Йоханссон,1956-09-08,Шведский,http://en.wikipedia.org/wiki/Stefan_Johansson
141,Бейли,,,Джулиан,Бейли,1961-10-09,Британские,http://en.wikipedia.org/wiki/Julian_Bailey
145,Нанни,,,Алессандро,Нанини,1959-07-07,Итальянский,http://en.wikipedia.org/wiki/Alessandro_Nannini
155,Кобайаши,10.0,КОБ,Камуи,Кобаяши,1986-09-13,Японский,http://en.wikipedia.org/wiki/Kamui_Kobayashi
