charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1,8842,484,2,1999-09-22T10:43:38,3263.0,28842,
2,5561,434,10,1999-07-14T10:43:38,336.0,5561,
3,4426,500,2,1999-09-14T10:43:38,1216.0,24426,
4,9939,497,8,1999-09-28T10:43:38,3770.0,29939,
5,7992,439,9,1999-10-09T10:43:38,4610.0,27992,
6,9663,386,2,1999-08-11T10:43:38,2087.0,9663,
7,5629,450,4,1999-10-13T10:43:38,2403.0,0,
8,5269,243,8,1999-07-12T10:43:38,3845.0,5269,
9,7894,283,2,1999-09-16T10:43:38,4152.0,27894,
10,8283,488,10,1999-09-28T10:43:38,1004.0,28283,
11,2184,406,8,1999-10-08T10:43:38,633.0,22184,
12,8864,424,8,1999-06-27T10:43:38,4563.0,8864,
13,8258,454,5,1999-07-26T10:43:38,4470.0,8258,
14,9593,489,2,1999-09-30T10:43:38,174.0,29593,
15,3186,494,9,1999-07-09T10:43:38,753.0,3186,
16,9036,498,6,1999-10-04T10:43:38,3777.0,29036,
17,2079,468,4,1999-09-09T10:43:38,2674.0,12079,
18,9092,464,5,1999-10-06T10:43:38,2216.0,29092,
19,9869,500,3,1999-07-18T10:43:38,2139.0,9869,
20,6763,211,4,1999-06-29T10:43:38,3872.0,6763,
21,7218,498,10,1999-10-04T10:43:38,405.0,27218,
22,9286,199,6,1999-08-06T10:43:38,4280.0,9286,
23,5893,432,6,1999-09-06T10:43:38,3697.0,15893,
24,6128,492,4,1999-06-21T10:43:38,1761.0,6128,
25,9640,292,4,1999-10-10T10:43:38,3837.0,29640,
26,6169,491,2,1999-09-08T10:43:38,3045.0,16169,
27,8781,429,9,1999-10-03T10:43:38,3867.0,28781,
28,8873,490,3,1999-06-24T10:43:38,3892.0,8873,
29,4364,482,10,1999-09-20T10:43:38,3675.0,24364,
30,6019,322,2,1999-06-29T10:43:38,4724.0,6019,
31,4388,500,6,1999-08-04T10:43:38,619.0,4388,
32,9914,349,7,1999-08-15T10:43:38,1243.0,19914,
33,9894,500,3,1999-07-31T10:43:38,153.0,9894,
34,6772,472,6,1999-10-07T10:43:38,61.0,26772,
35,6159,474,7,1999-08-26T10:43:38,1453.0,16159,
36,9187,457,9,1999-08-29T10:43:38,4323.0,19187,
37,3449,289,3,1999-08-24T10:43:38,3039.0,13449,
38,8877,431,10,1999-08-12T10:43:38,4331.0,8877,
39,9537,324,5,1999-09-25T10:43:38,3403.0,29537,
40,6633,438,8,1999-09-05T10:43:38,3172.0,16633,
41,9520,436,6,1999-07-19T10:43:38,1631.0,9520,
42,5543,498,9,1999-10-06T10:43:38,2339.0,25543,
43,9426,262,3,1999-08-16T10:43:38,3032.0,19426,
44,9714,301,10,1999-10-01T10:43:38,2361.0,29714,
45,9838,500,9,1999-07-23T10:43:38,4758.0,9838,
46,8162,449,2,1999-08-18T10:43:38,3423.0,18162,
47,7184,399,5,1999-10-05T10:43:38,1434.0,27184,
48,7969,439,3,1999-08-11T10:43:38,993.0,7969,
49,7390,499,5,1999-08-14T10:43:38,781.0,17390,
50,9686,485,5,1999-08-07T10:43:38,1450.0,9686,
51,6475,427,3,1999-08-01T10:43:38,4238.0,6475,
52,9119,453,3,1999-08-21T10:43:38,2703.0,19119,
53,9965,444,10,1999-08-26T10:43:38,2591.0,19965,
54,9885,479,5,1999-09-19T10:43:38,4821.0,29885,
