corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
20,Corp. Boston TransitInc., , ,,,,,2004-10-12T10:41:26,2,
34,Corp. Driven NeedleworkInc., , ,,,,,2004-10-12T10:41:26,1,
50,Corp. Expert TransitInc., , ,,,,,2004-10-12T10:41:26,6,
64,Corp. Giant NeedleworkInc., , ,,,,,2004-10-12T10:41:26,8,
104,Corp. Apex NeedleworkCo., , ,,,,,2004-10-12T10:41:26,2,
140,Corp. Driven TransitCo., , ,,,,,2004-10-12T10:41:26,6,
144,Corp. Expert NeedleworkCo., , ,,,,,2004-10-12T10:41:26,5,
148,Corp. Expert RestaurantsCo., , ,,,,,2004-10-12T10:41:26,4,
183,Corp. Imperial MachineryCo., , ,,,,,2004-10-12T10:41:26,7,
204,Corp. Apex NeedleworkCorp., , ,,,,,2004-10-12T10:41:26,2,
220,Corp. Boston TransitCorp., , ,,,,,2004-10-12T10:41:26,7,
227,Corp. Computer QuestsCorp., , ,,,,,2004-10-12T10:41:26,2,
235,Corp. Driven OperaCorp., , ,,,,,2004-10-12T10:41:26,7,
276,Corp. Humble PetroleumCorp., , ,,,,,2004-10-12T10:41:26,8,
277,Corp. Humble QuestsCorp., , ,,,,,2004-10-12T10:41:26,4,
278,Corp. Humble RestaurantsCorp., , ,,,,,2004-10-12T10:41:26,1,
332,Corp. Driven LightingLtd., , ,,,,,2004-10-12T10:41:26,7,
340,Corp. Driven TransitLtd., , ,,,,,2004-10-12T10:41:26,4,
342,Corp. Expert LightingLtd., , ,,,,,2004-10-12T10:41:26,5,
357,Corp. Famous QuestsLtd., , ,,,,,2004-10-12T10:41:26,6,
377,Corp. Humble QuestsLtd., , ,,,,,2004-10-12T10:41:26,1,
