orderid,productid,unitprice,quantity,discount
10342,36,15.2,40,0.0
10857,3,10.0,30,0.0
10754,40,18.4,3,0.0
10354,1,14.4,12,0.0
10802,55,24.0,60,0.0
10669,36,19.0,30,0.0
10616,56,38.0,14,0.0
10918,1,18.0,60,0.0
10595,35,18.0,30,0.0
10383,13,4.8,20,0.0
10787,2,19.0,15,0.0
10282,30,20.7,6,0.0
11026,51,53.0,10,0.0
10365,11,16.8,24,0.0
10455,39,14.4,20,0.0
10327,11,16.8,50,0.0
10964,38,263.5,5,0.0
10701,71,21.5,20,0.0
10623,35,18.0,30,0.0
10762,56,38.0,60,0.0
10879,40,18.4,12,0.0
10329,30,20.7,8,0.0
10374,58,10.6,15,0.0
10417,68,10.0,36,0.0
10599,62,49.3,10,0.0
10416,19,7.3,20,0.0
10962,7,30.0,45,0.0
10987,43,46.0,6,0.0
10697,35,18.0,9,0.0
10676,19,9.2,7,0.0
10413,76,14.4,14,0.0
10824,41,9.65,12,0.0
10491,44,15.5,15,0.0
11035,42,14.0,30,0.0
10946,77,13.0,40,0.0
10609,10,31.0,10,0.0
10274,72,27.8,7,0.0
10656,44,19.45,28,0.0
10900,70,15.0,3,0.0
10372,60,27.2,70,0.0
10312,28,36.4,4,0.0
10444,17,31.2,10,0.0
10654,4,22.0,12,0.0
10932,62,49.3,14,0.0
10714,17,39.0,27,0.0
11042,44,19.45,15,0.0
11030,29,123.79,60,0.0
10830,68,12.5,24,0.0
11077,10,31.0,1,0.0
10464,43,36.8,3,0.0
10512,24,4.5,10,0.0
10993,29,123.79,50,0.0
10688,10,31.0,18,0.0
10585,47,9.5,15,0.0
11058,60,34.0,21,0.0
10524,30,25.89,10,0.0
10998,75,7.75,30,0.0
10263,30,20.7,60,0.0
10395,69,28.8,8,0.0
10670,75,7.75,25,0.0
10628,1,18.0,25,0.0
10568,10,31.0,5,0.0
10976,28,45.6,20,0.0
11077,14,23.25,1,0.0
10995,51,53.0,20,0.0
11077,46,12.0,3,0.0
10990,55,24.0,65,0.0
10454,16,13.9,20,0.0
10605,60,34.0,70,0.0
10257,39,14.4,6,0.0
11013,42,14.0,4,0.0
10776,45,9.5,27,0.0
10450,10,24.8,20,0.0
10897,30,25.89,36,0.0
11075,46,12.0,30,0.0
10686,26,31.23,15,0.0
10566,11,21.0,35,0.0
11064,41,9.65,12,0.0
10989,41,9.65,4,0.0
10654,54,7.45,6,0.0
10447,71,17.2,2,0.0
10633,12,38.0,36,0.0
10591,3,10.0,14,0.0
10330,72,27.8,25,0.0
10816,62,49.3,20,0.0
10695,12,38.0,4,0.0
11039,49,20.0,60,0.0
10534,54,7.45,10,0.0
10396,72,27.8,21,0.0
10870,35,18.0,3,0.0
10938,43,46.0,24,0.0
10912,11,21.0,40,0.0
10858,7,30.0,5,0.0
10729,1,18.0,50,0.0
10387,24,3.6,15,0.0
