charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1728610,9949,442,9,1999-07-31T10:45:49,2193.0,9949,
1995651,9198,481,5,1999-07-21T10:51:00,455.0,9198,
1759608,9915,380,2,1999-08-06T10:48:11,4394.0,9915,
1377262,8038,454,2,1999-07-04T10:49:34,4167.0,8038,
1023709,9430,484,3,1999-07-08T10:45:24,515.0,9430,
67098,8609,493,5,1999-10-02T10:48:46,1834.0,28609,
1198504,8174,497,3,1999-06-30T10:51:13,1315.0,8174,
1020164,5974,423,2,1999-08-06T10:45:08,4319.0,5974,
1896644,8497,167,3,1999-06-17T10:51:05,151.0,8497,
1282321,8236,417,3,1999-08-08T10:49:58,1207.0,8236,
1930321,8730,465,3,1999-07-09T10:45:56,2793.0,8730,
1216088,8077,469,7,1999-09-24T10:44:50,3357.0,28077,
622040,9935,488,4,1999-08-23T10:45:17,3626.0,19935,
1828501,5976,475,4,1999-09-28T10:45:48,3985.0,25976,
1598593,7443,434,6,1999-09-22T10:51:13,1776.0,27443,
1166068,9774,488,2,1999-08-25T10:48:42,1900.0,19774,
754726,7832,494,2,1999-06-19T10:47:50,3151.0,7832,
757696,9991,459,10,1999-07-15T10:48:03,4990.0,9991,
1288555,7179,500,9,1999-07-15T10:50:27,3443.0,7179,
906282,9916,494,8,1999-09-03T10:44:05,1592.0,19916,
1969379,9708,414,2,1999-08-11T10:48:57,4570.0,9708,
29268,7916,490,10,1999-07-07T10:45:52,340.0,7916,
825324,5150,491,9,1999-07-17T10:45:33,1332.0,5150,
1247142,7337,499,9,1999-07-18T10:47:15,2349.0,7337,
1514401,4488,499,3,1999-09-11T10:44:41,3712.0,14488,
1485233,9745,453,2,1999-08-13T10:50:11,4443.0,19745,
1965154,8278,468,9,1999-09-18T10:48:37,641.0,28278,
1257527,3455,470,6,1999-09-20T10:48:02,4104.0,23455,
1683892,9685,431,4,1999-06-29T10:50:05,32.0,9685,
1800421,3656,484,7,1999-09-23T10:43:40,1133.0,23656,
1989526,1930,474,10,1999-06-28T10:50:31,2752.0,1930,
1166,9161,434,2,1999-07-30T10:43:43,1234.0,9161,
999238,6298,202,3,1999-06-16T10:51:16,2175.0,6298,
1964404,4695,497,6,1999-10-04T10:48:34,559.0,24695,
928452,9012,449,5,1999-09-27T10:45:48,1477.0,29012,
695354,7395,421,10,1999-10-05T10:50:58,3141.0,27395,
1294287,7287,497,8,1999-07-07T10:50:54,182.0,7287,
1141578,8275,424,6,1999-08-08T10:46:49,1868.0,8275,
1071763,8957,498,4,1999-08-07T10:49:08,4489.0,8957,
1143544,3378,475,2,1999-07-31T10:46:58,3990.0,3378,
1871080,8019,499,4,1999-09-24T10:49:05,400.0,28019,
785700,7149,362,4,1999-07-12T10:50:13,2475.0,7149,
1377183,9527,427,10,1999-08-03T10:49:34,2064.0,9527,
682164,9925,495,10,1999-06-25T10:49:57,1995.0,9925,
1318245,7877,490,3,1999-08-10T10:44:59,3837.0,7877,
768627,9544,434,9,1999-09-11T10:48:54,1263.0,19544,
529215,9970,468,6,1999-09-03T10:45:51,3327.0,19970,
71668,9765,230,3,1999-07-26T10:49:08,2801.0,9765,
1945880,8326,399,9,1999-06-24T10:47:09,3752.0,8326,
1879090,2654,497,4,1999-07-07T10:49:42,2742.0,2654,
1008116,7740,385,5,1999-06-25T10:44:14,153.0,7740,
914168,9540,424,2,1999-07-30T10:44:40,2925.0,9540,
37249,8958,487,5,1999-07-19T10:46:29,1516.0,8958,
1949862,7955,490,5,1999-08-20T10:47:27,3303.0,17955,
61836,9678,497,5,1999-09-07T10:48:22,2900.0,19678,
1371041,7224,497,2,1999-08-18T10:49:05,809.0,17224,
946512,7790,482,9,1999-06-30T10:47:12,3840.0,7790,
1618385,6029,431,4,1999-08-15T10:45:00,2786.0,16029,
1249678,5514,488,5,1999-08-21T10:47:27,169.0,15514,
88635,8886,246,8,1999-09-30T10:50:27,2135.0,28886,
1554682,9552,488,7,1999-06-30T10:47:49,1723.0,9552,
752580,8885,484,2,1999-10-06T10:47:40,2141.0,28885,
934980,7640,476,5,1999-09-05T10:46:18,608.0,17640,
1983666,5511,468,7,1999-08-31T10:50:04,339.0,15511,
1678227,5356,422,4,1999-06-26T10:49:39,1332.0,5356,
856827,3644,463,8,1999-09-08T10:47:59,1857.0,13644,
67068,8985,475,4,1999-10-05T10:48:46,1530.0,28985,
1643173,8528,492,9,1999-09-27T10:46:56,2952.0,28528,
1236242,7972,379,7,1999-08-07T10:46:25,74.0,7972,
1965750,7296,492,6,1999-07-28T10:48:40,3902.0,7296,
1327350,9508,477,6,1999-07-11T10:45:43,628.0,9508,
1496114,8057,187,7,1999-07-08T10:51:02,4482.0,8057,
1411128,6479,454,6,1999-09-03T10:44:27,3501.0,16479,
1195102,2473,475,5,1999-10-05T10:50:57,1908.0,22473,
568917,9281,418,5,1999-10-02T10:48:55,2027.0,29281,
848724,5199,477,6,1999-07-08T10:47:22,2517.0,5199,
1200095,9996,493,7,1999-06-17T10:43:38,366.0,9996,
1931128,9849,478,10,1999-09-16T10:46:00,2764.0,29849,
1630314,8655,323,5,1999-08-16T10:45:56,4171.0,18655,
538632,7726,494,9,1999-10-01T10:46:35,2990.0,27726,
1131952,7700,488,7,1999-09-15T10:46:04,848.0,27700,
1446726,9765,492,9,1999-10-13T10:47:13,3241.0,0,
1901797,9647,447,3,1999-08-20T10:43:45,2035.0,19647,
811876,6139,444,8,1999-09-24T10:44:30,381.0,26139,
1785730,9474,437,3,1999-06-25T10:50:14,2660.0,9474,
1909537,8632,329,8,1999-07-03T10:44:20,3453.0,8632,
1138082,9548,489,7,1999-08-20T10:46:33,1845.0,19548,
1001701,4154,499,8,1999-07-31T10:43:45,607.0,4154,
1870898,5339,453,5,1999-08-31T10:49:04,130.0,15339,
1782178,9796,473,8,1999-09-10T10:49:57,2500.0,19796,
1562064,2551,412,10,1999-09-21T10:48:23,3329.0,22551,
579369,9730,347,7,1999-09-24T10:49:44,1890.0,29730,
1879877,1792,472,8,1999-09-01T10:49:46,334.0,11792,
1928899,6116,341,8,1999-09-10T10:45:50,493.0,16116,
1391589,9664,472,6,1999-09-17T10:50:41,2592.0,29664,
679414,9254,470,2,1999-09-26T10:49:44,4579.0,29254,
1063775,9708,486,4,1999-07-30T10:48:31,1635.0,9708,
911147,5919,400,5,1999-09-16T10:44:27,3685.0,25919,
