playerid,award,year,lgid,note,pos
abdulka01,Защитная команда года,1969,NBA,,
abdulka01,Вторая команда всех звезд НБА,1969,NBA,,"""С"""
abdulka01,Роки года,1969,NBA,,
abdulka01,Защитная команда года,1970,NBA,,
abdulka01,Сборная НБА по результатам голосования,1970,NBA,,"""С"""
abdulka01,Финальный MVP,1970,NBA,,
abdulka01,Самый ценный игрок,1970,NBA,,
abdulka01,Сборная НБА по результатам голосования,1971,NBA,,"""С"""
abdulka01,Самый ценный игрок,1971,NBA,,
abdulka01,Сборная НБА по результатам голосования,1972,NBA,,"""С"""
abdulka01,Защитная команда первой команды,1973,NBA,,
abdulka01,Сборная НБА по результатам голосования,1973,NBA,,"""С"""
abdulka01,Самый ценный игрок,1973,NBA,,
abdulka01,Защитная команда первой команды,1974,NBA,,
abdulka01,Защитная команда года,1975,NBA,,
abdulka01,Сборная НБА по результатам голосования,1975,NBA,,"""С"""
abdulka01,Самый ценный игрок,1975,NBA,,
abdulka01,Защитная команда года,1976,NBA,,
abdulka01,Сборная НБА по результатам голосования,1976,NBA,,"""С"""
abdulka01,Самый ценный игрок,1976,NBA,,
abdulka01,Защитная команда года,1977,NBA,вязка,
abdulka01,Вторая команда всех звезд НБА,1977,NBA,,"""С"""
abdulka01,Защитная команда первой команды,1978,NBA,,
abdulka01,Вторая команда всех звезд НБА,1978,NBA,,"""С"""
abdulka01,Защитная команда первой команды,1979,NBA,,
abdulka01,Сборная НБА по результатам голосования,1979,NBA,,"""С"""
abdulka01,Самый ценный игрок,1979,NBA,,
abdulka01,Защитная команда первой команды,1980,NBA,,
abdulka01,Сборная НБА по результатам голосования,1980,NBA,,"""С"""
abdulka01,Вторая команда всех звезд НБА,1982,NBA,,"""С"""
abdulka01,Защитная команда года,1983,NBA,,
abdulka01,Сборная НБА по результатам голосования,1983,NBA,,"""С"""
abdulka01,Вторая команда всех звезд НБА,1984,NBA,,"""С"""
abdulka01,Финальный MVP,1984,NBA,,
abdulka01,Сборная НБА по результатам голосования,1985,NBA,,"""С"""
abdulma02,Самый улучшившийся игрок,1992,NBA,,
adamsal01,Роки года,1975,NBA,,
aingeda01,Исполнитель года,2007,NBA,,
aldrila01,Сборная всех звёзд НБА третьей команды,2010,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
allenra02,Сборная всех звёзд НБА третьей команды,2000,NBA,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык."
allenra02,Вторая команда всех звезд НБА,2004,NBA,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык."
allento01,Защитная команда года,2010,NBA,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык."
allento01,Защитная команда первой команды,2011,NBA,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык."
anderry01,Самый улучшившийся игрок,2011,NBA,,
anthoca01,Сборная всех звёзд НБА третьей команды,2005,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
anthoca01,Сборная всех звёзд НБА третьей команды,2006,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
anthoca01,Сборная всех звёзд НБА третьей команды,2008,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
anthoca01,Вторая команда всех звезд НБА,2009,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
anthoca01,Сборная всех звёзд НБА третьей команды,2011,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
archina01,Вторая команда всех звезд НБА,1971,NBA,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык."
archina01,Сборная НБА по результатам голосования,1972,NBA,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык."
archina01,Сборная НБА по результатам голосования,1974,NBA,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык."
archina01,Сборная НБА по результатам голосования,1975,NBA,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык."
archina01,Вторая команда всех звезд НБА,1980,NBA,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык."
arenagi01,Самый улучшившийся игрок,2002,NBA,,
arenagi01,Сборная всех звёзд НБА третьей команды,2004,NBA,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык."
arenagi01,Сборная всех звёзд НБА третьей команды,2005,NBA,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык."
arenagi01,Вторая команда всех звезд НБА,2006,NBA,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык."
arizipa01,Сборная НБА по результатам голосования,1951,NBA,,
arizipa01,Сборная НБА по результатам голосования,1955,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
arizipa01,Сборная НБА по результатам голосования,1956,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
arizipa01,Вторая команда всех звезд НБА,1958,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
armstda01,Самый улучшившийся игрок,1998,NBA,,
armstda01,Шестой игрок года,1998,NBA,,
artesro01,Защитная команда года,2002,NBA,,
artesro01,Защитная команда первой команды,2003,NBA,,
artesro01,Сборная всех звёзд НБА третьей команды,2003,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
artesro01,Защитник года,2003,NBA,,
artesro01,Защитная команда первой команды,2005,NBA,,
artesro01,Защитная команда года,2008,NBA,,
artesro01,Премия Дж. Уолтера Кеннеди за гражданство,2010,NBA,,
augusdj01,Все-новичок второй команды,2008,NBA,вязка,
austiis01,Самый улучшившийся игрок,1996,NBA,,
bakervi01,Сборная всех звёзд НБА третьей команды,1996,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
bakervi01,Вторая команда всех звезд НБА,1997,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
barbole01,Шестой игрок года,2006,NBA,,
barklch01,Вторая команда всех звезд НБА,1985,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
barklch01,Вторая команда всех звезд НБА,1986,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
barklch01,Сборная НБА по результатам голосования,1987,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
barklch01,Сборная НБА по результатам голосования,1988,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
barklch01,Сборная НБА по результатам голосования,1989,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
barklch01,Сборная НБА по результатам голосования,1990,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
barklch01,Вторая команда всех звезд НБА,1991,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
barklch01,Сборная НБА по результатам голосования,1992,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
barklch01,Самый ценный игрок,1992,NBA,,
barklch01,Вторая команда всех звезд НБА,1993,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
barklch01,Вторая команда всех звезд НБА,1994,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
barklch01,Сборная всех звёзд НБА третьей команды,1995,NBA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
barnema01,Вторая команда All-ABA,1974,ABA,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
barnema01,Роки года,1974,ABA,,
