statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
831,831,1999-08-13T00:00:00,1999-09-02T00:00:00,5815.0,
1678,1678,1999-08-13T00:00:00,1999-09-02T00:00:00,1080.0,
1830,1830,1999-08-13T00:00:00,1999-09-02T00:00:00,7330.0,
2634,2634,1999-08-13T00:00:00,1999-09-02T00:00:00,9123.0,
3040,3040,1999-08-13T00:00:00,1999-09-02T00:00:00,11500.0,
3294,3294,1999-08-13T00:00:00,1999-09-02T00:00:00,4375.0,
3612,3612,1999-08-13T00:00:00,1999-09-02T00:00:00,7363.0,
3640,3640,1999-08-13T00:00:00,1999-09-02T00:00:00,16891.0,
4387,4387,1999-08-13T00:00:00,1999-09-02T00:00:00,9718.0,
4434,4434,1999-08-13T00:00:00,1999-09-02T00:00:00,10479.0,
4490,4490,1999-08-13T00:00:00,1999-09-02T00:00:00,10971.0,
5021,5021,1999-08-13T00:00:00,1999-09-02T00:00:00,17874.0,
5055,5055,1999-08-13T00:00:00,1999-09-02T00:00:00,10244.0,
5401,5401,1999-08-13T00:00:00,1999-09-02T00:00:00,15554.0,
5449,5449,1999-08-13T00:00:00,1999-09-02T00:00:00,8405.0,
5962,5962,1999-08-13T00:00:00,1999-09-02T00:00:00,28367.0,
6058,6058,1999-08-13T00:00:00,1999-09-02T00:00:00,13093.0,
6097,6097,1999-08-13T00:00:00,1999-09-02T00:00:00,8501.0,
6374,6374,1999-08-13T00:00:00,1999-09-02T00:00:00,14755.0,
6675,6675,1999-08-13T00:00:00,1999-09-02T00:00:00,14965.0,
6704,6704,1999-08-13T00:00:00,1999-09-02T00:00:00,22719.0,
6930,6930,1999-08-13T00:00:00,1999-09-02T00:00:00,4372.0,
7009,7009,1999-08-13T00:00:00,1999-09-02T00:00:00,16801.0,
7083,7083,1999-08-13T00:00:00,1999-09-02T00:00:00,19401.0,
7264,7264,1999-08-13T00:00:00,1999-09-02T00:00:00,22960.0,
7282,7282,1999-08-13T00:00:00,1999-09-02T00:00:00,12788.0,
7472,7472,1999-08-13T00:00:00,1999-09-02T00:00:00,21577.0,
7663,7663,1999-08-13T00:00:00,1999-09-02T00:00:00,13758.0,
7729,7729,1999-08-13T00:00:00,1999-09-02T00:00:00,31563.0,
7792,7792,1999-08-13T00:00:00,1999-09-02T00:00:00,11162.0,
8131,8131,1999-08-13T00:00:00,1999-09-02T00:00:00,22401.0,
8163,8163,1999-08-13T00:00:00,1999-09-02T00:00:00,17723.0,
8339,8339,1999-08-13T00:00:00,1999-09-02T00:00:00,19958.0,
8409,8409,1999-08-13T00:00:00,1999-09-02T00:00:00,29984.0,
8797,8797,1999-08-13T00:00:00,1999-09-02T00:00:00,23200.0,
8902,8902,1999-08-13T00:00:00,1999-09-02T00:00:00,37111.0,
8914,8914,1999-08-13T00:00:00,1999-09-02T00:00:00,16939.0,
9041,9041,1999-08-13T00:00:00,1999-09-02T00:00:00,44282.0,
9215,9215,1999-08-13T00:00:00,1999-09-02T00:00:00,27284.0,
9262,9262,1999-08-13T00:00:00,1999-09-02T00:00:00,46076.0,
9321,9321,1999-08-13T00:00:00,1999-09-02T00:00:00,44601.0,
9330,9330,1999-08-13T00:00:00,1999-09-02T00:00:00,71385.0,
9419,9419,1999-08-13T00:00:00,1999-09-02T00:00:00,37915.0,
9472,9472,1999-08-13T00:00:00,1999-09-02T00:00:00,24421.0,
9493,9493,1999-08-13T00:00:00,1999-09-02T00:00:00,48261.0,
9636,9636,1999-08-13T00:00:00,1999-09-02T00:00:00,44397.0,
9694,9694,1999-08-13T00:00:00,1999-09-02T00:00:00,15272.0,
9754,9754,1999-08-13T00:00:00,1999-09-02T00:00:00,35476.0,
9773,9773,1999-08-13T00:00:00,1999-09-02T00:00:00,45124.0,
9790,9790,1999-08-13T00:00:00,1999-09-02T00:00:00,59354.0,
9891,9891,1999-08-13T00:00:00,1999-09-02T00:00:00,45402.0,
9968,9968,1999-08-13T00:00:00,1999-09-02T00:00:00,61084.0,
10000,10000,1999-08-13T00:00:00,1999-09-02T00:00:00,119068.0,
13024,3024,1999-09-13T00:00:00,1999-10-03T00:00:00,3336.0,
13535,3535,1999-09-13T00:00:00,1999-10-03T00:00:00,3065.0,
16019,6019,1999-09-13T00:00:00,1999-10-03T00:00:00,4644.0,
16311,6311,1999-09-13T00:00:00,1999-10-03T00:00:00,16097.0,
16430,6430,1999-09-13T00:00:00,1999-10-03T00:00:00,15413.0,
16625,6625,1999-09-13T00:00:00,1999-10-03T00:00:00,9080.0,
16758,6758,1999-09-13T00:00:00,1999-10-03T00:00:00,4340.0,
16919,6919,1999-09-13T00:00:00,1999-10-03T00:00:00,5446.0,
16946,6946,1999-09-13T00:00:00,1999-10-03T00:00:00,2051.0,
17073,7073,1999-09-13T00:00:00,1999-10-03T00:00:00,1075.0,
17085,7085,1999-09-13T00:00:00,1999-10-03T00:00:00,17600.0,
17332,7332,1999-09-13T00:00:00,1999-10-03T00:00:00,5601.0,
17555,7555,1999-09-13T00:00:00,1999-10-03T00:00:00,8806.0,
17650,7650,1999-09-13T00:00:00,1999-10-03T00:00:00,9993.0,
17682,7682,1999-09-13T00:00:00,1999-10-03T00:00:00,15185.0,
