charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
922835,1678,487,3,1999-07-29T10:45:20,1080.0,1678,
1914015,9215,462,2,1999-06-24T10:44:40,454.0,9215,
852732,7386,490,10,1999-10-01T10:47:41,635.0,27386,
1773248,7332,500,4,1999-09-12T10:49:15,2128.0,17332,
1577939,7264,416,3,1999-07-19T10:49:37,895.0,7264,
1640218,9820,324,10,1999-08-18T10:46:43,3264.0,19820,
1816476,9254,452,5,1999-10-09T10:44:51,4092.0,29254,
1999511,6675,487,7,1999-07-23T10:51:17,573.0,6675,
708185,3538,310,6,1999-09-20T10:44:14,3873.0,23538,
1890806,570,478,3,1999-09-24T10:50:37,1925.0,20570,
1244512,1830,500,5,1999-06-23T10:47:03,4476.0,1830,
1452202,8444,496,6,1999-10-01T10:47:39,2916.0,28444,
941610,6058,486,8,1999-08-04T10:46:49,3739.0,6058,
1598669,9081,462,3,1999-09-06T10:51:14,404.0,19081,
842424,5962,388,9,1999-07-29T10:46:53,4452.0,5962,
575754,3535,439,6,1999-08-19T10:49:27,3065.0,13535,
1148048,9940,477,3,1999-10-06T10:47:19,1264.0,29940,
1087524,9155,470,10,1999-09-06T10:50:22,3782.0,19155,
1390693,6625,468,9,1999-08-17T10:50:37,4319.0,16625,
55492,6019,112,5,1999-09-04T10:47:53,4340.0,16019,
1799285,3024,486,10,1999-08-26T10:51:16,2683.0,13024,
889797,9891,497,7,1999-08-05T10:50:33,3594.0,9891,
703259,9936,483,3,1999-08-17T10:43:52,4482.0,19936,
79229,6430,497,2,1999-09-03T10:49:43,4188.0,16430,
1986766,9330,478,5,1999-06-22T10:50:18,1487.0,9330,
705751,4254,347,4,1999-09-14T10:44:03,4005.0,24254,
1166626,5351,435,3,1999-10-04T10:48:44,3545.0,25351,
581834,1976,499,3,1999-09-29T10:49:55,4010.0,21976,
837164,2293,453,3,1999-10-07T10:46:29,2079.0,22293,
1566764,9712,421,3,1999-08-25T10:48:45,1511.0,19712,
1945584,6611,482,8,1999-09-30T10:47:08,1585.0,26611,
610418,7555,334,2,1999-09-07T10:44:24,4550.0,17555,
86231,2903,369,10,1999-09-27T10:50:16,2534.0,22903,
1124631,9321,498,4,1999-06-26T10:45:30,4486.0,9321,
1052294,9773,405,4,1999-08-12T10:47:39,1054.0,9773,
1421391,9041,498,2,1999-06-26T10:45:14,1480.0,9041,
1464617,9975,336,10,1999-08-17T10:48:35,793.0,19975,
