provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
112,Prov. Boston Li, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,9,
207,Prov. Apex Ques, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,5,
220,Prov. Boston Tr, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
230,Prov. Computer, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,3,
261,Prov. Giant Key, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,6,
295,Prov. Just Oper, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
296,Prov. Just Petr, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
310,Prov. Apex Tran, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
312,Prov. Boston Li, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
315,Prov. Boston Op, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
324,Prov. Computer, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
334,Prov. Driven Ne, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
336,Prov. Driven Pe, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,6,
347,Prov. Expert Qu, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
368,Prov. Giant Res, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
369,Prov. Giant Sai, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
375,Prov. Humble Op, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
383,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,6,
385,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
388,Prov. Imperial, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,5,
390,Prov. Imperial, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
391,Prov. Just Key, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,4,
393,Prov. Just Mach, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
395,Prov. Just Oper, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
405,Prov. Apex Oper, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
406,Prov. Apex Petr, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
414,Prov. Boston Ne, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
416,Prov. Boston Pe, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,5,
421,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
422,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
429,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
432,Prov. Driven Li, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,3,
433,Prov. Driven Ma, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
435,Prov. Driven Op, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
439,Prov. Driven Sa, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,5,
449,Prov. Expert Sa, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
452,Prov. Famous Li, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
453,Prov. Famous Ma, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
459,Prov. Famous Sa, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
460,Prov. Famous Tr, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
462,Prov. Giant Lig, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
463,Prov. Giant Mac, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
466,Prov. Giant Pet, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
468,Prov. Giant Res, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
470,Prov. Giant Tra, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
473,Prov. Humble Ma, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
477,Prov. Humble Qu, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
478,Prov. Humble Re, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
481,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
482,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
483,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
485,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
486,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
487,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
488,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
489,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
490,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,6,
491,Prov. Just Key, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
492,Prov. Just Ligh, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
493,Prov. Just Mach, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
494,Prov. Just Need, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,3,
495,Prov. Just Oper, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
496,Prov. Just Petr, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
497,Prov. Just Ques, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
498,Prov. Just Rest, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,4,
499,Prov. Just Sail, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
500,Prov. Just Tran, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
37,Prov. Driven Qu, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,7,
443,Prov. Expert Ma, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
271,Prov. Humble Ke, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
49,Prov. Expert Sa, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,9,
304,Prov. Apex Need, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,4,
