yearid,round,playerid,teamid,lgid,g,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
2000,ALDS2,javiest01,SEA,AL,3,6,0,1,0,0,0,1,0,0.0,0,3,0.0,0.0,1.0,0.0,0.0
1936,WS,danniha01,NY1,NL,2,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1977,WS,landera01,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1980,NLCS,niekrjo01,HOU,NL,1,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1942,WS,priddje01,NYA,AL,3,10,0,1,1,0,0,1,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
2003,NLDS1,alfoned01,SFN,NL,4,17,3,9,4,0,0,5,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
1962,WS,mccovwi01,SFN,NL,4,15,2,3,0,1,1,1,0,0.0,1,3,0.0,0.0,0.0,0.0,0.0
1942,WS,staintu01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1986,WS,bucknbi01,BOS,AL,7,32,2,6,0,0,0,1,0,0.0,0,3,0.0,1.0,0.0,0.0,1.0
1995,NLDS1,weisswa01,COL,NL,4,12,1,2,0,0,0,0,1,0.0,3,3,1.0,1.0,0.0,0.0,0.0
2010,WS,cruzne02,TEX,AL,5,20,2,4,2,0,1,3,0,0.0,0,5,0.0,0.0,0.0,0.0,0.0
1978,WS,lacyle01,LAN,NL,4,14,0,2,0,0,0,1,0,0.0,1,3,0.0,0.0,0.0,0.0,2.0
1974,WS,fingero01,OAK,AL,4,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1968,WS,maxvida01,SLN,NL,7,22,1,0,0,0,0,0,0,0.0,3,5,0.0,0.0,0.0,0.0,0.0
2009,NLDS2,torreyo01,COL,NL,4,14,1,5,2,0,1,4,0,0.0,0,5,0.0,0.0,1.0,0.0,0.0
1886,WS,hudsona01,SL4,AA,2,6,1,1,0,1,0,0,0,,1,3,0.0,,,,
1995,NLDS2,karroer01,LAN,NL,3,12,3,6,1,0,2,4,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
1982,NLCS,hernake01,SLN,NL,3,12,3,4,0,0,0,1,0,0.0,2,3,2.0,0.0,0.0,0.0,0.0
1962,WS,halleto01,SFN,NL,4,14,1,4,1,0,1,3,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1976,WS,masonji01,NYA,AL,3,1,1,1,0,0,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1993,WS,butlero01,TOR,AL,2,2,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1997,WS,anderbr02,CLE,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1969,WS,ryanno01,NYN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2004,NLDS2,furcara01,ATL,NL,5,21,5,8,0,1,2,4,3,0.0,3,3,0.0,1.0,1.0,0.0,0.0
1998,ALDS1,oleartr01,BOS,AL,4,16,0,1,0,0,0,0,0,0.0,1,4,0.0,0.0,0.0,0.0,0.0
1988,WS,saxst01,LAN,NL,5,20,3,6,0,0,0,0,1,1.0,1,1,0.0,1.0,0.0,0.0,0.0
2004,ALDS1,cabreor01,BOS,AL,3,13,1,2,1,0,0,3,0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
1997,WS,thomeji01,CLE,AL,7,28,8,8,0,1,2,4,0,0.0,5,7,0.0,0.0,0.0,0.0,2.0
2003,ALCS,mccarda01,BOS,AL,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2010,NLCS,garcija01,SFN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,perryhe01,CHA,AL,3,9,0,4,1,0,0,1,0,0.0,2,2,0.0,0.0,0.0,1.0,0.0
2001,NLDS2,bautida01,ARI,NL,3,6,1,0,0,0,0,1,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1956,WS,drysddo01,BRO,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1997,NLDS1,brownke01,FLO,NL,1,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1979,NLCS,seaveto01,CIN,NL,1,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1970,WS,lopezma01,BAL,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1992,ALCS,sierrru01,OAK,AL,6,24,4,8,2,1,1,7,1,2.0,2,1,0.0,0.0,0.0,2.0,1.0
1983,WS,bystrma01,PHI,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1889,WS,bushodo01,BR3,AA,3,8,0,0,0,0,0,0,0,,1,0,0.0,,,,
1995,NLCS,schoupe01,CIN,NL,2,5,0,0,0,0,0,0,0,0.0,0,4,0.0,0.0,0.0,0.0,0.0
1987,NLCS,hammaat01,SFN,NL,2,3,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1980,WS,bowala01,PHI,NL,6,24,3,9,1,0,0,2,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1931,WS,roettwa01,SLN,NL,3,14,1,4,1,0,0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0
2000,WS,mcewijo01,NYN,NL,3,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1981,NWDIV,lopesda01,LAN,NL,5,20,1,4,1,0,0,0,1,0.0,3,7,1.0,0.0,0.0,0.0,0.0
1955,WS,larsedo01,NYA,AL,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1982,WS,oberkke01,SLN,NL,7,24,4,7,1,0,0,1,2,0.0,2,1,0.0,0.0,0.0,0.0,0.0
2012,ALCS,valvejo01,DET,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,,,,,
1998,NLDS1,moranmi01,CHN,NL,3,9,1,2,0,0,0,1,0,1.0,2,2,1.0,0.0,0.0,1.0,0.0
2002,WS,bellda01,SFN,NL,7,23,4,7,0,0,1,4,0,1.0,5,4,0.0,1.0,0.0,0.0,1.0
2004,ALDS1,molinbe01,ANA,AL,3,6,0,1,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
2006,WS,guillca01,DET,AL,5,17,2,6,1,1,0,2,1,0.0,3,4,0.0,0.0,0.0,0.0,0.0
1995,ALDS2,fermife01,SEA,AL,3,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1981,NEDIV,mcbriba01,PHI,NL,4,15,1,3,1,0,0,0,0,0.0,0,5,0.0,0.0,0.0,0.0,0.0
