lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
15,abbotky01,,,1968,2,18,USA,MA,Newburyport,,,,,,,Kyle,Abbott,,Lawrence Kyle,,200,76,L,L,9/10/1991,8/24/1996,Cal St. Long Beach,abbotky01,abbotky01,abbok001,abbotky01,abbotky01
52,adamsbo04,,,1952,1,6,USA,PA,Pittsburgh,,,,,,,Bob,Adams,,Robert Melvin,,200,74,R,R,7/10/1977,9/29/1977,UCLA,adamsbo04,adamsbo04,adamb105,adamsbo04,adamsbo04
72,adamswi02,,,1972,10,8,USA,NM,Gallup,,,,,,,Willie,Adams,,William Edward,,215,79,R,R,6/11/1996,8/14/1997,Stanford,adamswi02,adamswi02,adamw001,adamswi02,adamswi02
74,adamsmi01,,,1947,9,13,USA,CA,San Diego,,,,,,,Mike,Adamson,,John Michael,,185,74,R,R,7/1/1967,5/7/1969,,adamsmi01,adamsmi01,adamm101,adamsmi01,adamsmi01
98,ahearpa01,,,1969,12,10,USA,CA,San Francisco,,,,,,,Pat,Ahearne,,Patrick Howard,,195,75,R,R,6/14/1995,6/30/1995,Pepperdine,ahearpa01,ahearpa01,aheap001,ahearpa01,ahearpa01
118,albrija01,,,1921,6,30,USA,FL,St. Petersburg,1991.0,7.0,22.0,USA,CA,San Diego,Jack,Albright,,Harold John,,175,69,R,R,5/19/1947,7/27/1947,,albrija01,albrija01,albrj101,albrija01,albrija01
126,aldremi01,,,1961,1,29,USA,CA,Carmel,,,,,,,Mike,Aldrete,,Michael Peter,,180,71,L,L,5/28/1986,9/29/1996,Stanford,aldremi01,aldremi01,aldrm001,aldremi01,aldremi01
154,allendu01,,,1972,8,9,USA,OK,Oklahoma City,,,,,,,Dusty,Allen,,,,215,76,R,R,7/1/2000,10/1/2000,,allendu01,allendu01,alled001,allendu01,allendu01
165,allenki01,,,1953,4,5,USA,CA,Fontana,,,,,,,Kim,Allen,,Kim Bryant,,175,71,R,R,9/2/1980,9/29/1981,Cal Riverside,allenki01,allenki01,allek101,allenki01,allenki01
218,alvarga01,,,1974,3,6,Mexico,26,Navojoa,,,,,,,Gabe,Alvarez,,,,185,73,R,R,6/22/1998,9/30/2000,,alvarga01,alvarga01,alvag001,alvarga01,alvarga01
229,amalfjo01,amalfjo01m,,1934,1,23,USA,CA,San Pedro,,,,,,,Joey,Amalfitano,,John Joseph,,175,71,R,R,5/3/1954,6/27/1967,,amalfjo01,amalfjo01,amalj101,amalfjo01,amalfjo01
230,amarari01,,,1962,4,1,USA,CA,Visalia,,,,,,,Rich,Amaral,,Richard Louis,,175,72,R,R,5/27/1991,6/14/2000,UCLA,amarari01,amarari01,amarr001,amarari01,amarari01
232,amaroru02,,,1965,2,12,USA,PA,Philadelphia,,,,,,,Ruben,Amaro,,Ruben (Jr.),,170,70,B,R,6/8/1991,9/27/1998,Stanford,amaroru02,amaroru02,amarr002,amaroru02,amaroru02
234,amelued01,,,1959,4,13,USA,CA,Fullerton,,,,,,,Ed,Amelung,,Edward Allen,,180,71,L,L,7/28/1984,7/7/1986,San Diego State,amelued01,amelued01,amele001,amelued01,amelued01
246,anderbr01,,anderbr01h,1964,1,18,USA,MD,Silver Spring,,,,,,,Brady,Anderson,,Brady Kevin,,170,73,L,L,4/4/1988,5/20/2002,Cal Irvine,anderbr01,anderbr01,andeb001,anderbr01,anderbr01
288,andrejo02,,,1949,2,9,USA,CA,Monterey Park,,,,,,,John,Andrews,,John Richard,,175,70,L,L,4/8/1973,9/19/1973,,andrejo02,andrejo02,andrj101,andrejo02,andrejo02
312,apodabo01,,,1950,1,31,USA,CA,Los Angeles,,,,,,,Bob,Apodaca,,Robert John,,170,71,R,R,9/18/1973,9/18/1977,,apodabo01,apodabo01,apodb101,apodabo01,apodabo01
328,ardelda01,,,1941,5,27,USA,WA,Seattle,,,,,,,Dan,Ardell,,Daniel Miers,,190,74,L,L,9/14/1961,9/27/1961,USC,ardelda01,ardelda01,arded101,ardelda01,ardelda01
332,arellfr01,,,1882,1,28,USA,CA,Santa Cruz,1918.0,12.0,13.0,USA,CA,San Jose,Frank,Arellanes,,Frank Julian,,180,72,R,R,7/28/1908,8/14/1910,,arellfr01,arellfr01,arelf101,arellfr01,arellfr01
372,asadora01,,,1962,10,20,USA,CA,Fresno,,,,,,,Randy,Asadoor,,Randall Carl,,185,73,R,R,9/14/1986,10/5/1986,Fresno State,asadora01,asadora01,asadr001,asadora01,asadora01
405,augusdo01,,,1963,7,3,USA,CA,Inglewood,,,,,,,Don,August,,Donald Glenn,,190,75,R,R,6/2/1988,10/1/1991,Chapman,augusdo01,augusdo01,augud001,augusdo01,augusdo01
416,austije01,,,1976,10,19,USA,CA,San Bernardino,,,,,,,Jeff,Austin,,,,185,72,R,R,6/26/2001,5/28/2003,Stanford,austije01,austije01,austj002,austije01,austije01
455,badgrre01,,,1902,12,1,USA,WA,Orillia,1998.0,7.0,13.0,USA,WA,Kent,Red,Badgro,,Morris Hiram,,190,72,L,R,6/20/1929,9/18/1930,,badgrre01,badgrre01,badgr101,badgrre01,badgrre01
499,bakerch02,,,1952,12,6,USA,WA,Seattle,,,,,,,Chuck,Baker,,Charles Joseph,,180,71,R,R,4/7/1978,10/4/1981,Loyola Marymount,bakerch02,bakerch02,bakec101,bakerch02,bakerch02
500,bakerda01,,,1957,11,25,USA,IA,Lacona,,,,,,,Dave,Baker,,David Glenn,,185,72,L,R,9/12/1982,9/29/1982,UCLA,bakerda01,bakerda01,baked101,bakerda01,bakerda01
548,ballje01,,,1969,4,17,USA,CA,Merced,,,,,,,Jeff,Ball,,,,185,70,R,R,6/10/1998,6/16/1998,Sacramento CC,ballje01,ballje01,ballj003,ballje01,ballje01
551,ballaje01,,,1963,8,13,USA,MT,Billings,,,,,,,Jeff,Ballard,,Jeffrey Scott,,195,75,L,L,5/9/1987,7/8/1994,Stanford,ballaje01,ballaje01,ballj002,ballaje01,ballaje01
590,barbest02,,,1948,3,13,USA,MI,Grand Rapids,,,,,,,Steve,Barber,,Steven Lee,,190,73,R,R,4/9/1970,5/6/1971,,barbest02,barbest02,barbs101,barbest02,barbest02
593,barbebr01,,,1967,8,16,USA,CA,Long Beach,,,,,,,Bret,Barberie,,Bret Edward,,185,71,B,R,6/16/1991,6/22/1996,USC,barbebr01,barbebr01,barbb001,barbebr01,barbebr01
632,barnela01,,,1974,7,23,USA,CA,Bakersfield,,,,,,,Larry,Barnes,,,,195,73,L,L,4/11/2001,7/31/2003,,barnela01,barnela01,barnl001,barnela01,barnela01
653,barrji01,,barrji01h,1948,2,10,USA,CA,Lynwood,,,,,,,Jim,Barr,,James Leland,,205,75,R,R,7/31/1971,10/2/1983,,barrji01,barrji01,barrj101,barrji01,barrji01
656,barracu01,,,1932,6,20,USA,CA,Sacramento,,,,,,,Cuno,Barragan,,Facundo Anthony,,180,71,R,R,9/1/1961,4/21/1963,,barracu01,barracu01,barrc101,barracu01,barracu01
682,barryha01,,,1891,3,26,USA,CA,Susanville,1969.0,11.0,5.0,USA,NV,Carson City,Hardin,Barry,,Hardin,Finn,185,72,R,R,6/21/1912,7/13/1912,,barryha01,barryha01,barrh101,barryha01,barryha01
684,barryje01,,,1969,9,22,USA,OR,Medford,,,,,,,Jeff,Barry,,Jeffrey Finas,,190,73,B,R,6/9/1995,10/3/1999,San Diego State,barryje01,barryje01,barrj001,barryje01,barryje01
712,bassno01,,,1939,1,21,USA,MS,Laurel,,,,,,,Norm,Bass,,Norman Delaney (Jr.),,205,75,R,R,4/23/1961,4/26/1963,,bassno01,bassno01,bassn101,bassno01,bassno01
731,bathebi01,,,1960,10,14,USA,CA,Downey,,,,,,,Bill,Bathe,,William David,,200,74,R,R,4/12/1986,10/3/1990,Pepperdine,bathebi01,bathebi01,bathb001,bathebi01,bathebi01
784,beanbi01,,,1964,5,11,USA,CA,Santa Ana,,,,,,,Bill,Bean,,William Daro,,185,72,L,L,4/25/1987,7/8/1995,Loyola Marymount,beanbi01,beanbi01,beanb002,beanbi01,beanbi01
793,bearega01,,,1952,8,22,USA,CA,San Diego,,,,,,,Gary,Beare,,Gary Ray,,205,76,R,R,9/7/1976,10/1/1977,Cal St. Long Beach,bearega01,bearega01,bearg101,bearega01,bearega01
852,begleji01,,,1902,9,19,USA,CA,San Francisco,1957.0,2.0,22.0,USA,CA,San Francisco,Jim,Begley,,James Lawrence,Imp,145,66,R,R,5/28/1924,5/28/1924,,begleji01,begleji01,beglj101,begleji01,begleji01
862,belarwa01,,,1930,9,5,USA,CA,St. Helena,1993.0,10.0,21.0,USA,CA,Santa Cruz,Wayne,Belardi,,Carroll Wayne,,185,73,L,L,4/18/1950,9/30/1956,,belarwa01,belarwa01,belaw101,belarwa01,belarwa01
932,benneer01,,,1968,9,13,USA,CA,Yreka,,,,,,,Erik,Bennett,,Erik Hans,,205,74,R,R,5/15/1995,6/8/1996,Cal St. Sacramento,benneer01,benneer01,benne001,benneer01,benneer01
955,berarjo01,,,1917,5,1,USA,CA,Los Angeles,1996.0,5.0,19.0,USA,CA,Los Angeles,Johnny,Berardino,,Giovanni,Bernie,175,71,R,R,4/22/1939,9/19/1952,,berarjo01,berarjo01,beraj101,berarjo01,berarjo01
956,berbelo01,,,1929,11,20,USA,CA,Long Beach,2004.0,4.0,6.0,USA,NV,Las Vegas,Lou,Berberet,,Louis Joseph,,200,71,L,R,9/17/1954,9/25/1960,,berbelo01,berbelo01,berbl101,berbelo01,berbelo01
985,bernavi01,,,1953,10,6,USA,CA,Los Angeles,2006.0,9.0,2.0,USA,CA,Arcadia,Victor,Bernal,,Victor Hugo,,175,73,R,R,4/6/1977,5/17/1977,Cal Poly Pomona,bernavi01,bernavi01,bernv101,bernavi01,bernavi01
1010,berryse01,,,1966,3,22,USA,CA,Santa Monica,,,,,,,Sean,Berry,,Sean Robert,,200,71,R,R,9/17/1990,7/24/2000,UCLA,berryse01,berryse01,berrs001,berryse01,berryse01
1021,besanfr01,,,1931,4,5,USA,CA,Lincoln,,,,,,,Fred,Besana,,Frederick Cyril,,200,75,R,L,4/18/1956,5/13/1956,,besanfr01,besanfr01,besaf101,besanfr01,besanfr01
1032,bettela01,,,1905,9,22,USA,CA,Newark,1978.0,9.0,15.0,USA,LA,New Orleans,Larry,Bettencourt,,Lawrence Joseph,,195,71,R,R,6/2/1928,9/17/1932,,bettela01,bettela01,bettl101,bettela01,bettela01
1055,biddlro01,,,1976,5,21,USA,NV,Las Vegas,,,,,,,Rocky,Biddle,,Lee Francis,,230,75,R,R,8/10/2000,9/6/2004,,biddlro01,biddlro01,biddr001,biddlro01,biddlro01
1081,billibr01,,,1975,4,19,USA,CA,Downey,,,,,,,Brent,Billingsley,,,,200,74,L,L,5/20/1999,10/3/1999,Wichita State,billibr01,billibr01,billb001,billibr01,billibr01
1116,blackbu02,blackbu02m,,1957,6,30,USA,CA,San Mateo,,,,,,,Bud,Black,,Harry Ralston,,180,74,L,L,9/5/1981,7/9/1995,San Diego State,blackbu02,blackbu02,blacb001,blackbu02,blackbu02
1129,blackew01,,blackew01h,1922,10,23,USA,CA,Fresno,1996.0,10.0,29.0,USA,NC,Hendersonville,Ewell,Blackwell,,Ewell,The Whip,195,78,R,R,4/21/1942,4/18/1955,,blackew01,blackew01,blace102,blackew01,blackew01
