raceid,year,round,circuitid,name,date,time,url
1,2009,1,1,Гран-при Австралии,2009-03-29,06:00:00,2009 Австралийский Гран-при
2,2009,2,2,Гран-при Малайзии,2009-04-05,09:00:00,Гран-при Малайзии 2009 года
3,2009,3,17,Гран-при Китая,2009-04-19,07:00:00,"2009 г. Chinese Grand Prix

Версия 080915 | отредактировать | история | обсуждение| создать статью | иж | метки |

Китайская гран-при 2009 года — гоночный этап чемпионата мира по автогонкам в классе Формула-1, который состоялся 27 апреля 2009 на международной трассе Шанхая в Китае. По итогам гонки победу одержал Фелипе Масса из команды Ferrari.

Предварительные заезды

В предварительных заездах доминировали пилоты Red Bull — Себастьян Феттель и Марк Уэббер, которые показали время 1:42.076 и 1:42.308 соответственно. Льюис Хэмилтон из McLaren показал третье время, а действующий чемпион мира Дженсон Баттон был лишь шестым с результатом 1:43.591.

Квалификация

В квалификации Себастьян Феттель показал лучшее время — 1:41.028. Второе место занял Марк Уэббер, а третье — Льюис Хэмилтон. Дженсон Баттон стал только пятым с результатом 1:43.095.

Гонка

В начале гонки Феттель лидировал, но уже на втором круге у него отказала коробка передач и он сошел с дистанции. На 26-м круге Марк Уэббер столкнулся с Рубенсом Баррикелло и был вынужден пройти по шинному участку для ремонта, потеряв несколько мест. На 30-м кругеウェббер снова попал в аварию, и его также пришлось заменить машину.

Победителем гонки стал Фелипе Масса из команды Ferrari, который стартовал со второго места. Он возглавил гонку сразу после старта и не уступал лидерства до финиша.

Льюис Хэмилтон финишировал вторым, отстав на 26 секунд от Массы. Третьим приехал Роберт Кубица из Renault, а за ним последовали Нико Росберг и Джанкарло Фильи.

Дженсон Баттон, стартовав с пятого места, финишировал шестым, потеряв всего одну позицию.

Результаты

Фелипе Масса (Ferrari) 1:38:50.276

Льюис Хэмилтон (McLaren-Mercedes) +26.490

Роберт Кубица (Renault) +33.776

Нико Росберг (Williams-Toyota) +37.201

Джанкарло Фильи (Force India-Mercedes) +58.218

Дженсон Баттон (Honda) +1:03.924

Кими Райкконен (Ferrari) Поехав на 24-м круге

Диего Панета (BMW Sauber) Поехав на 24-м круге

Себастьян Феттель (Red Bull-Renault) Сошел на 2-м круге

Марк Уэббер (Red Bull-Renault) Сошел на 26-м круге и 30-м круге

Рубенс Баррикелло (Williams-Toyota) Авария на 2-м круге

Яна Тумс ( Toyota) Авария на 15-м круге

Фабрицио Форачелла (Force India-Mercedes) Проблемы с топливом на 48-м круге

Джанкарло Фильи, финишировавший на пятом месте, был дисквалифицирован за нарушение правил после гонки.

Ссылки

2009 Formula One Chinese Grand Prix official results at FIA website"
4,2009,4,3,Гран-при Бахрейна,2009-04-26,12:00:00,2009 Гран-при Бахрейна
5,2009,5,4,Гран-при Испании,2009-05-10,12:00:00,"2009 года в Испании
Гран-при Испании 2009 года (отдельно: Гран-при Мадрида) — автогонка, которая прошла на трассе в Валенсии, Испания, 25 апреля 2009 года. Это была третья гонка сезона 2009 года в Формуле-1."
6,2009,6,6,Гран-при Монако,2009-05-24,12:00:00,2009 ГП Монако
7,2009,7,5,Гран-при Турции,2009-06-07,12:00:00,2009 Турецкий Гран-при
8,2009,8,9,Британский Гран-при,2009-06-21,12:00:00,2009 Британский Гран-при
9,2009,9,20,Гран-при Германии,2009-07-12,12:00:00,Гран-при Германии 2009 года
10,2009,10,11,Гран-при Венгрии,2009-07-26,12:00:00,2009 Венгерский Гран-при
11,2009,11,12,Европейский гран-при,2009-08-23,12:00:00,"Гран-при Европы 2009 года — автогонки Формулы-1, прошедшие 22 августа на уличной трассе Валенсии в Испании."
12,2009,12,13,Гран-при Бельгии,2009-08-30,12:00:00,"2009 Grand-при Бельгии

В 2009 году в календаре Формулы-1 появилось два новых этапа: в Китае и в Валенсии, Испания (последний был отменён). В то же время Гран-при Австралии было перенесено с марта на октябрь."
13,2009,13,14,Гран-при Италии,2009-09-13,12:00:00,Гран-при Италии 2009 года
14,2009,14,15,Гран-при Сингапура,2009-09-27,12:00:00,2009 Гран-при Сингапура
15,2009,15,22,Гран-при Японии,2009-10-04,05:00:00,Японская гран-при 2009 года
16,2009,16,18,Бразилийская Гран-при,2009-10-18,16:00:00,"2009 года в Бразилии
2009 Brazilian Grand Prix"
17,2009,17,24,Гран-при Абу-Даби,2009-11-01,11:00:00,"Википедия
«Гран-при Абу-Даби 2009 года»
«Гран-при Абу-Даби» (English: 2009 Abu Dhabi Grand Prix) — гоночный этап Формулы-1, прошедший 1 ноября 2009 года на трассе «Яс Марина», в Абу-Даби, Объединённые Арабские Эмираты."
18,2008,1,1,Гран-при Австралии,2008-03-16,04:30:00,2008 Australian Гран-при
19,2008,2,2,Гран-при Малайзии,2008-03-23,07:00:00,2008 Малайзийский Гран-при
20,2008,3,3,Гран-при Бахрейна,2008-04-06,11:30:00,2008 Гран-при Бахрейна
21,2008,4,4,Гран-при Испании,2008-04-27,12:00:00,Википедия: 2008 Испанская Гран-при
22,2008,5,5,Гран-при Турции,2008-05-11,12:00:00,"Гран-при Турции 2008 года — автогонка, которая состоялась 21 сентября 2008 года на трассе в Стамбуле, Турция."
23,2008,6,6,Гран-при Монако,2008-05-25,12:00:00,Гран-при Монако 2008 года
24,2008,7,7,Гран-при Канады,2008-06-08,17:00:00,Гран-при Канады 2008 года
25,2008,8,8,Гран-при Франции,2008-06-22,12:00:00,"Википедия: 2008 год, Гран-при Франции"
26,2008,9,9,Британский Гран-при,2008-07-06,12:00:00,Гран-при Великобритании 2008 года
27,2008,10,10,Гран-при Германии,2008-07-20,12:00:00,"2008 года в Германии
2008 German Grand Prix"
28,2008,11,11,Гран-при Венгрии,2008-08-03,12:00:00,Гран-при Венгрии 2008 года
29,2008,12,12,Европейский гран-при,2008-08-24,12:00:00,Гран-при Европы 2008 года
30,2008,13,13,Гран-при Бельгии,2008-09-07,12:00:00,Гран-при Бельгии 2008 года
31,2008,14,14,Гран-при Италии,2008-09-14,12:00:00,Гран-при Италии 2008 года
32,2008,15,15,Гран-при Сингапура,2008-09-28,12:00:00,Гран-при Сингапура 2008 года
33,2008,16,16,Гран-при Японии,2008-10-12,04:30:00,Японская гран-при 2008 года
34,2008,17,17,Гран-при Китая,2008-10-19,07:00:00,"2008 года в Китае
2008 Chinese Grand Prix"
35,2008,18,18,Бразилийская Гран-при,2008-11-02,17:00:00,Гран-при Бразилии 2008 года
36,2007,1,1,Гран-при Австралии,2007-03-18,03:00:00,"Википедия: 2007 Australian Grand Prix

Эти ссылки ведут на страницы в Википедии по Гран-при Австралии 2007 года, автогонкам, включающим в себя информацию о победителе и других участниках гонки."
37,2007,2,2,Гран-при Малайзии,2007-04-08,07:00:00,"2007 год Малайзийский Гран-при — гонка, пятнадцатый этап сезона 2007 Формулы-1, состоялась 21 октября на международной трассе Сепанг, Малайзия."
38,2007,3,3,Гран-при Бахрейна,2007-04-15,11:30:00,"2007 года в Бахрейне
2007 Bahraini Grand Prix"
39,2007,4,4,Гран-при Испании,2007-05-13,12:00:00,Гран-при Испании 2007 года
40,2007,5,6,Гран-при Монако,2007-05-27,12:00:00,"2007 Гран-при Монако

Гран-при Монако 2007 года, 56-й Гран-при Монако, прошёл в Монте-Карло 27 мая 2007 года. Гонку выиграл Кими Райкконен за Ferrari."
41,2007,6,7,Гран-при Канады,2007-06-10,17:00:00,Википедия: Канадский Гран-при 2007 года
42,2007,7,19,Гран-при США,2007-06-17,17:00:00,Гран-при США 2007 года
43,2007,8,8,Гран-при Франции,2007-07-01,12:00:00,"Гран-при Франции 2007 года — гоночный уик-энд в сезоне Формулы-1. С 13 по 15 июля на трассе Неверс-Магни-Корс прошли квалификационный заезд, две тренировки и сам Гран-при."
44,2007,9,9,Британский Гран-при,2007-07-08,12:00:00,2007 Британская Гран-при
45,2007,10,20,Европейский гран-при,2007-07-22,12:00:00,2007 Европейский Гран-при
46,2007,11,11,Гран-при Венгрии,2007-08-05,12:00:00,"Гран-при Венгрии 2007 года — автогоночный этап, проводившийся 8 июля 2007 года на гоночной трассе Хунгароринг в Будапеште, Венгрия."
47,2007,12,5,Гран-при Турции,2007-08-26,12:00:00,"2007 года Гран-при Турции

Гран-при Турции 2007 года (формально Grand Prix of Turkey) - автогонка, состоявшаяся 21 октября 2007 года на трассе в Стамбуле. Это была одиннадцатая гонка сезона 2007 Формулы-1."
48,2007,13,14,Гран-при Италии,2007-09-09,12:00:00,Гран-при Италии 2007 года
49,2007,14,13,Гран-при Бельгии,2007-09-16,12:00:00,Гран-при Бельгии 2007 года
50,2007,15,16,Гран-при Японии,2007-09-30,04:30:00,Расписание и результаты Гран-при Японии 2007 года
51,2007,16,17,Гран-при Китая,2007-10-07,06:00:00,"2007 года в Китае
Гран-при Китая 2007 года — шестое этап сезона Формулы-1 2007 года, который прошёл 15 апреля на международной трассе Шанхая, Китай. В гонке приняли участие двадцать два пилота, представляющие десять команд. По итогам гонки было набрано 10 очков."
52,2007,17,18,Бразилийская Гран-при,2007-10-21,16:00:00,2007 Гран-при Бразилии
53,2006,1,3,Гран-при Бахрейна,2006-03-12,14:30:00,2006 Гран-при Бахрейна
54,2006,2,2,Гран-при Малайзии,2006-03-19,15:00:00,Википедия: Гран-при Малайзии 2006 года
55,2006,3,1,Гран-при Австралии,2006-04-02,14:00:00,Википедия: 2006 Австралийский Гран-при
56,2006,4,21,Гран-при Сан-Марино,2006-04-23,14:00:00,"Гран-при Сан-Марино 2006 года - шестнадцатый этап чемпионата мира в сезоне 2006 года. Этот Гран-при прошёл на автодроме Энрико Пьяченто в Имоле, Италия, 14 мая."
57,2006,5,20,Европейский гран-при,2006-05-07,14:00:00,2006 Европейский Гран-при
58,2006,6,4,Гран-при Испании,2006-05-14,14:00:00,"2006 года в Испании
Гран-при Испании 2006 года (также известный как Гран-при Telefónica 2006 года) был шестнадцатым этапом чемпионата мира по автогонкам в классе «Формула-1», который состоялся 23 апреля на трассе Каталония в Барселоне, Испания."
59,2006,7,6,Гран-при Монако,2006-05-28,14:00:00,"Гран-при Монако 2006 года — шестнадцатый этап чемпионата мира в сезоне 2006 года. Гонка прошла 28 мая на трассе Монако в Монте-Карло, Монако."
60,2006,8,9,Британский Гран-при,2006-06-11,12:00:00,"Википедия, 2006 Британский Гран-при"
61,2006,9,7,Гран-при Канады,2006-06-25,13:00:00,2006 Канадский Гран-при
62,2006,10,19,Гран-при США,2006-07-02,14:00:00,"2006 года в США
2006 United States Grand Prix
2006-й год в автогонках на трассе Индианаполис Мотор Спидвей
2006 Indianapolis 500
2006 FIA Formula-1 United States Grand Prix official results
2006 Формула-1 Гран-при США
Расписание"
63,2006,11,8,Гран-при Франции,2006-07-16,14:00:00,Гран-при Франции 2006 года
64,2006,12,10,Гран-при Германии,2006-07-30,14:00:00,"2006 года в Германии
2006 German Grand Prix"
65,2006,13,11,Гран-при Венгрии,2006-08-06,14:00:00,2006 Венгерский Гран-при
66,2006,14,5,Гран-при Турции,2006-08-27,15:00:00,"2006 года в Турции
Гран-при Турции 2006 года — гоночный этап, прошедший 14 мая на автодроме Истанбул-Парк в Стамбуле, Турция."
67,2006,15,14,Гран-при Италии,2006-09-10,14:00:00,2006 Итальянский Гран-при
68,2006,16,17,Гран-при Китая,2006-10-01,14:00:00,"2006 года в Китае
20-й этап чемпионата 2006 года
9 апреля, Шанхай, Китай, Шанхайская международная трасса

Результаты:

1.  Фернандо Алонсо (Renault)       2.   Kimi Räikkönen (Ferrari)           3.  Майкл Шумахер (Ferrari)      4.  Дженсон Баттон (Honda)          5.  Якуни Нисканен (McLaren-Mercedes)

Подium:

1.  Фернандо Алонсо (Renault)       2.   Kimi Räikkönen (Ferrari)           3.  Майкл Шумахер (Ferrari)"
69,2006,17,22,Гран-при Японии,2006-10-08,14:00:00,2006 Японская гран-при
70,2006,18,18,Бразилийская Гран-при,2006-10-22,14:00:00,2006 Гран-при Бразилии
71,2005,1,1,Гран-при Австралии,2005-03-06,14:00:00,"Википедия, 2005 Australian Grand Prix"
72,2005,2,2,Гран-при Малайзии,2005-03-20,15:00:00,"2005 год. Гран-при Малайзии
2005 Малайзийский гран-при
2005 Malaysian Grand Prix
2005 ГРАН-ПРИ МЛАВИЗИИ
Гран-при Малайзии 2005 года
Grand Prix of Malaysia in 2005
Малайзийский Гран-при 2005
2005 г. Гран-при Малайзии"
73,2005,3,3,Гран-при Бахрейна,2005-04-03,14:30:00,"2005 года в Бахрейне
Гран-при Бахрейна 2005 года — шестнадцатый этап чемпионата мира по автогонкам в классе Формула-1 сезона 2005 года. Гонка прошла 13 ноября на международной трассе Бахрейна в Сахире."
74,2005,4,21,Гран-при Сан-Марино,2005-04-24,14:00:00,"Гран-при Сан-Марино 2005 года — восьмый этап чемпионата мира по гонкам Формулы-1 сезона 2005 года. Гонка состоялась 28 мая на автодроме Энрико Пиратти в Имоле, Италия."
75,2005,5,4,Гран-при Испании,2005-05-08,14:00:00,"2005 года в Испании
2005 Spanish Grand Prix"
76,2005,6,6,Гран-при Монако,2005-05-22,14:00:00,2005 г. Гран-при Монако
77,2005,7,20,Европейский гран-при,2005-05-29,14:00:00,"Википедия
2005 год: Гран-при Европы

Гран-при Европы 2005 года — автогонка в рамках чемпионата мира Формулы-1, прошедшая 26 июня на Нюрбургринге, Германия.

Лидеры чемпионата после этого этапа:

Кими Райкконен (Макларен) - 34 очка

Ральф Шумахер (Тойота) - 27 очков

Джанкарло Физикелла (БМВ-Сайбер) - 21 очко

Другие участники чемпионата:

Фелипе Масса (Сутиль) - 19 очков

Фабио Леаше (Джордан) - 13 очков

Джейсон Прайс (Мусигум) - 10 очков

Хасн Химиай (Рено) - 8 очков

Якуб Куйяра (Тойота) - 7 очков

Димитр Янов (Мусегум) - 6 очков

Тимо Глок (Тойота) - 5 очков

Антонио Пиццония (Джордан) - 4 очка

Оливера Тави (Форм-Рейндж) - 3 очка

Роберт Кубица (БМВ-Сайбер) - 2 очка

Кими Райкконен выиграл гонку, показав в первом сегменте лучшее время и не дав никто не опередить его во втором сегменте. Это была первая победа Кими Райкконена на Гран-при Европы и третий подиум подряд для Макларена после Гран-при Австралии и Испании.

Ральф Шумахер финишировал вторым, что стало для него лучшим результатом в сезоне. Третий результат показал Фелипе Масса, который выступал на новом болиде Сутиль.

Другие российские пилоты:

Димитрий Янов - 6 место

Антонио Пиццония - 9 место

Роберт Кубица - 12 место"
78,2005,8,7,Гран-при Канады,2005-06-12,13:00:00,2005 Канадский Гран-при
79,2005,9,19,Гран-при США,2005-06-19,14:00:00,Гран-при США 2005 года
