statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
1850,1850,1999-08-13T00:00:00,1999-09-02T00:00:00,7607.0,
2985,2985,1999-08-13T00:00:00,1999-09-02T00:00:00,9368.0,
3098,3098,1999-08-13T00:00:00,1999-09-02T00:00:00,5339.0,
3496,3496,1999-08-13T00:00:00,1999-09-02T00:00:00,21857.0,
3767,3767,1999-08-13T00:00:00,1999-09-02T00:00:00,8243.0,
4393,4393,1999-08-13T00:00:00,1999-09-02T00:00:00,5561.0,
4468,4468,1999-08-13T00:00:00,1999-09-02T00:00:00,13457.0,
4962,4962,1999-08-13T00:00:00,1999-09-02T00:00:00,2890.0,
5397,5397,1999-08-13T00:00:00,1999-09-02T00:00:00,6765.0,
5483,5483,1999-08-13T00:00:00,1999-09-02T00:00:00,16949.0,
5527,5527,1999-08-13T00:00:00,1999-09-02T00:00:00,2892.0,
6238,6238,1999-08-13T00:00:00,1999-09-02T00:00:00,11890.0,
6472,6472,1999-08-13T00:00:00,1999-09-02T00:00:00,10837.0,
6566,6566,1999-08-13T00:00:00,1999-09-02T00:00:00,12674.0,
6624,6624,1999-08-13T00:00:00,1999-09-02T00:00:00,31214.0,
6646,6646,1999-08-13T00:00:00,1999-09-02T00:00:00,21576.0,
6676,6676,1999-08-13T00:00:00,1999-09-02T00:00:00,8568.0,
6739,6739,1999-08-13T00:00:00,1999-09-02T00:00:00,23567.0,
6953,6953,1999-08-13T00:00:00,1999-09-02T00:00:00,21235.0,
7111,7111,1999-08-13T00:00:00,1999-09-02T00:00:00,14254.0,
7416,7416,1999-08-13T00:00:00,1999-09-02T00:00:00,31191.0,
7482,7482,1999-08-13T00:00:00,1999-09-02T00:00:00,10559.0,
7527,7527,1999-08-13T00:00:00,1999-09-02T00:00:00,10088.0,
7576,7576,1999-08-13T00:00:00,1999-09-02T00:00:00,22532.0,
7604,7604,1999-08-13T00:00:00,1999-09-02T00:00:00,3300.0,
7634,7634,1999-08-13T00:00:00,1999-09-02T00:00:00,25896.0,
7638,7638,1999-08-13T00:00:00,1999-09-02T00:00:00,9003.0,
7717,7717,1999-08-13T00:00:00,1999-09-02T00:00:00,16650.0,
7814,7814,1999-08-13T00:00:00,1999-09-02T00:00:00,10135.0,
7919,7919,1999-08-13T00:00:00,1999-09-02T00:00:00,16373.0,
8017,8017,1999-08-13T00:00:00,1999-09-02T00:00:00,14931.0,
8148,8148,1999-08-13T00:00:00,1999-09-02T00:00:00,15718.0,
8395,8395,1999-08-13T00:00:00,1999-09-02T00:00:00,9888.0,
8517,8517,1999-08-13T00:00:00,1999-09-02T00:00:00,18574.0,
8635,8635,1999-08-13T00:00:00,1999-09-02T00:00:00,28689.0,
8698,8698,1999-08-13T00:00:00,1999-09-02T00:00:00,31823.0,
8762,8762,1999-08-13T00:00:00,1999-09-02T00:00:00,21391.0,
8814,8814,1999-08-13T00:00:00,1999-09-02T00:00:00,32896.0,
8987,8987,1999-08-13T00:00:00,1999-09-02T00:00:00,15932.0,
9043,9043,1999-08-13T00:00:00,1999-09-02T00:00:00,42155.0,
9078,9078,1999-08-13T00:00:00,1999-09-02T00:00:00,25046.0,
9221,9221,1999-08-13T00:00:00,1999-09-02T00:00:00,52664.0,
9399,9399,1999-08-13T00:00:00,1999-09-02T00:00:00,46755.0,
9409,9409,1999-08-13T00:00:00,1999-09-02T00:00:00,31335.0,
9473,9473,1999-08-13T00:00:00,1999-09-02T00:00:00,35612.0,
9703,9703,1999-08-13T00:00:00,1999-09-02T00:00:00,59465.0,
9738,9738,1999-08-13T00:00:00,1999-09-02T00:00:00,46833.0,
9745,9745,1999-08-13T00:00:00,1999-09-02T00:00:00,52796.0,
9832,9832,1999-08-13T00:00:00,1999-09-02T00:00:00,52557.0,
9955,9955,1999-08-13T00:00:00,1999-09-02T00:00:00,74933.0,
12864,2864,1999-09-13T00:00:00,1999-10-03T00:00:00,975.0,
14997,4997,1999-09-13T00:00:00,1999-10-03T00:00:00,10289.0,
15538,5538,1999-09-13T00:00:00,1999-10-03T00:00:00,11330.0,
15869,5869,1999-09-13T00:00:00,1999-10-03T00:00:00,4622.0,
16046,6046,1999-09-13T00:00:00,1999-10-03T00:00:00,5828.0,
16411,6411,1999-09-13T00:00:00,1999-10-03T00:00:00,14051.0,
16519,6519,1999-09-13T00:00:00,1999-10-03T00:00:00,9870.0,
16585,6585,1999-09-13T00:00:00,1999-10-03T00:00:00,9130.0,
16743,6743,1999-09-13T00:00:00,1999-10-03T00:00:00,5622.0,
16991,6991,1999-09-13T00:00:00,1999-10-03T00:00:00,15392.0,
17168,7168,1999-09-13T00:00:00,1999-10-03T00:00:00,8764.0,
