name,country,province,population,longitude,latitude
Вадуз,ФЛ,Лихтенштейн,27714.0,9.3,47.08
Гринсборо,США,Северная Каролина,183894.0,,
Чиниот,ПК,Пакистан,105559.0,,
Лонгерибиен,СВАХ,Шпицберген,,15.33,78.13
Фукусима,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Фукусима,,,
Манагуа,НИЧ,Никарагуа,1195000.0,-86.25,12.1667
Ростов-на-Дону,r,Ростовская область,1026000.0,,
Сент-Пьер,Спми,Сент-Пьер и Микелон,5618.0,-56.0,47.0
Тарсус,транзистор,Исландия,225000.0,,
Лабуэн,МАЛ,Федеральная территория Лабуан,,,
Тегеран,Ярко,Тегеран,6750043.0,51.4167,35.6833
Пномпень,К,Камбоджа,400000.0,104.85,11.55
Глазов,r,Республика Удомлеи,107000.0,,
Сао-Жоа́но-де-Мери́ти,БР,Рио-де-Жанейро,433713.0,,
Бур Сайед,ET,Бур Саид,382000.0,,
Санкт-Галлен,Ч,Да,74106.0,,
Салисберри,Да,Вилтшир,109800.0,,
Цеханов,ПЛ,Цехановское,,,
Кёльн,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию.",Северный Рейн-Вестфалия,249662.0,,
Хами,ТЖ,Шыңгыш аймага,161315.0,,
Джамму,Инд,Джammu и Кашмир,,74.3,32.2
Луганск,UKР,Луганск,501000.0,,
Страгод-Фёрд,Да,Каэрфилли,,,
Ричмонд,США,Вирджиния,202798.0,-77.3333,37.5
Петрозаводск,r,Республика Карелия,280000.0,,
Маруа,КАМ,Северный край,143000.0,,
Кафр-эль-Шейх,ET,Кафр-эль-Шейх,,,
Адияман,транзистор,Адияман,128000.0,,
Тимишоара,"Да, я могу помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",Тимиш,333000.0,,
Долина,АХА,Ангилья,,-63.03,18.13
Мтвара Микандани,Ешь,Мтвара,,,
Ньирегхаза,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Шаболт Шатмар,115000.0,,
Кременчуг,UKР,Полтавская,238000.0,,
Шривпорт,США,Луизиана,198525.0,,
Тиргу-Джiu,"Да, я могу помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",Горь,,,
Потсдам,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию.",Бранденбург,138268.0,13.1,52.4
Рыбинск,r,Ярославская область,248000.0,,
Алкала-де-Хенарес,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Мадрид,166250.0,,
Мурманск,r,Мурманская область,407000.0,,
Чтение,Да,Беркшир,137700.0,,
Мадисон,США,Висконсин,190766.0,-89.2,43.0
Пематанг Сиантар,Р,Индонезия,219328.0,,
Аваруа,COК,Острова Кука,,-159.46,-21.12
Модесто,США,Калифорния,164746.0,-121.0,37.65
Лилинг,ТЖ,Хунань,108504.0,,
Канзас-Сити,США,Миссури,434829.0,-94.5833,39.1167
Эспоо,SF,УусИМАА,160480.0,24.3,60.2
Толедо,США,О하이о,332943.0,-83.8,41.6
Гуиксянь,ТЖ,Гуанси Чжунцзи,114025.0,,
Террасса,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Каталония,161428.0,,
Пачука-де-Сото,Мексика,Хидальго,83892.0,-98.4,20.1
Запорожье,UKР,Запорожье,891000.0,,
Ила,ВАН,Нигерия,233000.0,,
Консорциум,А,Энтре-Риос,116485.0,,
Киншаса,ЗРЕ,Киншаса,4655313.0,15.2,-4.3
Бо́жнурд,Ярко,Хорасан,112426.0,,
Чирчи́к,УЗБ,Ташкент,156000.0,,
Питерборо,Да,Кембридшир,156400.0,,
Замора,Мексика,Мичоакан,109751.0,,
Ужгород,UKР,Закарпатье,,,
Моль,Да,Флинтшир,,,
Оффенбах-ам-Майн,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию.",Гессен,116482.0,,
Брно,СК,Словакия,,17.1,48.1
Ан-Наджаф,Ирак,Ан-Наджаф,309010.0,,
Макапа,БР,Амапа,214197.0,-52.0,0.5
Ризе,транзистор,Ризе,,,
Санта-Хелена,Да,Мерсисайд,180200.0,,
Джяньмен,ТЖ,Гуанджоу,230587.0,,
Нижний Тагил,r,Свердловская область,409000.0,,
Фуюань,ТЖ,Аnhуй,179572.0,,
Сату-Маре,"Да, я могу помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",Сату-Маре,137000.0,,
Эйзенштадт,А,Бургенланд,10102.0,16.0,48.0
Колпино,r,Лeningрадская область,143000.0,,
Мансура,транзистор,Мансура,187500.0,,
Хорарамабад,Ярко,Лорестан,277370.0,,
Каир,ET,Кахира,6053000.0,31.3333,29.8667
секонди,ГГ,Гана,31916.0,,
Занзан,Ярко,Занзан,280691.0,,
Скаробоус,КНДР,Онтарио,524598.0,,
Форт-де-Франс,Март,Мартиник,100000.0,-61.0,14.6
Оральный,КАЗ,Западный Казахстан,219100.0,,
Легница,ПЛ,Легницы,104000.0,,
Тойама,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Тойама,,,
Чанчун,ТЖ,Джилин,2110000.0,125.15,43.5
Хуаихуа,ТЖ,Хунань,126785.0,,
