country,name,percentage
МАЛ,Индийский,9.0
РИМ,Мау,30.0
"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Я могу помочь с переводом на немецкий язык. Пожалуйста, предоставьте текст, который нужно перевести.",2.6
ВЭА,Карамёжонг,12.0
"Да, я могу помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.","Да, я могу помочь с переводом с английского на румынский. Какой текст вы хотите перевести?",89.1
Да,Ульстер,1.8
ФАРХ,Скандинавский,100.0
КАЗ,казак,41.9
ЭК,Индийский,25.0
Газа,Палестинский араб,99.4
Че-че-че!,"Это не язык, а название страны. Вы хотите перевести что-то с чешского на русский?",94.4
БИХ,Мусульманин,38.0
ГЭ,Азербайджанский,5.7
"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вы хотите перевести?",Български,85.3
Федеральное бюро расследований США,Уоллисий,9.0
ХР,Мусульманин,0.9
ER,Сахо,3.0
АХА,Белый,3.7
КАМ,Фулани,10.0
RP - ролевая игра,Малай,95.5
Кир,Микронезия,100.0
КАЗ,Укря́нська,5.2
