country,name,percentage
Ярко,Балучи,1.0
ПИТЦ,Питкерн,100.0
SRB,Рим,1.1
ПНГ,"Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, предоставьте текст для перевода.",1.0
Фолк,"Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, предоставьте текст для перевода.",100.0
Б,Нидерландский,56.0
"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Нидерландский,100.0
НЕТ,"Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, предоставьте текст для перевода.",15.9
ГВАМ,Чаморро,22.2
ТМ,Тורקμεν,72.0
Нет,Корейский,100.0
Б,No additional text was provided.,32.0
МОК,португальский,100.0
ПК,Пенджаби,48.0
LB,"Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, предоставьте текст для перевода.",20.0
"No additional text provided, only translation output:

""Вы не хотите поговорить со мной?""",Norwegian,100.0
"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вы хотите перевести?",Български,100.0
"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию.","Я могу помочь с переводом на немецкий язык. Пожалуйста, предоставьте текст, который нужно перевести.",100.0
Ярко,"""Я не могу подождать, чтобы увидеть, что там внутри!""",1.0
Кайм,"Ok, я готова переводить с английского на испанский. Пожалуйста, предоставьте текст для перевода.",3.2
А,"Ok, я готова переводить с английского на испанский. Пожалуйста, предоставьте текст для перевода.",100.0
БИХ,Serбо-хорватский,99.0
"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Баскский,2.0
"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Шведский,100.0
НИЧ,"Ok, я готова переводить с английского на испанский. Пожалуйста, предоставьте текст для перевода.",100.0
УЗБ,Таджикский,4.4
SRB,Угрский,3.8
Ярко,Курдский,9.0
РАМ,"Да, конечно! Я всегда рад помочь вам с переводом. Просто дайте мне текст, который нужно перевести, и укажите язык, на который нужно выполнить перевод.",2.0
НАМ,"Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, предоставьте текст для перевода.",7.0
МНЭ,Боснийский,5.5
Спми,No additional text was provided.,100.0
ВАФУ,Уоллисий,58.9
ЦО,"Ok, я готова переводить с английского на испанский. Пожалуйста, предоставьте текст для перевода.",100.0
Ч,Итальянский,12.0
Да,Исландский,100.0
УЗБ,Узбек,74.3
"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Каталанский,17.0
МНЭ,Мон테네гро,22.0
АМСА,"Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, предоставьте текст для перевода.",2.9
ПА,"Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, предоставьте текст для перевода.",14.0
Аз,"Да, конечно! Я всегда рад помочь вам с переводом. Просто дайте мне текст, который нужно перевести, и укажите язык, на который нужно выполнить перевод.",3.0
Хонекс,Китайский,95.6
АГ,"Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, предоставьте текст для перевода.",100.0
ТМ,"Да, конечно! Я всегда рад помочь вам с переводом. Просто дайте мне текст, который нужно перевести, и укажите язык, на который нужно выполнить перевод.",12.0
"Добро пожаловать в RSM! Мы предоставляем широкий спектр услуг в области аудита, налогообложения, консультирования и финансового администрирования для клиентов по всему миру. Наша цель - помочь компаниям и частным лицам преуспеть в бизнесе и решить их уникальные проблемы.

RSM International - это глобальная сеть фирм-членов, предоставляющих услуги в области аудита, налогообложения и консультирования. Мы объединяем экспертизу на местах с глубокими отраслевыми знаниями, чтобы предоставить клиентам комплексные решения, адаптированные к их уникальным потребностям.

Аудит: Наши аудиторы используют передовые методы и технологии для обеспечения точности финансовой отчетности наших клиентов. Мы помогаем компаниям поддерживать соблюдение нормативных требований, управлять рисками и улучшать общую эффективность.

Налогообложение: Эксперты по налогообложению RSM предоставляют комплексные услуги по планированию налогов, соблюдению налоговых требований и представлению налоговых отчетов. Мы помогаем клиентам минимизировать налоговые обязательства и соответствовать меняющимся налоговым правилам.

Консалтинг: Консультанты RSM работают с компаниями над улучшением их операционной эффективности, стратегического планирования, управления рисками и принятия решений. Мы предлагаем практические решения и экспертизу в различных отраслях.

Финансовое администрирование: Мы помогаем клиентам управлять своими финансовыми операциями, включая управление денежными потоками, бухгалтерский учет, анализ финансовых показателей и контроль. Наши услуги включают также поддержку при слияниях и поглощениях, а также при подготовке к IPO.

В RSM мы гордимся нашим качеством, экспертизой и индивидуальным подходом к каждому клиенту. Наша глобальная сеть позволяет нам предоставлять услуги в более чем 100 странах по всему миру.

Обратитесь в RSM сегодня, чтобы узнать, как мы можем помочь вашему бизнесу преуспеть и достичь ваших целей.",Итальянский,100.0
РХЧ,"Ok, я готова переводить с английского на испанский. Пожалуйста, предоставьте текст для перевода.",100.0
СЛБ,"Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, предоставьте текст для перевода.",1.0
УЗБ,"Да, конечно! Я всегда рад помочь вам с переводом. Просто дайте мне текст, который нужно перевести, и укажите язык, на который нужно выполнить перевод.",14.2
Система управления сетью (СМС),Другие языки островного Тихоокеанского региона,9.5
НЕТ,Папаменто,65.4
ПК,Пашту,8.0
SRB,"Да, я могу переводить с сербского. Напишите текст, который вы хотите перевести, и я предоставлю вам точный перевод на русский язык.",88.3
ПК,Хинди,2.0
Б,"Я могу помочь с переводом на немецкий язык. Пожалуйста, предоставьте текст, который нужно перевести.",1.0
