name,river,lake,sea,length,sourcelongitude,sourcelatitude,mountains,sourcealtitude,estuarylongitude,estuarylatitude
Бене,Нигер,,,1400.0,12.58,7.58,,1100.0,6.75,7.78
Бахр эль-Гасаль,Белый Нил,,,716.0,,,,,30.43,9.5
Миссури,Миссисипи,Озеро Форт-Пек,,4130.0,-111.5,45.9,,1232.0,-90.12,38.81
Олт,Дунай,,,615.0,25.8,46.65,Карπάты,1280.0,24.8,43.7
Лена,,,Сибирское море,4400.0,107.88,53.99,,1465.0,126.692,72.4005
Лимпопо,,,Индийский океан,1750.0,28.0,-26.0,,1800.0,34.0,-25.2
Иордания,,Мёртвое море,,251.0,35.7,33.7,Джабал-Любнан,,35.5,31.3
Огайская река,Миссисипи,,,1579.0,-80.0,40.42,,222.0,-89.13,36.98
Джангтсе,,,Восточное Китайское море,6380.0,91.2,33.5,,5405.0,121.5,32.0
Чёрный Дрин,Дрин,,,133.0,20.7,41.0,,695.0,20.4,42.1
Лаген,Гломма,Мёса-Сёр,,322.0,8.45,62.19,,611.0,11.45,61.1
Бахр-эль-Джебель/Альберт-Нил,Белый Нил,,,,30.9,1.7,Восточноафриканское расслоение,619.0,30.43,9.5
Река Мерримак,,,Атлантический океан,177.0,-71.6,43.4,,,-70.8119,42.8194
Волга,,Каспийское море,,3531.0,33.0,57.0,Waldайские холмы,,47.85,46.7333
Виктория Нил,,Озеро Сесе-Секо/Альбертзеэ,,,33.0,-1.0,Восточноафриканское расслоение,1134.0,30.9,1.7
Днепр,,,Чёрное море,2201.0,34.0,55.5,Waldайские холмы,220.0,32.252,46.5257
Река Нельсон,,,Северный Ледовитый океан,664.0,-97.97,52.77,,218.0,-92.33,57.15
Нигер,,Кэйнджи,Атлантический океан,4184.0,-10.87,9.65,,490.0,6.42,5.32
Токантинс,,,Атлантический океан,2640.0,-49.0,-16.0,,,-48.0,-0.5
Атбаара,Нил,,,1120.0,37.3,12.8,Эфиопские плато,,33.97,17.68
Ваердальевальд,Далаэлв,,,320.0,12.6,61.8,,,15.1,60.7
Река Святого Лаврентия,,,Атлантический океан,1197.0,-76.55,44.2,,75.0,-64.8,49.6
Кимийоки,,,Балтийское море,203.0,25.4,61.5,,78.0,26.5,60.3
Арно,,,Средиземное море,240.0,11.7,43.9,Аппенины,1385.0,10.2,43.7
Аре,Рейн,Бриенцерар,,288.0,8.2,46.55,Альпы,2310.0,8.22,47.61
Эннс,Дунай,,,254.0,13.35,47.33,Альпы,1375.0,14.52,48.24
Рейн,,Боденское озеро,Северное море,1324.0,8.7,46.6,Альпы,2345.0,4.0,51.9
Шари,,Чадское озеро,,1400.0,21.0,8.0,,,14.0,13.2
Вольта,,Озеро Верта,Атлантический океан,1500.0,-4.5,11.0,,,0.68,5.77
Лукуга,Луалаба,,,350.0,29.2,-5.9,Восточноафриканское расслоение,782.0,27.0,-6.0
Руки,Заир,,,130.0,19.0,-0.3,,,18.0,0.0
Детройтская река,,Озеро Эри,,200.0,-82.6,42.1,,176.0,-82.2,43.0
Рио Магдалена,,,Карибское море,1538.0,-77.0,2.0,Андыс,,-74.8,10.95
Гвадиан,,,Атлантический океан,742.0,-3.0,42.0,Иберские горы,608.0,-7.65,37.35
Гётаэльв,,,Каттегат,93.0,12.34,58.4,,44.0,11.9,57.7
Дро,Дунай,,,749.0,12.26,46.73,Альпы,1450.0,18.93,45.54
Рио-Дес-Агуадеро,,Потоотделение,,383.0,-69.0,-16.55,Андыс,3812.0,-67.1,-18.55
Чуаппа,Бусира,,,1300.0,24.5,-3.0,,,20.8,-0.2
Поехали!,,,Средиземное море,652.0,7.09,44.7,Альпы,2022.0,12.43,44.95
