name,country,population,area,capital,capprov
Самарканд,УЗБ,2322000,16400.0,Самарканд,Самарканд
Боливар,Ва-Ва-Ван,1142210,238000.0,Сити-Боулир,Боливар
Премысловый,ПЛ,409600,4437.0,Премысль,Премысловый
Центр,Да,273400,2700.0,Стерлинг,Центр
Северная Корея,Нет,23904124,,Пхеньян,Северная Корея
Утер-Прадеш,Инд,139112287,294411.0,Лукнов,Утер-Прадеш
Центр,КАМ,1651600,68926.0,Яунде,Центр
Астраханская область,r,1028900,44100.0,Астрахан,Астраханская область
Западный берег реки Иордан,Запад,1427741,,,
Восточный Тимор,TL;DR: нет резюме,1131612,,Дили,Восточный Тимор
Риязанская область,r,1325300,39600.0,Рязань,Риязанская область
Восточная Фландрия,Б,1340056,2982.0,Гент,Восточная Фландрия
Гаити,—,6731539,,Порт-о-Пренс,Гаити
Тайвань,RC,21465881,,Тайвань,Тайвань
Центр,EОК,3110000,13176.0,Боль,Центр
Шимане,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст для перевода.",771441,6628.0,Мацуэ,Шимане
Голуин,А,972000,9301.0,Голуин,Голуин
Свобода,ПЭ,1366125,25569.0,Трюхильо,Свобода
Тессалия,ГР,731030,14037.0,Лариса,Тессалия
Чиба,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст для перевода.",5797782,5150.0,Чиба,Чиба
Кафр-эль-Шейх,ET,1968000,3437.0,Кафр-эль-Шейх,Кафр-эль-Шейх
Индיאנה,США,5864108,93719.0,Индианаполис,Индיאנה
Лихтенштейн,ФЛ,31122,,Вадуз,Лихтенштейн
Ноттингемшир,Да,1015500,2164.0,Ноттингем,Ноттингемшир
Ростовская область,r,4426400,100800.0,Ростов-на-Дону,Ростовская область
Окотепеке,АХЦ,81800,1680.0,Окотепеке,Окотепеке
Канкери,транзистор,279129,8454.0,Канкери,Канкери
Лимпопо,RSA,4128000,119606.0,Питерсбург,Лимпопо
Сакария,транзистор,683061,4817.0,Сакария,Сакария
Миядзакі,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1175819,7735.0,Миядзакі,Миядзакі
Курская область,r,1112200,71000.0,Курган,Курская область
Алматы [mɨ'nɛt],КАЗ,1172400,0.0,Алматы,Алматы [mɨ'nɛt]
Московская область,r,6596600,47000.0,Москва,Москва
Мурция,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1070401,11314.0,Мурция,Мурция
Мапуту,МОК,840800,25756.0,Мапуту,Мапуту (город)
Бургенланд,А,273000,3965.0,Эйзенштадт,Бургенланд
Алжир,ДЗ,29183032,,Алжир,Алжир
Манитоба,КНДР,1113898,650086.0,Ванкувер,Манитоба
Валенсия,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3909047,23255.0,Валенсия,Валенсия
Полтавская,UKР,1756900,28800.0,Полтава,Полтавская
Вилцеа,"Да, я могу помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",430000,5705.0,Римнику-Вилца,Вилцеа
Аали и Нил,СУД,1599605,238792.0,Малакал,Аали и Нил
