orderid,productid,unitprice,quantity,discount
10554,62,49.3,20,0.0
10549,31,12.5,55,0.0
10675,53,32.8,10,0.0
11012,71,21.5,60,0.0
10513,61,28.5,15,0.0
10652,30,25.89,2,0.0
10474,75,6.2,10,0.0
10864,67,14.0,15,0.0
10678,12,38.0,100,0.0
10446,19,7.3,12,0.0
10949,62,49.3,60,0.0
11040,21,10.0,20,0.0
10998,75,7.75,30,0.0
10942,49,20.0,28,0.0
10521,68,12.5,6,0.0
11016,31,12.5,15,0.0
10666,65,21.05,10,0.0
10966,62,49.3,12,0.0
10257,39,14.4,6,0.0
10471,56,30.4,20,0.0
10305,39,14.4,30,0.0
11013,23,9.0,10,0.0
10417,38,210.8,50,0.0
11055,51,53.0,20,0.0
10757,59,55.0,7,0.0
10636,4,22.0,25,0.0
10513,32,32.0,50,0.0
10824,70,15.0,9,0.0
10350,50,13.0,15,0.0
10777,42,14.0,20,0.0
10527,36,19.0,30,0.0
10261,21,8.0,20,0.0
10871,17,39.0,16,0.0
11052,43,46.0,30,0.0
11054,67,14.0,20,0.0
10930,27,43.9,25,0.0
10465,45,7.6,30,0.0
10660,20,81.0,21,0.0
10325,13,4.8,12,0.0
10857,3,10.0,30,0.0
10310,62,39.4,5,0.0
10773,31,12.5,70,0.0
10690,56,38.0,20,0.0
10954,60,34.0,24,0.0
10606,4,22.0,20,0.0
10841,10,31.0,16,0.0
10982,7,30.0,20,0.0
10554,16,17.45,30,0.0
11071,13,6.0,10,0.0
10997,32,32.0,50,0.0
10282,57,15.6,2,0.0
10774,66,17.0,50,0.0
10461,30,20.7,28,0.0
10791,29,123.79,14,0.0
10612,10,31.0,70,0.0
10986,20,81.0,15,0.0
10803,25,14.0,15,0.0
10793,52,7.0,8,0.0
10293,24,3.6,10,0.0
10268,29,99.0,10,0.0
10669,36,19.0,30,0.0
11077,60,34.0,2,0.0
10351,44,15.5,77,0.0
10759,32,32.0,10,0.0
10539,21,10.0,15,0.0
10922,24,4.5,35,0.0
10838,36,19.0,50,0.0
10715,71,21.5,30,0.0
10730,16,17.45,15,0.0
10941,62,49.3,30,0.0
11013,42,14.0,4,0.0
11039,35,18.0,24,0.0
11039,28,45.6,20,0.0
11077,66,17.0,1,0.0
10407,11,16.8,30,0.0
10711,19,9.2,12,0.0
10252,60,27.2,40,0.0
10301,56,30.4,20,0.0
10860,76,18.0,20,0.0
10294,60,27.2,21,0.0
10796,64,33.25,35,0.0
10762,56,38.0,60,0.0
10770,11,21.0,15,0.0
10507,43,46.0,15,0.0
10317,1,14.4,20,0.0
10307,68,10.0,3,0.0
10372,38,210.8,40,0.0
10595,69,36.0,65,0.0
10440,61,22.8,90,0.0
10733,52,7.0,25,0.0
10766,68,12.5,40,0.0
10396,71,17.2,60,0.0
10490,59,44.0,60,0.0
10678,33,2.5,30,0.0
10521,41,9.65,10,0.0
10681,21,10.0,12,0.0
10359,60,27.2,80,0.0
10852,2,19.0,15,0.0
10788,19,9.2,50,0.0
