playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
niedero01,2002,1,CAL,NHL,L,54.0,8.0,10.0,18.0,42.0,-13,2,4,0,0,1,0,104,,,,,,,,,,,,
lundpe01,1950,1,NYR,NHL,R,59.0,4.0,16.0,20.0,6.0,,,,,,,,,,,,,,,,,,,,
lemiema01,1991,1,PIT,NHL,C,64.0,44.0,87.0,131.0,94.0,27,12,35,4,6,5,1,249,15,16,18,34,2,6,8,10,2,0,5,69
tambest01,1982,1,NJD,NHL,C,73.0,25.0,18.0,43.0,14.0,-27,6,,1,,4,0,153,,,,,,,,,,,,
wolfbe01,1981,1,PIT,NHL,D,1.0,0.0,0.0,0.0,2.0,0,0,,0,,0,0,0,,,,,,,,,,,,
milbumi01,1978,1,BOS,NHL,D,74.0,1.0,34.0,35.0,149.0,23,0,,0,,0,0,76,11,1,7,8,7,,0,,0,,1,
albelto01,1997,1,CAL,NHL,D,69.0,2.0,17.0,19.0,32.0,9,1,3,0,3,2,0,88,,,,,,,,,,,,
lundypa01,1947,1,DET,NHL,C,11.0,4.0,1.0,5.0,6.0,,,,,,,,,5,1,1,2,0,,,,,,,
weslebl01,1985,1,TOR,NHL,D,27.0,0.0,1.0,1.0,21.0,-4,0,,0,,0,0,11,,,,,,,,,,,,
smolibr01,2003,1,OTT,NHL,C,80.0,19.0,27.0,46.0,49.0,22,4,7,0,1,3,0,182,7,1,1,2,4,-2,0,0,0,0,0,10
zanongr01,2005,1,NAS,NHL,D,4.0,0.0,2.0,2.0,6.0,0,0,0,0,1,0,,3,,,,,,,,,,,,
butsavi01,1998,1,FLO,NHL,C,1.0,0.0,0.0,0.0,2.0,-1,0,0,0,0,0,0,0,,,,,,,,,,,,
bashkan01,1998,1,MTL,NHL,L,10.0,0.0,0.0,0.0,0.0,-3,0,0,0,0,0,0,4,,,,,,,,,,,,
jacksje01,1986,2,NYR,NHL,L,9.0,5.0,1.0,6.0,15.0,-3,2,,0,,1,0,16,6,1,1,2,16,-2,0,,0,,0,10
lawlepa01,1988,1,TOR,NHL,L,7.0,0.0,0.0,0.0,0.0,-2,0,0,0,0,0,0,11,,,,,,,,,,,,
murphco01,2008,2,TBL,NHL,D,25.0,5.0,10.0,15.0,12.0,-3,4,6,0,0,0,,47,,,,,,,,,,,,
halljo01,1913,1,QU1,NHA,,19.0,13.0,4.0,17.0,61.0,,,,,,,,,,,,,,,,,,,,
konrost01,1984,1,CAL,NHL,D,64.0,3.0,23.0,26.0,73.0,12,0,,0,,0,0,121,4,1,4,5,2,1,0,,1,,0,15
lynchja01,1975,1,WAS,NHL,D,79.0,9.0,13.0,22.0,78.0,-52,5,,0,,1,1,126,,,,,,,,,,,,
bromlga01,1974,1,BUF,NHL,G,50.0,0.0,4.0,4.0,2.0,0,0,,0,,0,0,0,,,,,,,,,,,,
burgedo01,1972,1,PHB,WHA,L,74.0,20.0,22.0,42.0,15.0,,1,,3,,,,,4,1,0,1,0,,0,,0,,0,
brownda01,1982,1,PHI,NHL,R,2.0,0.0,0.0,0.0,5.0,-1,0,,0,,0,0,2,,,,,,,,,,,,
wilsobe02,1987,1,CHI,NHL,D,58.0,6.0,23.0,29.0,166.0,-19,3,14,0,0,0,0,103,3,0,0,0,6,-2,0,0,0,0,0,8
oystrna01,2009,1,AND,NHL,D,3.0,0.0,0.0,0.0,2.0,-1,0,0,0,0,0,,1,,,,,,,,,,,,
mcallch01,2003,2,NYR,NHL,L,12.0,0.0,1.0,1.0,12.0,-4,0,0,0,0,0,0,8,,,,,,,,,,,,
strudja01,2001,1,VAN,NHL,D,44.0,2.0,4.0,6.0,96.0,4,0,0,0,0,0,0,13,,,,,,,,,,,,
stumpjo01,1997,1,LAK,NHL,C,77.0,21.0,58.0,79.0,53.0,17,4,17,0,2,2,1,162,4,1,2,3,2,2,0,0,0,0,0,7
stothmi01,1986,1,PHI,NHL,D,2.0,0.0,0.0,0.0,4.0,0,0,,0,,0,0,2,2,0,0,0,7,1,0,,0,,0,0
couturi01,1974,1,CHC,WHA,G,1.0,0.0,0.0,0.0,0.0,,0,,0,,0,,0,,,,,,,,,,,,
lidstdo01,1990,1,VAN,NHL,D,78.0,6.0,32.0,38.0,77.0,-6,4,16,0,1,1,0,157,6,0,2,2,6,-3,0,1,0,0,0,9
kurveto01,1989,1,NJD,NHL,D,1.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,,,,,,,,,,,,
potvije01,1980,1,NYI,NHL,D,18.0,2.0,3.0,5.0,25.0,-4,2,,0,,1,0,16,,,,,,,,,,,,
thomawa01,1978,1,NYR,NHL,G,31.0,0.0,0.0,0.0,0.0,0,0,,0,,0,0,0,,,,,,,,,,,,
smithfl01,1962,1,DET,NHL,R,51.0,9.0,17.0,26.0,10.0,,,,,,,,,11,2,3,5,4,,,,,,0,
brownbr01,1998,2,CHI,NHL,D,61.0,1.0,7.0,8.0,184.0,-4,0,0,0,0,0,1,26,,,,,,,,,,,,
murphro01,1959,1,CHI,NHL,L,63.0,15.0,21.0,36.0,18.0,,,,,,,,,4,1,0,1,0,,,,,,,
alfreda01,1995,1,OTT,NHL,R,82.0,26.0,35.0,61.0,28.0,-18,8,18,2,0,3,1,212,,,,,,,,,,,,
auguspa01,1993,1,TOR,NHL,R,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,,,,,,,,,,,,
murzyda01,1994,1,VAN,NHL,D,40.0,0.0,8.0,8.0,129.0,14,0,0,0,0,0,0,29,8,0,1,1,22,-1,0,0,0,1,0,9
thornjo01,2011,1,SJS,NHL,C,82.0,18.0,59.0,77.0,31.0,17,4,19,0,1,2,,156,5,2,3,5,2,2,0,1,0,0,0,15
wensijo01,1980,1,QUE,NHL,L,53.0,6.0,3.0,9.0,124.0,-14,0,,0,,1,0,55,3,0,0,0,0,,0,,0,,0,
semenan01,1995,1,PHI,NHL,C,44.0,3.0,13.0,16.0,14.0,3,0,1,0,0,2,0,55,,,,,,,,,,,,
migayru01,1949,1,TOR,NHL,C,18.0,1.0,5.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,
podeish01,2001,1,COL,NHL,R,41.0,6.0,6.0,12.0,39.0,0,0,0,1,1,2,0,43,,,,,,,,,,,,
huntema01,1987,1,STL,NHL,R,66.0,32.0,31.0,63.0,136.0,-6,14,13,0,0,0,1,164,5,2,3,5,24,-4,1,2,0,0,0,7
martipa01,2008,1,NJD,NHL,D,73.0,5.0,28.0,33.0,36.0,21,2,16,0,1,1,,107,7,0,4,4,2,0,0,1,0,0,0,9
hoguebe01,1995,1,TOR,NHL,L,44.0,12.0,25.0,37.0,68.0,6,3,8,0,0,5,0,94,,,,,,,,,,,,
duffdi01,1964,1,NYR,NHL,L,29.0,3.0,9.0,12.0,20.0,,1,,0,,0,1,,,,,,,,,,,,,
snepsha01,1988,1,VAN,NHL,D,59.0,0.0,8.0,8.0,69.0,-3,0,0,0,2,0,0,27,7,0,1,1,6,-2,0,0,0,1,0,7
cleghsp01,1925,1,BOS,NHL,D,28.0,6.0,5.0,11.0,49.0,,,,,,,,,,,,,,,,,,,,
mirondm01,1992,1,TOR,NHL,D,59.0,7.0,24.0,31.0,40.0,-1,4,10,0,0,1,1,105,14,1,2,3,2,-4,1,1,0,0,0,11
fiddlve01,2011,1,DAL,NHL,C,82.0,8.0,13.0,21.0,60.0,-13,0,0,0,1,1,,123,,,,,,,,,,,,
