playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
mannipe01,2011,1,WPG,NHL,1,20,0,0,0,1,0,0,4,,,,,,,,,
shielst01,2000,1,SJS,NHL,21,1135,6,8,5,1,2,47,531,,,,,,,,,
irbear01,1993,1,SJS,NHL,74,4412,30,28,16,4,3,209,2064,14,806,7,7,,0,0,50,399
millegr01,1979,1,PIT,NHL,44,2586,18,18,7,2,2,157,,5,300,2,3,,0,0,21,
cadotbe01,1912,1,MOW,NHA,6,234,1,2,0,,0,23,,,,,,,,,,
priceca01,2011,1,MTL,NHL,65,3944,26,28,11,8,4,160,1914,,,,,,,,,
mcleaki01,1986,1,NJD,NHL,4,160,1,1,0,1,0,10,73,,,,,,,,,
parenbe01,1969,1,PHI,NHL,62,3680,13,29,20,7,3,171,,,,,,,,,,
myreph01,1969,1,MTL,NHL,10,503,4,3,2,0,0,19,,,,,,,,,,
smithga01,1974,1,VAN,NHL,72,3828,32,24,9,3,6,197,,4,257,1,3,,0,0,14,
mcneige01,1956,1,MTL,NHL,9,540,4,5,0,,0,32,,,,,,,,,,
tokardu01,2009,1,TBL,NHL,2,44,0,0,0,0,0,3,16,,,,,,,,,
patzodi01,2007,1,SJS,NHL,3,44,0,0,0,0,0,4,20,,,,,,,,,
tabarri01,1993,1,WAS,NHL,32,1770,13,14,2,0,2,91,817,2,111,0,2,,0,0,6,50
markkju01,2003,2,EDM,NHL,7,394,2,2,2,0,0,12,182,,,,,,,,,
theodjo01,2003,1,MTL,NHL,67,3961,33,28,5,3,6,150,1860,11,678,4,7,,1,1,27,333
kurtga01,1975,1,PHR,WHA,40,2369,18,20,2,1,1,147,1162,,,,,,,,,
denisma01,2005,1,CBS,NHL,49,2786,21,25,1,6,1,151,1505,,,,,,,,,
aubinje01,2002,1,PIT,NHL,21,1132,6,13,0,3,1,59,589,,,,,,,,,
weekeke01,2000,1,TBL,NHL,61,3378,20,33,3,8,4,177,1742,,,,,,,,,
masonbo01,1984,1,WAS,NHL,12,661,8,2,1,0,1,31,291,,,,,,,,,
hardijo01,2005,1,MIN,NHL,3,185,2,1,0,0,1,8,83,,,,,,,,,
giacoed01,1976,1,DET,NHL,33,1791,8,18,3,3,3,107,,,,,,,,,,
mayergi01,1954,1,TOR,NHL,1,60,1,0,0,,0,1,,,,,,,,,,
edwarga01,1981,1,STL,NHL,10,480,1,5,1,0,0,45,,,,,,,,,,
chabolo01,1927,1,NYR,NHL,44,2730,19,16,9,,11,79,,6,321,2,2,1,,1,8,
janecbo01,1987,1,LAK,NHL,5,303,1,4,0,0,0,23,165,,,,,,,,,
hallgl01,1952,1,DET,NHL,6,360,4,1,1,,1,10,,,,,,,,,,
pavelon01,2011,1,WPG,NHL,68,3932,29,28,9,7,4,191,2036,,,,,,,,,
myllyja01,1991,1,SJS,NHL,27,1374,3,18,1,6,0,115,862,,,,,,,,,
simmodo01,1967,1,NYR,NHL,5,300,2,1,2,0,0,13,,,,,,,,,,
nabokev01,2001,1,SJS,NHL,67,3901,37,24,5,5,7,149,1818,12,712,7,5,,1,0,31,322
brodatu01,1951,1,TOR,NHL,1,30,0,1,0,,0,3,,2,120,0,2,,,0,7,
pettiji01,1978,1,BOS,NHL,19,1037,8,6,2,0,1,62,,,,,,,,,,
loprepe01,1974,1,MNS,NHL,35,1964,9,20,3,4,1,137,,,,,,,,,,
rutlewa01,1977,1,HOU,WHA,12,634,4,7,0,0,0,47,360,3,239,1,2,,0,0,21,
lenevda01,2010,1,CBS,NHL,1,20,0,0,0,0,0,2,12,,,,,,,,,
faveldo01,1976,1,COR,NHL,30,1614,8,15,3,1,0,105,,,,,,,,,,
smithno01,1934,1,DET,NHL,25,1550,12,11,2,,2,52,,,,,,,,,,
riggide01,1959,1,DET,NHL,9,540,2,6,1,,1,32,,,,,,,,,,
sylvedo01,1984,1,BOS,NHL,3,102,0,0,2,0,0,6,52,,,,,,,,,
gilbegi01,1971,1,MNS,NHL,4,218,1,2,1,0,0,11,,,,,,,,,,
froesbo01,1988,1,NYR,NHL,30,1621,9,14,4,4,1,102,791,2,72,0,2,,0,0,8,51
sarjege01,1995,1,SJS,NHL,4,171,0,2,1,1,0,14,87,,,,,,,,,
smithbi01,1988,1,NYI,NHL,17,730,3,11,0,2,0,54,364,,,,,,,,,
cudewi01,1933,1,MTL,NHL,1,60,1,0,0,,1,0,,,,,,,,,,
climima01,2010,1,PHO,NHL,1,32,0,0,0,0,0,1,16,,,,,,,,,
currami01,1973,1,MFS,WHA,40,2382,23,14,2,2,2,130,1444,5,289,2,3,,0,0,14,161
