playerid,year,ppa,sha
playfla01,1988,,1
petitmi01,1987,9,1
tuckejo01,1990,1,
tantito01,1989,9,
jonssto01,1988,24,
pederma01,1990,7,
murphla01,1988,22,
lawtobr01,1988,4,
wellsja01,1989,3,2
macivno01,1988,19,
gartnmi01,1989,14,1
archida01,1989,4,
quinnda01,1990,18,
frycemi01,1988,3,
donnemi01,1987,2,
carsoli01,1987,1,1
hrdinji01,1990,4,
bassebo01,1988,,1
lawtobr01,1989,1,
norwole01,1990,3,
brownro01,1990,10,
ruffli01,1988,1,
bodgedo01,1988,25,1
ledyagr01,1988,6,
cyrpa01,1987,1,
courtru01,1988,2,
dineego01,1988,2,
skrikpe01,1990,5,
hunteda01,1987,1,4
sheehne01,1987,1,
frasecu01,1987,2,
erickbr01,1987,6,
foligmi01,1990,1,
kennede01,1988,,2
ysebapa01,1990,4,1
grahadi01,1987,7,1
ciccadi01,1988,10,1
adamsgr01,1989,1,
krushmi01,1990,3,
proppbr01,1989,9,
hardyma01,1988,5,
kurveto01,1990,15,
dineego01,1987,2,
pederba01,1989,7,1
gingrga01,1987,9,
carsoji01,1989,5,
bullami01,1988,13,
chrisda01,1989,7,
crossdo01,1990,21,
franclo01,1990,1,1
butchga01,1990,3,2
sandsto01,1989,20,
nylunga01,1988,1,
ruotsre01,1989,9,
manthmo01,1988,9,
allismi01,1987,5,
wilsoca01,1987,9,3
iafraal01,1990,11,1
bradlbr01,1990,10,
mcbeawa01,1988,1,
courtge01,1987,7,
dahlqch01,1990,,1
johanca01,1988,7,
hunteda01,1988,,1
robergo01,1987,3,
broteaa01,1989,3,
zezelpe01,1988,17,
halwado01,1988,1,
sanipev01,1989,2,
brownje02,1989,24,
stastpe01,1989,23,
rousebo01,1988,,1
loisecl01,1990,1,1
macdepa01,1989,2,
bennibr01,1989,5,
samueul01,1990,,2
maroima01,1988,3,
deblolu01,1990,,1
tantito01,1990,5,
joycebo01,1989,3,
brookbo01,1989,1,2
fentopa01,1990,2,
cullejo01,1990,29,
charbjo01,1988,1,
huntema01,1990,4,
konrost01,1988,1,1
hardyma01,1987,10,1
paslagr01,1990,3,1
cunnera01,1989,4,
mckegto01,1989,3,
kaspest01,1988,6,2
mcdonhu01,1989,1,
huberwi01,1987,14,
vaiveri01,1988,15,
hullbr01,1987,10,
pavesji01,1987,1,
wilsoca01,1990,4,
zezelpe01,1990,5,1
