playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
tikkaes01,1995,2,NJD,NHL,L,9.0,0.0,2.0,2.0,4.0,-6,0,1,0,0,0,0,15,,,,,,,,,,,,
bordejp01,1978,1,CHI,NHL,R,63.0,15.0,21.0,36.0,34.0,-7,2,,1,,2,2,101,4,0,1,1,2,,0,,0,,0,
chouima02,2003,1,LAK,NHL,G,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
cheveti01,1993,1,DET,NHL,G,30.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
mccleja01,2011,1,COL,NHL,C,80.0,10.0,7.0,17.0,31.0,-8,0,0,1,0,1,,95,,,,,,,,,,,,
dykhuka01,1998,2,PHI,NHL,D,45.0,2.0,4.0,6.0,32.0,-2,1,1,0,0,0,0,61,5,1,0,1,4,1,0,0,0,0,0,12
gainebo01,1985,1,MTL,NHL,L,80.0,20.0,23.0,43.0,20.0,10,0,,2,,4,1,135,20,5,5,10,12,3,0,,1,,3,36
finkbll01,1940,1,NYA,NHL,D,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
emersne01,1995,1,HAR,NHL,R,81.0,29.0,29.0,58.0,78.0,-7,12,16,2,0,5,0,247,,,,,,,,,,,,
lehtomi02,2008,1,BOS,NHL,R,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,1,,,,,,,,,,,,
brinddo01,1973,1,CLC,WHA,C,30.0,13.0,9.0,22.0,13.0,,1,,0,,1,,,5,0,1,1,2,,,,,,0,
rychewa01,1990,1,CHI,NHL,L,,,,,,,,,,,,,,3,1,3,4,2,1,1,2,0,0,1,7
josepch01,2000,1,PHO,NHL,D,24.0,1.0,1.0,2.0,16.0,-4,0,0,1,0,0,0,33,,,,,,,,,,,,
rucinma01,2002,1,STL,NHL,L,61.0,16.0,14.0,30.0,38.0,-1,4,0,4,1,3,1,135,7,4,2,6,4,-3,0,1,0,0,0,16
bouchda01,1979,1,ATF,NHL,G,53.0,0.0,1.0,1.0,34.0,0,0,,0,,0,0,0,4,0,0,0,2,,0,,0,,0,
ihnacpe01,1988,1,TOR,NHL,C,26.0,2.0,16.0,18.0,10.0,3,0,0,0,0,0,0,30,,,,,,,,,,,,
blakero01,1992,1,LAK,NHL,D,76.0,16.0,43.0,59.0,152.0,18,10,22,0,2,4,1,243,23,4,6,10,46,3,1,2,1,0,0,60
henryda01,1985,1,NYI,NHL,L,7.0,1.0,3.0,4.0,15.0,0,0,,0,,0,0,5,,,,,,,,,,,,
stanied01,1983,2,HAR,NHL,G,18.0,0.0,0.0,0.0,2.0,0,0,,0,,0,0,0,,,,,,,,,,,,
rocheno01,1988,1,NYR,NHL,D,11.0,1.0,5.0,6.0,18.0,0,0,1,0,0,1,0,14,,,,,,,,,,,,
martipi01,1976,1,CHI,NHL,C,75.0,17.0,36.0,53.0,22.0,-4,6,,1,,2,0,117,2,0,0,0,0,,0,,0,,0,
eagerbe01,2009,1,CHI,NHL,L,60.0,7.0,9.0,16.0,120.0,9,0,0,0,0,2,,68,18,1,2,3,20,2,0,0,0,0,1,13
anderjo03,1923,1,VC1,PCHA,L,29.0,5.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,
prospva01,2009,1,NYR,NHL,C,75.0,20.0,38.0,58.0,32.0,8,6,13,1,0,4,,180,,,,,,,,,,,,
bellobr01,1997,1,WAS,NHL,R,11.0,6.0,3.0,9.0,6.0,-3,5,0,0,0,2,0,26,21,6,7,13,6,6,2,1,0,0,1,62
venasvi01,1972,1,LAK,NHL,L,77.0,15.0,19.0,34.0,10.0,-16,1,,0,,1,0,176,,,,,,,,,,,,
petruja01,2008,1,CAR,NHL,C,2.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,,0,,,,,,,,,,,,
yzermst01,1999,1,DET,NHL,C,78.0,35.0,44.0,79.0,34.0,28,15,14,2,2,6,1,234,8,0,4,4,0,-4,0,4,0,0,0,20
sullido01,1981,1,HAR,NHL,R,77.0,29.0,40.0,69.0,39.0,-13,5,,0,,4,1,195,,,,,,,,,,,,
staplmi01,1993,2,EDM,NHL,C,23.0,5.0,9.0,14.0,28.0,-1,1,2,0,0,0,1,43,,,,,,,,,,,,
stastpa01,2009,1,COL,NHL,C,81.0,20.0,59.0,79.0,50.0,2,9,16,0,0,2,,199,6,1,4,5,4,-2,1,1,0,0,0,13
gonchse01,1995,1,WAS,NHL,D,78.0,15.0,26.0,41.0,60.0,25,4,10,0,0,4,0,139,6,2,4,6,4,-1,1,2,0,0,0,29
abrahth01,1974,1,NEW,WHA,D,76.0,8.0,22.0,30.0,46.0,8,2,,0,,,,151,6,0,0,0,0,,0,,0,,0,
tverdol01,1997,1,PHO,NHL,D,46.0,7.0,12.0,19.0,12.0,1,4,7,0,0,1,1,83,6,0,7,7,0,-2,0,4,0,0,0,7
monahga01,1974,1,TOR,NHL,L,1.0,0.0,0.0,0.0,0.0,0,0,,0,,0,0,0,,,,,,,,,,,,
salesdo01,1978,2,COR,NHL,R,16.0,2.0,0.0,2.0,4.0,-10,0,,0,,0,0,50,,,,,,,,,,,,
labarja01,2009,1,PHO,NHL,G,17.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,0,,,,,,,,,,,,
nahrgji01,1976,1,DET,NHL,D,53.0,5.0,11.0,16.0,34.0,-12,3,,1,,1,1,96,,,,,,,,,,,,
sweendo01,1991,1,BOS,NHL,D,75.0,3.0,11.0,14.0,74.0,-9,0,0,0,1,1,0,92,15,0,0,0,10,-3,0,0,0,0,0,13
nummite01,2002,1,PHO,NHL,D,78.0,6.0,24.0,30.0,30.0,0,2,14,0,1,1,1,108,,,,,,,,,,,,
brownke02,1991,1,CHI,NHL,D,57.0,6.0,10.0,16.0,69.0,7,2,7,1,0,1,0,105,14,0,8,8,18,-3,0,4,0,0,0,20
taylobi01,1940,1,TOR,NHL,C,47.0,9.0,26.0,35.0,15.0,,,,,,,,,7,0,3,3,5,,,,,,,
yorkal01,2011,1,CBS,NHL,G,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,0,,,,,,,,,,,,
valiqst01,1999,1,NYI,NHL,G,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
arbouja01,1924,1,CAT,WCHL,D,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
murrado01,2007,1,SJS,NHL,D,66.0,1.0,9.0,10.0,98.0,20,0,0,0,1,0,,48,13,1,1,2,2,0,0,0,0,0,0,19
yloneju01,2001,1,TBL,NHL,L,65.0,3.0,10.0,13.0,8.0,-10,0,0,0,0,0,0,75,,,,,,,,,,,,
macneal01,1962,1,CHI,NHL,D,70.0,2.0,19.0,21.0,100.0,,,,,,,,,4,0,1,1,4,,,,,,0,
mcnamha01,1909,1,COB,NHA,,11.0,4.0,0.0,4.0,23.0,,,,,,,,,,,,,,,,,,,,
stewaja01,1951,1,CHI,NHL,D,37.0,1.0,3.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,
lipumch01,1994,1,TBL,NHL,D,1.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,1,,,,,,,,,,,,
kampmbi01,1937,1,TOR,NHL,D,32.0,1.0,2.0,3.0,56.0,,,,,,,,,7,0,1,1,6,,,,,,,
duchega01,1993,1,SJS,NHL,L,84.0,12.0,18.0,30.0,28.0,8,0,0,1,2,3,0,121,14,1,4,5,12,-2,0,0,0,1,0,17
roberga01,1997,1,CAR,NHL,L,61.0,20.0,29.0,49.0,103.0,3,4,9,0,1,2,1,106,,,,,,,,,,,,
kunitch01,2007,1,AND,NHL,L,82.0,21.0,29.0,50.0,80.0,8,7,6,1,1,6,,196,6,0,2,2,8,-2,0,1,0,0,0,14
dukowdu01,1932,1,NYA,NHL,F/D,48.0,4.0,7.0,11.0,43.0,,,,,,,,,,,,,,,,,,,,
markoda01,2005,1,NAS,NHL,D,58.0,0.0,11.0,11.0,62.0,9,0,1,0,2,0,,59,5,0,0,0,6,-1,0,0,0,0,0,6
gallage01,1990,1,DET,NHL,L,45.0,10.0,16.0,26.0,111.0,6,3,4,0,0,1,0,82,,,,,,,,,,,,
mattest01,2001,1,SJS,NHL,L,55.0,7.0,4.0,11.0,15.0,4,1,0,1,1,0,0,43,10,1,2,3,2,1,0,0,0,0,0,5
braunju01,2011,1,SJS,NHL,D,66.0,2.0,9.0,11.0,23.0,-2,1,2,0,0,0,,113,5,0,0,0,15,-2,0,0,0,0,0,9
hawerda01,1982,1,WIN,NHL,C,79.0,40.0,51.0,91.0,31.0,-17,13,,1,,3,0,297,3,1,4,5,8,,1,,0,,0,
robinro01,1991,1,STL,NHL,D,22.0,0.0,1.0,1.0,8.0,-4,0,0,0,0,0,0,9,,,,,,,,,,,,
clarkwe01,1988,1,TOR,NHL,L,15.0,7.0,4.0,11.0,66.0,-3,3,1,0,0,1,0,30,,,,,,,,,,,,
tardima01,1979,1,QUE,NHL,L,58.0,33.0,35.0,68.0,30.0,-13,9,,0,,4,2,229,,,,,,,,,,,,
shacked01,1964,1,TOR,NHL,L,67.0,5.0,9.0,14.0,68.0,,2,,0,,0,0,,5,1,0,1,8,,,,,,0,
lachasc01,1996,1,NYI,NHL,D,81.0,3.0,11.0,14.0,47.0,-7,1,2,0,0,0,0,97,,,,,,,,,,,,
blakeja01,2007,1,TOR,NHL,L,82.0,15.0,37.0,52.0,28.0,-4,2,10,0,0,0,,332,,,,,,,,,,,,
kellyre01,1951,1,DET,NHL,D,67.0,16.0,31.0,47.0,16.0,,,,,,,,,5,1,0,1,0,,,,,,,
hutchda01,1978,1,TOR,NHL,D,79.0,4.0,15.0,19.0,235.0,36,0,,0,,0,0,117,6,0,3,3,23,,0,,0,,0,
makkoka01,1979,1,EDM,NHL,R,9.0,2.0,2.0,4.0,0.0,-2,0,,0,,0,0,11,,,,,,,,,,,,
smehlri01,1994,1,BUF,NHL,D,39.0,4.0,7.0,11.0,46.0,5,0,2,1,0,1,0,49,5,0,0,0,2,-1,0,0,0,0,0,3
martist02,2003,1,STL,NHL,C,25.0,1.0,0.0,1.0,22.0,-7,0,0,1,0,0,0,27,1,0,0,0,0,-1,0,0,0,0,0,0
gretzwa01,1981,1,EDM,NHL,C,80.0,92.0,120.0,212.0,26.0,81,18,,6,,12,4,369,5,5,7,12,8,,1,,1,,1,
hagmani01,2006,1,DAL,NHL,L,82.0,17.0,12.0,29.0,34.0,3,2,3,1,0,2,,152,7,0,1,1,10,-1,0,0,0,0,0,20
veillst01,2009,1,TBL,NHL,L,77.0,3.0,6.0,9.0,48.0,-14,0,0,0,0,0,,94,,,,,,,,,,,,
gelinma01,2001,1,CAR,NHL,L,72.0,13.0,16.0,29.0,30.0,-1,3,2,0,0,1,1,121,23,3,4,7,10,6,0,0,0,0,1,33
wisemed01,1938,1,NYA,NHL,R,47.0,12.0,21.0,33.0,8.0,,,,,,,,,2,0,0,0,0,,,,,,,
armstde01,1997,1,OTT,NHL,C,9.0,2.0,0.0,2.0,9.0,1,0,0,0,0,1,0,8,,,,,,,,,,,,
murphla01,1988,2,MNS,NHL,D,13.0,4.0,6.0,10.0,12.0,5,3,,0,0,1,1,31,5,0,2,2,8,-5,0,1,0,0,0,9
conveed01,1930,1,NYA,NHL,C,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
eklunbr01,2005,1,TBL,NHL,G,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,0,,,,,,,,,,,,
picarro02,1988,1,QUE,NHL,D,74.0,7.0,14.0,21.0,61.0,-28,2,1,1,0,1,1,102,,,,,,,,,,,,
mohnsdo01,1963,1,BOS,NHL,D/L,70.0,9.0,17.0,26.0,95.0,,3,,0,,1,0,,,,,,,,,,,,,
goligal01,2007,1,PIT,NHL,D,3.0,0.0,2.0,2.0,2.0,2,0,0,0,0,0,,2,,,,,,,,,,,,
mcdonal01,1975,1,CLC,WHA,R,80.0,23.0,22.0,45.0,19.0,1,4,,0,,1,,229,3,1,0,1,2,-2,,,,,0,
selbybr01,1969,1,TOR,NHL,L,74.0,10.0,13.0,23.0,40.0,-5,1,,1,,3,1,88,,,,,,,,,,,,
smithgl01,1921,1,TRS,NHL,D,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
ribeimi01,2001,1,MTL,NHL,L,43.0,8.0,10.0,18.0,12.0,-11,3,3,0,0,0,0,48,,,,,,,,,,,,
dahleul01,1989,1,NYR,NHL,R,63.0,18.0,18.0,36.0,30.0,-4,13,9,0,0,4,0,111,,,,,,,,,,,,
rinnepe01,2007,1,NAS,NHL,G,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,0,,,,,,,,,,,,
skrikpe01,1985,1,VAN,NHL,L,80.0,38.0,40.0,78.0,34.0,-17,12,,1,,2,1,192,3,0,0,0,0,-6,0,,0,,0,10
cupolbi01,1944,1,BOS,NHL,R,47.0,11.0,13.0,24.0,10.0,,,,,,,,,7,1,2,3,0,,,,,,,
